Apr 16 18:23:49.681 [INFO] zmap: output module: csv
Starting module. Packet out size: 66
Apr 16 18:23:49.687 [INFO] recv: Data link layer Ethernet
 0:00 0%; send: 0 0 p/s (0 p/s avg); recv: 0 0 p/s (0 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.00%
19:07 31% (42m left); send: 31088916 29.5 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:08 31% (42m left); send: 31119277 30.4 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:09 31% (42m left); send: 31150137 30.9 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:10 31% (42m left); send: 31179083 28.9 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:11 31% (42m left); send: 31206500 27.4 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:12 31% (42m left); send: 31232689 26.2 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:13 31% (42m left); send: 31254144 21.4 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:14 31% (42m left); send: 31276779 22.6 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:15 31% (42m left); send: 31301255 24.5 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:16 31% (42m left); send: 31325749 24.5 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:17 31% (42m left); send: 31350304 24.5 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:18 31% (42m left); send: 31375086 24.8 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:19 31% (42m left); send: 31400181 25.1 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:20 31% (42m left); send: 31424485 24.3 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:21 31% (42m left); send: 31449121 24.6 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:22 31% (42m left); send: 31474744 25.6 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:23 31% (42m left); send: 31500910 26.2 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:24 31% (42m left); send: 31528711 27.8 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:25 31% (42m left); send: 31556875 28.2 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:26 32% (42m left); send: 31584603 27.7 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:27 32% (42m left); send: 31612472 27.9 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:28 32% (42m left); send: 31640689 28.2 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:29 32% (42m left); send: 31669678 29.0 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:30 32% (42m left); send: 31697200 27.5 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:31 32% (42m left); send: 31726764 29.6 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:32 32% (42m left); send: 31755232 28.5 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:33 32% (42m left); send: 31785877 30.6 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:34 32% (42m left); send: 31818785 32.9 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:35 32% (42m left); send: 31850683 31.9 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:36 32% (42m left); send: 31883217 32.5 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:37 32% (42m left); send: 31912659 29.4 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:38 32% (41m left); send: 31944923 32.3 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:39 32% (41m left); send: 31978046 33.1 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:40 32% (41m left); send: 32009655 31.6 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:41 32% (41m left); send: 32042850 33.2 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:42 32% (41m left); send: 32071940 29.1 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:43 32% (41m left); send: 32105297 33.3 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:44 32% (41m left); send: 32138302 33.0 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:45 32% (41m left); send: 32170394 32.1 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:46 32% (41m left); send: 32203575 33.2 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:47 32% (41m left); send: 32234614 31.0 Kp/s (27.1 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:48 32% (41m left); send: 32268090 33.5 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:49 32% (41m left); send: 32301388 33.3 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:50 32% (41m left); send: 32334847 33.5 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:51 32% (41m left); send: 32367039 32.2 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:52 32% (41m left); send: 32391486 24.4 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:53 32% (41m left); send: 32415173 23.7 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:54 32% (41m left); send: 32441189 26.0 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:55 32% (41m left); send: 32468105 26.9 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:56 32% (41m left); send: 32497958 29.8 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:57 32% (41m left); send: 32525461 27.5 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:58 32% (41m left); send: 32554563 29.1 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
19:59 33% (41m left); send: 32586112 31.5 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
20:00 33% (41m left); send: 32617601 31.5 Kp/s (27.2 Kp/s avg); recv: 7737 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
20:01 33% (41m left); send: 32644842 27.2 Kp/s (27.2 Kp/s avg); recv: 7845 107 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
20:02 33% (41m left); send: 32668806 24.0 Kp/s (27.2 Kp/s avg); recv: 8196 350 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:03 33% (41m left); send: 32692994 24.2 Kp/s (27.2 Kp/s avg); recv: 8403 206 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:04 33% (41m left); send: 32717274 24.3 Kp/s (27.2 Kp/s avg); recv: 8403 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:05 33% (41m left); send: 32740660 23.4 Kp/s (27.2 Kp/s avg); recv: 8404 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:06 33% (41m left); send: 32764791 24.1 Kp/s (27.2 Kp/s avg); recv: 8404 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:07 33% (41m left); send: 32789072 24.3 Kp/s (27.2 Kp/s avg); recv: 8405 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:08 33% (41m left); send: 32813350 24.3 Kp/s (27.2 Kp/s avg); recv: 8405 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:09 33% (41m left); send: 32844197 30.8 Kp/s (27.2 Kp/s avg); recv: 8405 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:10 33% (41m left); send: 32875294 31.1 Kp/s (27.2 Kp/s avg); recv: 8405 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:11 33% (41m left); send: 32904507 29.2 Kp/s (27.2 Kp/s avg); recv: 8405 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:12 33% (41m left); send: 32929980 25.5 Kp/s (27.2 Kp/s avg); recv: 8424 18 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:13 33% (41m left); send: 32951926 21.9 Kp/s (27.2 Kp/s avg); recv: 8482 57 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:14 33% (41m left); send: 32976296 24.4 Kp/s (27.2 Kp/s avg); recv: 8509 26 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:15 33% (41m left); send: 33000635 24.3 Kp/s (27.2 Kp/s avg); recv: 8509 0 p/s (7 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:16 33% (41m left); send: 33026514 25.9 Kp/s (27.2 Kp/s avg); recv: 8509 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:17 33% (41m left); send: 33052501 26.0 Kp/s (27.2 Kp/s avg); recv: 8509 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:18 33% (41m left); send: 33078975 26.5 Kp/s (27.2 Kp/s avg); recv: 8510 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:19 33% (41m left); send: 33103826 24.8 Kp/s (27.1 Kp/s avg); recv: 8511 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:20 33% (41m left); send: 33127412 23.6 Kp/s (27.1 Kp/s avg); recv: 8511 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:21 33% (41m left); send: 33151553 24.1 Kp/s (27.1 Kp/s avg); recv: 8511 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:22 33% (41m left); send: 33176322 24.8 Kp/s (27.1 Kp/s avg); recv: 8514 2 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:23 33% (41m left); send: 33202077 25.7 Kp/s (27.1 Kp/s avg); recv: 8518 3 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:24 33% (41m left); send: 33228341 26.3 Kp/s (27.1 Kp/s avg); recv: 8518 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:25 33% (41m left); send: 33254409 26.1 Kp/s (27.1 Kp/s avg); recv: 8518 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:26 33% (41m left); send: 33283554 29.1 Kp/s (27.1 Kp/s avg); recv: 8518 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:27 33% (41m left); send: 33312309 28.7 Kp/s (27.1 Kp/s avg); recv: 8518 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:28 33% (41m left); send: 33344961 32.6 Kp/s (27.1 Kp/s avg); recv: 8518 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:29 33% (41m left); send: 33376734 31.8 Kp/s (27.1 Kp/s avg); recv: 8519 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:30 33% (41m left); send: 33407338 30.6 Kp/s (27.2 Kp/s avg); recv: 8519 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:31 33% (40m left); send: 33439943 32.6 Kp/s (27.2 Kp/s avg); recv: 8519 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:32 33% (40m left); send: 33472867 32.9 Kp/s (27.2 Kp/s avg); recv: 8519 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:33 33% (40m left); send: 33501629 28.8 Kp/s (27.2 Kp/s avg); recv: 8520 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:34 33% (40m left); send: 33528865 27.2 Kp/s (27.2 Kp/s avg); recv: 8520 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:35 33% (40m left); send: 33558411 29.5 Kp/s (27.2 Kp/s avg); recv: 8520 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:36 34% (40m left); send: 33588978 30.6 Kp/s (27.2 Kp/s avg); recv: 8520 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:37 34% (40m left); send: 33618129 29.1 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:38 34% (40m left); send: 33647084 28.9 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:39 34% (40m left); send: 33674798 27.7 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:40 34% (40m left); send: 33704753 29.9 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:41 34% (40m left); send: 33733835 29.1 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:42 34% (40m left); send: 33759091 25.2 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:43 34% (40m left); send: 33791231 32.1 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:44 34% (40m left); send: 33819534 28.3 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:45 34% (40m left); send: 33849794 30.3 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:46 34% (40m left); send: 33882295 32.5 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:47 34% (40m left); send: 33914988 32.7 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:48 34% (40m left); send: 33948401 33.4 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:49 34% (40m left); send: 33981878 33.5 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:50 34% (40m left); send: 34014985 33.1 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:51 34% (40m left); send: 34046826 31.8 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:52 34% (40m left); send: 34079594 32.8 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.03%
20:53 34% (40m left); send: 34110347 30.7 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
20:54 34% (40m left); send: 34142660 32.3 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
20:55 34% (40m left); send: 34173251 30.6 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
20:56 34% (40m left); send: 34206252 33.0 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
20:57 34% (40m left); send: 34239909 33.6 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
20:58 34% (40m left); send: 34273757 33.8 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
20:59 34% (40m left); send: 34307267 33.5 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:00 34% (40m left); send: 34339993 32.7 Kp/s (27.2 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:01 34% (40m left); send: 34372515 32.5 Kp/s (27.3 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:02 34% (40m left); send: 34401080 28.6 Kp/s (27.3 Kp/s avg); recv: 8521 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:03 34% (40m left); send: 34425809 24.7 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:04 34% (40m left); send: 34456634 30.8 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:05 34% (40m left); send: 34487434 30.8 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:06 34% (40m left); send: 34521050 33.6 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:07 34% (40m left); send: 34555316 34.3 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:08 35% (40m left); send: 34585518 30.2 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:09 35% (40m left); send: 34617195 31.7 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:10 35% (40m left); send: 34649637 32.4 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:11 35% (40m left); send: 34681146 31.5 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:12 35% (40m left); send: 34703595 22.4 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:13 35% (40m left); send: 34725504 21.9 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:14 35% (40m left); send: 34748288 22.8 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:15 35% (40m left); send: 34771883 23.6 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:16 35% (40m left); send: 34797233 25.3 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:17 35% (39m left); send: 34823286 26.0 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:18 35% (39m left); send: 34847306 24.0 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:19 35% (39m left); send: 34871469 24.2 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:20 35% (39m left); send: 34896152 24.7 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:21 35% (39m left); send: 34920752 24.6 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:22 35% (39m left); send: 34944819 24.1 Kp/s (27.3 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:23 35% (39m left); send: 34968205 23.4 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:24 35% (39m left); send: 34991744 23.5 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:25 35% (39m left); send: 35016023 24.3 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:26 35% (39m left); send: 35039112 23.1 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:27 35% (39m left); send: 35063391 24.3 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:28 35% (39m left); send: 35087995 24.6 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:29 35% (39m left); send: 35110782 22.8 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:30 35% (39m left); send: 35134933 24.1 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:31 35% (39m left); send: 35157913 23.0 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:32 35% (39m left); send: 35183026 25.1 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:33 35% (39m left); send: 35207201 24.2 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:34 35% (39m left); send: 35232717 25.5 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:35 35% (39m left); send: 35258775 26.1 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:36 35% (39m left); send: 35284773 26.0 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:37 35% (39m left); send: 35312489 27.7 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:38 35% (39m left); send: 35338764 26.3 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
21:39 35% (39m left); send: 35363800 25.0 Kp/s (27.2 Kp/s avg); recv: 8522 0 p/s (6 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.02%
