Apr 14 01:51:23.620 [INFO] zmap: output module: csv
Starting module. Packet out size: 81
Apr 14 01:51:23.629 [INFO] recv: Data link layer Ethernet
 0:00 0%; send: 0 0 p/s (0 p/s avg); recv: 0 0 p/s (0 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.00%
 0:00 0%; send: 0 0 p/s (0 p/s avg); recv: 0 0 p/s (0 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.00%
 0:01 0%; send: 25046 25.0 Kp/s (24.7 Kp/s avg); recv: 0 0 p/s (0 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.00%
 0:02 0%; send: 47536 22.5 Kp/s (23.6 Kp/s avg); recv: 334 333 p/s (165 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.70%
 0:03 0%; send: 71460 23.9 Kp/s (23.7 Kp/s avg); recv: 688 353 p/s (228 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.96%
 0:04 0%; send: 95555 24.1 Kp/s (23.8 Kp/s avg); recv: 784 95 p/s (195 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.82%
 0:05 0% (1h09m left); send: 120087 24.5 Kp/s (24.0 Kp/s avg); recv: 785 0 p/s (156 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.65%
 0:06 0% (1h07m left); send: 147627 27.5 Kp/s (24.5 Kp/s avg); recv: 785 0 p/s (130 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.53%
 0:07 0% (1h07m left); send: 172606 25.0 Kp/s (24.6 Kp/s avg); recv: 785 0 p/s (111 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.45%
 0:08 0% (1h08m left); send: 195387 22.8 Kp/s (24.4 Kp/s avg); recv: 785 0 p/s (97 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.40%
 0:09 0% (1h08m left); send: 218176 22.8 Kp/s (24.2 Kp/s avg); recv: 785 0 p/s (87 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.36%
 0:10 0% (1h09m left); send: 240100 21.9 Kp/s (24.0 Kp/s avg); recv: 785 0 p/s (78 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.33%
 0:11 0% (1h09m left); send: 264876 24.8 Kp/s (24.0 Kp/s avg); recv: 785 0 p/s (71 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.30%
 0:12 0% (1h09m left); send: 289000 24.1 Kp/s (24.1 Kp/s avg); recv: 785 0 p/s (65 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.27%
 0:13 0% (1h09m left); send: 313148 24.1 Kp/s (24.1 Kp/s avg); recv: 788 2 p/s (60 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.25%
