Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:options-nop::0]-duplicate-|[TCP:options-md5header:c28ecda80487d40abcb3026118656da8]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:seq:replace:2987636599}(fragment{tcp:-1:False},)-|[TCP:sport:9934]-tamper{TCP:flags:replace:P}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(fragment{tcp:-1:True},tamper{TCP:options-timestamp:corrupt})-|[TCP:options-eol:]-duplicate-|[TCP:dataofs:11:3]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:replace:8c30825b6923e676c827e298a79a9850}(tamper{TCP:options-uto:replace:246},)-|[TCP:dataofs:3:4]-duplicate-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:165}-|[TCP:seq:1328334376]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,"[TCP:options-nop::0]-duplicate(,tamper{TCP:options-sack:corrupt})-|[TCP:options-altchksumopt::0]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:seq:3024938201]-tamper{TCP:dport:replace:38595}-|[TCP:sport:58248]-drop-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:dataofs:corrupt}-|[TCP:seq:2257508378]-tamper{TCP:reserved:replace:2}-|,1,[-10]
-10.0,[TCP:load:]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:ack:3807078732:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-uto:corrupt}-|[TCP:options-timestamp:2138678781]-drop-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:sport:corrupt}(tamper{TCP:options-mss:corrupt},)-|[TCP:window:150]-tamper{TCP:options-altchksum:corrupt}-|",1,[-10]
-10.0,[TCP:chksum:64107]-tamper{TCP:ack:replace:1800903662}-|[TCP:window:130]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-tamper{TCP:seq:replace:347246837}-|[TCP:seq:129551198:2]-drop-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:dataofs:corrupt}-|[TCP:options-mss:6197]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-nop::0]-|[TCP:chksum:64107]-tamper{TCP:ack:replace:1938767109}-|[TCP:window:90]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-duplicate(,tamper{TCP:seq:replace:1230402570})-|[TCP:options-mss:32837]-drop-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-uto:194]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:urgptr:57186]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:64107]-tamper{TCP:options-uto:corrupt}-|[TCP:options-nop:]-tamper{TCP:chksum:corrupt}-|[TCP:options-timestamp:2718935691]-duplicate-|,1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:ack:867230370:1]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-tamper{TCP:dataofs:replace:11}-|[TCP:flags:SA]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:64107]-tamper{TCP:urgptr:corrupt}-|[TCP:options-md5header:d0a7dfb2e46c9a6f581c2e60a6ff1a13]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksumopt::0]-fragment{ip:-1:False:17}(duplicate,)-|[TCP:reserved:1]-duplicate-|",1,[-10]
-10.0,"[TCP:ack:1554414883]-tamper{TCP:load:replace:__DNS_REQUEST__}(duplicate,)-|[TCP:flags:FSPE]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-nop::0]-duplicate-|[TCP:seq:3568261874]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-md5header:1c3442747a669f553434851051f41410]-tamper{TCP:reserved:replace:0}-|,1,[-10]
-10.0,[TCP:options-nop::0]-tamper{TCP:options-altchksumopt:corrupt}-|[TCP:options-timestamp:546034461:3]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:options-mss:corrupt}(tamper{TCP:options-altchksum:corrupt},),duplicate)-|[TCP:options-timestamp:3184327222]-duplicate-|",1,[-10]
-10.0,[TCP:options-timestamp:2651374986]-tamper{TCP:dataofs:replace:2}-|,1,[-10]
-10.0,[TCP:options-sackok::0]-tamper{TCP:load:replace:__DNS_REQUEST__}-|[TCP:options-uto:159]-drop-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-eol:corrupt}-|[TCP:options-wscale:253:1]-tamper{TCP:options-altchksum:replace:105}-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|[TCP:options-sackok:]-|[TCP:ack:3522460080]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:reserved:replace:3}-|[TCP:reserved:7]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}-|[TCP:urgptr:9686]-tamper{TCP:options-mss:replace:19534}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:sport:replace:42250}(duplicate,)-|[TCP:options-timestamp:2962780970]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:flags:corrupt}-|[TCP:window:10:1]-tamper{TCP:dataofs:replace:11}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:seq:corrupt}(duplicate(,tamper{TCP:seq:replace:1230402570}),)-|[TCP:ack:2060051609]-tamper{TCP:flags:replace:FSPAUC}-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}-|[TCP:reserved:2:1]-tamper{TCP:dataofs:replace:8}-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-tamper{TCP:flags:replace:FSPAUN}-|[TCP:options-timestamp:2624571775]-drop-|,1,[-10]
-10.0,[TCP:options-eol::0]-fragment{tcp:13:False:6}-|[TCP:options-wscale:54]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-duplicate-|[TCP:urgptr:21537]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:chksum:64107]-tamper{TCP:options-wscale:replace:96}-|[TCP:options-altchksum:111]-duplicate-|,1,[-10]
-10.0,"[TCP:options-nop::0]-fragment{tcp:4:False:2}(duplicate(fragment{tcp:-1:False},),tamper{TCP:flags:corrupt})-|[TCP:options-uto:133]-tamper{TCP:options-wscale:corrupt}-|",1,[-10]
0.0,[TCP:options-sackok::2]-tamper{TCP:flags:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:dport:replace:19226})-|",1,[0]
0.0,[TCP:flags:F]-|,1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:urgptr:corrupt}(tamper{TCP:urgptr:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack::1]-duplicate(tamper{TCP:options-wscale:replace:131},)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:50:True:31}(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop::3]-tamper{TCP:options-sack:corrupt}(tamper{TCP:reserved:corrupt}(tamper{TCP:reserved:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:sport:corrupt}(tamper{TCP:ack:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:False:5}(,tamper{TCP:chksum:corrupt})-|",1,[0]
0.0,[TCP:options-uto:118]-|,1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:ack:replace:3134221044}(tamper{TCP:options-altchksum:replace:54},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:a0ed2bba536876c612fba14aaa91e9ba}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(,tamper{TCP:chksum:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(,tamper{TCP:options-mss:replace:14863})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sackok:replace:}(fragment{tcp:-1:False}(tamper{TCP:options-altchksum:replace:162},),)-|",1,[0]
0.0,"[TCP:options-sack::3]-duplicate(fragment{tcp:-1:False},tamper{TCP:sport:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-uto:replace:107},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:57:True:28}(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop::1]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:chksum:replace:62853},)-|",1,[0]
0.0,[TCP:options-wscale:96]-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-uto:replace:179}(duplicate,)-|",1,[0]
0.0,[TCP:window:180]-|,1,[0]
0.0,[TCP:options-sackok::1]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(,duplicate)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:183}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:ack:395927536]-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-eol:corrupt}(tamper{TCP:window:replace:170},)-|",1,[0]
0.0,[TCP:options-altchksum:215]-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:options-sack:replace:},)-|[TCP:options-sackok:]-duplicate-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:True}(,tamper{TCP:options-mss:replace:7951}),)-|",1,[0]
0.0,[TCP:dport:56909]-|,1,[0]
0.0,[TCP:options-nop::3]-duplicate-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-eol::0]-duplicate(,tamper{TCP:options-altchksum:replace:187})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}(fragment{tcp:34:True:17},)-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:False:5}(,tamper{TCP:options-sackok:replace:}(duplicate,))-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:load:replace:ksfiwjfhwb},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:flags:replace:FRPAC})-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:57:True:28}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:True}(,tamper{TCP:options-mss:replace:7951}(duplicate,)),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(,tamper{TCP:options-md5header:replace:27bc8b0e67d7455d05f1b7a8c9a6d49f})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(fragment{ip:-1:False:14},)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:57:True:28}-|,1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:False:40}(,tamper{TCP:chksum:corrupt})-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate,duplicate)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-uto:replace:179}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:True}(,tamper{TCP:seq:corrupt}(fragment{tcp:-1:True},)),tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:48:True}(tamper{TCP:options-sackok:replace:}(fragment{tcp:-1:False}(tamper{TCP:options-altchksum:replace:162},),),fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:dataofs:replace:14},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:options-mss:replace:6573})-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:-1:False}-|[TCP:options-nop:]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-uto:replace:24}-|,1,[0]
0.0,[TCP:options-sackok::1]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::2]-duplicate(fragment{tcp:-1:False},tamper{TCP:options-mss:corrupt})-|",1,[0]
0.0,"[TCP:options-sack::2]-duplicate(fragment{tcp:24:True:12},tamper{TCP:sport:corrupt})-|",1,[0]
0.0,[TCP:options-sackok::1]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:chksum:replace:62853}(tamper{TCP:options-nop:corrupt},),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:chksum:replace:43088})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(,tamper{TCP:seq:corrupt})-|",1,[0]
0.0,[TCP:options-sackok::1]-tamper{TCP:flags:corrupt}-|[TCP:flags:PA]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:57:True:28}(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(tamper{TCP:options-altchksum:replace:187},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:urgptr:corrupt}(tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:True},),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(,tamper{TCP:options-sackok:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(fragment{ip:46:True:23},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:48:True}(fragment{tcp:-1:False:5}(,tamper{TCP:window:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(tamper{TCP:options-wscale:replace:131},duplicate)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:window:replace:170}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt::2]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:chksum:replace:54950},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dport:replace:19226}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(duplicate,tamper{TCP:options-mss:replace:14863})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:corrupt}(tamper{TCP:options-uto:replace:107},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-altchksumopt:replace:}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:48:True}(duplicate,)-|[TCP:options-eol:]-tamper{TCP:reserved:corrupt}-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(tamper{TCP:options-wscale:replace:131},tamper{TCP:options-md5header:replace:c0872a9b1b5f25832a0e48854ff234a9})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(fragment{tcp:56:True:28},)-|",1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:sport:replace:55834}(tamper{TCP:options-md5header:replace:a0ed2bba536876c612fba14aaa91e9ba},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:options-mss:corrupt}(tamper{TCP:urgptr:corrupt},),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:seq:replace:2997642614}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:corrupt}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-eol:corrupt}(tamper{TCP:load:replace:},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:21414}(fragment{tcp:-1:False}(tamper{TCP:options-altchksum:replace:162},),)-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(,tamper{TCP:options-uto:replace:179}(duplicate,))-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:chksum:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(,tamper{TCP:chksum:replace:62945})-|",1,[0]
0.0,"[TCP:options-nop::2]-tamper{TCP:options-sack:corrupt}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{ip:-1:True}(,tamper{TCP:options-sackok:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:dport:replace:60405},)-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-uto:replace:229},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,[TCP:options-uto:152:1]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(,tamper{TCP:reserved:replace:5})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:False:37},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:chksum:replace:54950}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-eol:corrupt}(tamper{TCP:load:replace:}(tamper{TCP:chksum:corrupt},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-uto:replace:179}(duplicate(duplicate,duplicate),)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:48:True}(tamper{TCP:options-sackok:replace:}(tamper{TCP:options-altchksum:replace:162},),fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-nop:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-eol:replace:}(tamper{TCP:load:replace:},)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(,tamper{TCP:options-mss:corrupt})-|[TCP:options-nop:]-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:chksum:replace:62853}(tamper{TCP:options-nop:corrupt}(duplicate,),),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-md5header:replace:03478a53106004ae5fd8cf68034b8d56},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:load:replace:__HTTP_REQUEST__}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:options-mss:corrupt}(tamper{TCP:urgptr:corrupt},),drop)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-sackok:replace:}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:urgptr:replace:45395}(tamper{TCP:load:replace:4c6pcq74bn},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:48:True}(tamper{TCP:options-mss:replace:11163}(fragment{tcp:-1:False}(tamper{TCP:options-altchksum:replace:162},),),fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:sport:replace:55834}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:options-sack:replace:},)-|[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:97}-|,1,[0]
0.0,[TCP:options-nop:]-duplicate-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:sport:corrupt}(tamper{TCP:load:replace:ksfiwjfhwb},)-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-sackok:replace:}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:replace:2134747069}(fragment{ip:-1:False:14},)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:sport:replace:40520}(tamper{TCP:options-mss:replace:28952},)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{ip:-1:True:5}-|[TCP:options-nop:]-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:urgptr:replace:45395}(duplicate,)-|[TCP:reserved:0]-tamper{TCP:options-uto:corrupt}-|",1,[0]
0.0,[TCP:options-nop::1]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,[TCP:options-nop::0]-fragment{tcp:-1:False:5}-|[TCP:options-nop:]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(,tamper{TCP:options-sackok:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:sport:corrupt})-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:False:40}(,tamper{TCP:chksum:replace:53400})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{ip:-1:False}(,tamper{TCP:options-mss:replace:14863}(duplicate,))-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:corrupt}(fragment{tcp:56:True:28},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(tamper{TCP:options-wscale:replace:131}(tamper{TCP:options-md5header:replace:8aa0d152ae98a6f2bbb2bd5f5735dd9f},),tamper{TCP:options-md5header:replace:c0872a9b1b5f25832a0e48854ff234a9})-|",1,[0]
0.0,"[TCP:options-sackok::0]-|[TCP:flags:PA]-tamper{TCP:seq:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,"[TCP:options-nop::1]-tamper{TCP:options-sack:corrupt}(tamper{TCP:reserved:corrupt}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(duplicate,tamper{TCP:options-md5header:replace:27bc8b0e67d7455d05f1b7a8c9a6d49f})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(,tamper{TCP:options-mss:replace:7951})-|[TCP:options-sack::2]-drop-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}-|[TCP:options-sack:]-tamper{TCP:load:replace:}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:dataofs:corrupt}(tamper{TCP:load:replace:},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:flags:replace:FRPAC}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:ack:replace:518470063}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:corrupt}(fragment{tcp:-1:False:43},)-|",1,[0]
0.0,"[TCP:options-sack::1]-duplicate(fragment{tcp:-1:False},tamper{TCP:options-mss:corrupt})-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(tamper{TCP:options-wscale:replace:131}(drop,),tamper{TCP:options-md5header:replace:c0872a9b1b5f25832a0e48854ff234a9})-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}-|[TCP:options-eol:]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:4:False:2}(,tamper{TCP:options-md5header:replace:27bc8b0e67d7455d05f1b7a8c9a6d49f})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:4}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:urgptr:replace:16658}-|,1,[0]
0.0,"[TCP:options-nop::0]-duplicate(duplicate,)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:-1:False:49}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(,tamper{TCP:options-uto:corrupt})-|",1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:window:replace:110}-|,1,[0]
0.0,"[TCP:options-eol::0]-duplicate(,tamper{TCP:options-sackok:replace:})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:chksum:corrupt}(fragment{tcp:-1:True},))-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:40:False}-|[TCP:options-mss:10561]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,[TCP:options-nop::0]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|,1,[0]
0.0,"[TCP:options-sack::1]-duplicate(fragment{tcp:-1:False}(,duplicate),tamper{TCP:options-mss:corrupt})-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{ip:34:True:31}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-uto:replace:24}(tamper{TCP:seq:replace:447821785},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:urgptr:corrupt}(tamper{TCP:reserved:corrupt},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksumopt:corrupt}(fragment{ip:-1:False:14},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(tamper{TCP:options-wscale:replace:131},duplicate(tamper{TCP:reserved:corrupt},))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}(tamper{TCP:dport:replace:42141},)-|",1,[0]
