Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:flags:PA:0]-drop-|,1,[-1000]
-1000.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:corrupt}(drop,)-|",1,[-1000]
-1000.0,"[TCP:reserved:0]-tamper{TCP:sport:replace:46230}(drop,)-|",1,[-1000]
-1000.0,[TCP:reserved:0]-|,1,[-1000]
-1000.0,[TCP:options-sackok::1]-|[TCP:options-sack:]-|,1,[-1000]
-1000.0,"[TCP:options-eol:]-tamper{TCP:urgptr:corrupt}(drop,)-|",1,[-1000]
-1000.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:replace:139}(drop,)-|",1,[-1000]
-1000.0,[TCP:options-sackok::1]-|[TCP:reserved:4]-tamper{TCP:options-timestamp:replace:2449539321}-|,1,[-1000]
-1000.0,[TCP:options-sackok::0]-|[TCP:load:__DNS_REQUEST__]-duplicate-|,1,[-1000]
-1000.0,[TCP:options-sackok::0]-|[TCP:options-sack:]-|,1,[-1000]
-1000.0,"[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}(drop,)-|",1,[-1000]
-1000.0,[TCP:options-altchksumopt:]-|[TCP:seq:2276762838]-tamper{TCP:options-sack:replace:}-|,1,[-1000]
-1000.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-uto:replace:35}-|[TCP:options-eol:]-drop-|,1,[-1000]
-1000.0,[TCP:options-sack::0]-fragment{tcp:-1:True}-|[TCP:options-nop::0]-fragment{tcp:-1:False:25}-|[TCP:options-sackok::0]-drop-|,1,[-1000]
-1000.0,"[TCP:options-sackok:]-tamper{TCP:options-timestamp:replace:1111091238}(drop,)-|",1,[-1000]
-1000.0,[TCP:options-sack::0]-|[TCP:options-eol::0]-|[TCP:reserved:0]-|,1,[-1000]
-1000.0,"[TCP:options-nop:]-tamper{TCP:options-uto:corrupt}(drop,)-|",1,[-1000]
-1000.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-eol:corrupt}-|[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:seq:replace:2672679246}(drop,),)-|",1,[-1000]
-1000.0,"[TCP:options-sack:]-|[TCP:options-altchksumopt::0]-duplicate(tamper{TCP:options-timestamp:corrupt},tamper{TCP:options-sackok:replace:})-|",1,[-1000]
-1000.0,[TCP:options-timestamp:1330724615]-fragment{tcp:-1:False}-|[TCP:options-eol:]-|,1,[-1000]
-1000.0,[TCP:options-sackok::0]-fragment{tcp:-1:False:32}-|[TCP:options-sack:]-drop-|,1,[-1000]
-1000.0,[TCP:options-sack:]-drop-|[TCP:dport:4389]-tamper{TCP:options-altchksum:corrupt}-|,1,[-1000]
-1000.0,"[TCP:chksum:7370:1]-duplicate(,tamper{TCP:options-uto:corrupt})-|[TCP:options-eol:]-drop-|",1,[-1000]
-1000.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:2257810325}(tamper{TCP:window:corrupt}(drop,),)-|[TCP:options-wscale:121]-tamper{TCP:reserved:corrupt}-|",1,[-1000]
-1000.0,"[TCP:options-sackok:]-tamper{TCP:options-uto:replace:189}(drop,)-|",1,[-1000]
-1000.0,[TCP:ack:3606458251]-duplicate-|[TCP:options-nop:]-|,1,[-1000]
-20.0,"[TCP:dataofs:8]-duplicate(,drop)-|[TCP:dataofs:10]-tamper{TCP:flags:replace:RUN}-|",1,[-20]
-20.0,"[TCP:flags:P:3]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:ack:replace:897582277},)-|[TCP:options-wscale:206]-fragment{tcp:-1:False}-|",1,[-20]
-20.0,[TCP:sport:8112]-drop-|[TCP:dataofs:13]-tamper{TCP:dataofs:corrupt}-|,1,[-20]
-20.0,"[TCP:urgptr:36523]-fragment{tcp:-1:False}(,tamper{TCP:options-uto:corrupt})-|[TCP:dport:60048]-duplicate-|",1,[-20]
-20.0,"[TCP:flags:FP]-tamper{TCP:options-nop:corrupt}(duplicate,)-|[TCP:options-wscale:46:4]-duplicate-|",1,[-20]
-20.0,"[TCP:chksum:60180]-fragment{tcp:-1:False}(duplicate,)-|[TCP:options-uto:133]-duplicate-|",1,[-20]
-20.0,"[TCP:reserved:2:1]-tamper{TCP:options-wscale:corrupt}(drop,)-|[TCP:seq:1754681808]-duplicate-|",1,[-20]
-20.0,"[TCP:options-wscale:202:0]-tamper{TCP:options-wscale:replace:73}(fragment{tcp:-1:True},)-|[TCP:options-timestamp:4198401981:1]-tamper{TCP:seq:corrupt}-|",1,[-20]
-20.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-uto:corrupt}(tamper{TCP:options-mss:corrupt},)-|[TCP:options-mss:20348]-tamper{TCP:options-timestamp:replace:882136711}-|",1,[-20]
-20.0,"[TCP:load:__DNS_REQUEST__]-fragment{tcp:-1:False}(,tamper{TCP:options-mss:corrupt})-|[TCP:options-mss:24789]-tamper{TCP:urgptr:replace:55890}-|",1,[-20]
-20.0,"[TCP:options-timestamp:528032508]-tamper{TCP:options-altchksumopt:corrupt}(duplicate(,fragment{tcp:-1:True}),)-|[TCP:ack:2845126562]-fragment{tcp:-1:False}-|",1,[-20]
-20.0,"[TCP:flags:S]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-md5header:corrupt},)-|[TCP:dport:63319]-fragment{tcp:-1:True}-|",1,[-20]
-20.0,[TCP:sport:64577]-drop-|[TCP:options-altchksum:15]-tamper{TCP:ack:replace:2943890158}-|,1,[-20]
-20.0,[TCP:flags:SRN]-|[TCP:options-uto:179]-drop-|,1,[-20]
-20.0,[TCP:urgptr:40341]-|[TCP:options-md5header:8b5ebe8228ece86bbd5717d91f3d21a7]-duplicate-|,1,[-20]
-20.0,"[TCP:dataofs:5]-duplicate(drop,)-|[TCP:options-uto:114]-tamper{TCP:reserved:replace:0}-|",1,[-20]
-20.0,[TCP:urgptr:52763:0]-tamper{TCP:dport:corrupt}-|[TCP:options-sackok::0]-tamper{TCP:options-eol:replace:}-|,1,[-20]
-20.0,[TCP:options-uto:12]-|[TCP:sport:11127]-fragment{tcp:-1:True}-|,1,[-20]
-20.0,"[TCP:flags:FRPA:2]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False:5},)-|[TCP:options-uto:196]-duplicate-|",1,[-20]
-20.0,[TCP:options-altchksum:238]-|[TCP:load:5pqj0x4u1p]-drop-|,1,[-20]
-20.0,[TCP:options-altchksum:238]-|[TCP:options-timestamp:408095535:2]-tamper{TCP:options-sackok:corrupt}-|,1,[-20]
-10.0,[TCP:seq:2451721860:4]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
