Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-nop:]-drop-|,1,[-1000]
-10.0,"[TCP:options-timestamp:410824576]-fragment{tcp:-1:True}(tamper{TCP:options-nop:replace:}(tamper{TCP:sport:replace:40712},),)-|",1,[-10]
-10.0,"[TCP:ack:2918124312]-tamper{TCP:ack:replace:4105269485}(duplicate,)-|",1,[-10]
-10.0,"[TCP:ack:3489408551]-tamper{TCP:chksum:replace:50684}(duplicate,)-|",1,[-10]
-10.0,"[TCP:window:190]-tamper{TCP:options-eol:corrupt}(duplicate(tamper{TCP:options-uto:corrupt},),)-|",1,[-10]
-10.0,"[TCP:reserved:4]-duplicate(,duplicate)-|",1,[-10]
-10.0,[TCP:dport:28233]-drop-|,1,[-10]
-10.0,"[TCP:chksum:20677]-tamper{TCP:options-wscale:replace:207}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:ack:3153472865]-duplicate(tamper{TCP:ack:corrupt},)-|",1,[-10]
-10.0,[TCP:dataofs:9]-duplicate-|,1,[-10]
-10.0,[TCP:load:]-tamper{TCP:window:replace:150}-|,1,[-10]
-10.0,"[TCP:chksum:24232]-duplicate(,duplicate)-|",1,[-10]
-10.0,[TCP:options-altchksum:228]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,"[TCP:options-md5header:10e79d0c4695d9cfb4e84ec058b1cb8d]-tamper{TCP:ack:replace:1160778057}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:options-wscale:233:4]-tamper{TCP:window:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dataofs:14]-tamper{TCP:options-mss:replace:49089}(tamper{TCP:urgptr:replace:28221},)-|",1,[-10]
-10.0,[TCP:seq:767876884]-tamper{TCP:chksum:replace:61905}-|,1,[-10]
-10.0,[TCP:dataofs:12]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,"[TCP:options-wscale:196:2]-tamper{TCP:chksum:replace:49754}(duplicate(tamper{TCP:options-nop:corrupt},),)-|",1,[-10]
-10.0,"[TCP:dport:4884:4]-tamper{TCP:urgptr:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:reserved:1]-drop-|,1,[-10]
-10.0,[TCP:reserved:3]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-timestamp:2127084991]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:bfb6e20b5193beb4bfd9adc81a4b186e]-drop-|,1,[-10]
-10.0,"[TCP:options-wscale:116:0]-tamper{TCP:options-altchksum:replace:42}(drop,)-|",1,[-10]
-10.0,"[TCP:options-md5header:ba848a4e1579e7881120b862bd8198f8]-tamper{TCP:options-sackok:replace:}(tamper{TCP:dataofs:replace:1},)-|",1,[-10]
-10.0,"[TCP:flags:SA]-tamper{TCP:chksum:replace:7504}(tamper{TCP:options-sack:replace:},)-|",1,[-10]
-10.0,"[TCP:options-md5header:65b84befc92996eea268314eee616f14]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:False}(,tamper{TCP:reserved:corrupt}),)-|",1,[-10]
-10.0,[TCP:chksum:42874]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:chksum:61957]-tamper{TCP:options-mss:replace:59042}(tamper{TCP:ack:replace:1476162252}(tamper{TCP:window:corrupt},),)-|",1,[-10]
-10.0,"[TCP:options-altchksum:80]-tamper{TCP:sport:replace:4374}(duplicate(,tamper{TCP:options-eol:corrupt}),)-|",1,[-10]
-10.0,[TCP:options-timestamp:3031504959]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:48909]-drop-|,1,[-10]
-10.0,"[TCP:chksum:38851]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:seq:corrupt}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:options-mss:64217]-tamper{TCP:options-sack:corrupt}(fragment{tcp:16:True:8},)-|",1,[-10]
-10.0,[TCP:options-md5header:1c8a73a29c21bb99d712263808f6986a:3]-duplicate-|,1,[-10]
-10.0,"[TCP:urgptr:35524]-duplicate(,drop)-|",1,[-10]
-10.0,"[TCP:options-md5header:d624f3df196f8cdcb58fd4f79aeeaf0b]-fragment{tcp:51:True}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:chksum:38914]-duplicate(,tamper{TCP:options-mss:replace:23493})-|",1,[-10]
-10.0,[TCP:options-mss:42625]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,"[TCP:flags:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:seq:replace:511385370},)-|",1,[-10]
-10.0,[TCP:options-mss:31036]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksumopt::0]-duplicate(,tamper{TCP:chksum:corrupt})-|",1,[-10]
-10.0,"[TCP:flags:FRACN]-tamper{TCP:flags:replace:P}(duplicate,)-|",1,[-10]
-10.0,"[TCP:reserved:7]-tamper{TCP:urgptr:replace:63877}(tamper{TCP:load:corrupt},)-|",1,[-10]
-10.0,[TCP:urgptr:29952:1]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:urgptr:33952]-fragment{tcp:22:False}(tamper{TCP:ack:replace:1105523172},)-|",1,[-10]
-10.0,"[TCP:options-mss:20331]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:reserved:0]-duplicate-|[TCP:options-uto:129]-tamper{TCP:urgptr:replace:5084}-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__:2]-tamper{TCP:sport:replace:29842}-|,1,[-10]
-10.0,[TCP:window:90:2]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,[TCP:flags:FRCN]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:dataofs:8]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,"[TCP:window:140:2]-tamper{TCP:dataofs:replace:12}(tamper{TCP:sport:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:9}(tamper{TCP:options-md5header:corrupt},)-|[TCP:options-timestamp:234652800]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:ack:403420410]-fragment{tcp:-1:True}(tamper{TCP:load:corrupt},duplicate)-|",1,[-10]
-10.0,"[TCP:reserved:1]-tamper{TCP:sport:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:load:3zur1zkhd7:4]-duplicate(tamper{TCP:load:replace:j999uvt0o2},)-|",1,[-10]
-10.0,[TCP:options-wscale:227]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,[TCP:reserved:4:3]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-wscale:120:4]-tamper{TCP:options-eol:replace:}(fragment{tcp:37:False:10},)-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(duplicate,)-|[TCP:options-altchksum:130]-tamper{TCP:options-mss:corrupt}-|",1,[-10]
-10.0,"[TCP:ack:3330060855:0]-fragment{tcp:-1:False}(tamper{TCP:chksum:corrupt},)-|",1,[-10]
-10.0,"[TCP:sport:42881]-fragment{tcp:-1:False}(tamper{TCP:chksum:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-timestamp:3418580737]-duplicate(tamper{TCP:flags:corrupt},)-|",1,[-10]
-10.0,"[TCP:reserved:4]-duplicate(,fragment{tcp:-1:True})-|",1,[-10]
-10.0,[TCP:reserved:6]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:urgptr:14361:2]-fragment{tcp:-1:False}(,tamper{TCP:options-altchksumopt:corrupt})-|",1,[-10]
-10.0,[TCP:options-timestamp:1150185762:0]-tamper{TCP:dport:replace:29952}-|,1,[-10]
-10.0,"[TCP:window:60]-fragment{tcp:-1:False}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-altchksum:195:2]-tamper{TCP:options-altchksum:replace:125}-|,1,[-10]
-10.0,"[TCP:urgptr:58382]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:options-wscale:247:2]-drop-|,1,[-10]
-10.0,"[TCP:dataofs:2]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:flags::3]-duplicate(tamper{TCP:options-wscale:corrupt},)-|[TCP:options-nop:]-tamper{TCP:options-mss:replace:20146}-|",1,[-10]
-10.0,"[TCP:dport:43499:0]-tamper{TCP:ack:corrupt}(tamper{TCP:options-altchksum:replace:86},)-|",1,[-10]
-10.0,[TCP:dport:1602:4]-drop-|,1,[-10]
-10.0,"[TCP:urgptr:60108]-tamper{TCP:sport:replace:30105}(drop,)-|",1,[-10]
-10.0,"[TCP:flags:RPAN]-tamper{TCP:load:replace:qhojv90vgv}(duplicate,)-|",1,[-10]
-10.0,"[TCP:seq:2702664808]-duplicate(fragment{tcp:-1:True},duplicate)-|",1,[-10]
-10.0,[TCP:chksum:12596]-tamper{TCP:options-wscale:replace:247}-|,1,[-10]
-10.0,"[TCP:ack:3398858270]-tamper{TCP:reserved:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:chksum:16838]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,"[TCP:chksum:61003]-duplicate(tamper{TCP:options-md5header:replace:89ca38f048a17d8f59bd3112af61cbdc},tamper{TCP:seq:replace:3500239927})-|",1,[-10]
-10.0,[TCP:options-altchksum:232]-drop-|,1,[-10]
-10.0,[TCP:seq:914707891]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,[TCP:window:100]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksum:116]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:dport:47560:1]-duplicate(,drop)-|",1,[-10]
-10.0,"[TCP:options-md5header:62d59e8cbba8abc841d171ca96e9fae2]-tamper{TCP:window:corrupt}(tamper{TCP:load:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-md5header:8643876fb3351d86c00d76355a562ad8]-fragment{tcp:-1:True}(tamper{TCP:load:replace:__DNS_REQUEST__},tamper{TCP:options-mss:corrupt})-|",1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-uto:155]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:dataofs:9]-tamper{TCP:chksum:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-wscale:28]-tamper{TCP:ack:replace:3355392888}(drop,)-|",1,[-10]
-10.0,"[TCP:options-uto:221]-tamper{TCP:options-timestamp:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dport:34855:3]-fragment{tcp:-1:False}(drop,tamper{TCP:window:corrupt})-|",1,[-10]
-10.0,"[TCP:ack:3852399302]-duplicate(tamper{TCP:chksum:corrupt},tamper{TCP:load:corrupt})-|",1,[-10]
-10.0,[TCP:options-mss:41721]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,"[TCP:options-uto:104:0]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[-10]
-10.0,"[TCP:flags:FA:0]-tamper{TCP:seq:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:sport:35681]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(tamper{TCP:sport:replace:34363}(fragment{tcp:-1:False},),)-|[TCP:options-md5header:959d2eb0c8b602e19d1524bbf5f99361]-duplicate-|",1,[-10]
-10.0,"[TCP:options-timestamp:3599190747]-duplicate(,tamper{TCP:load:replace:__DNS_REQUEST__})-|",1,[-10]
-10.0,"[TCP:seq:2909230441:4]-duplicate(,tamper{TCP:options-eol:replace:})-|",1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__:0]-tamper{TCP:flags:replace:FPAUECN}-|,1,[-10]
-10.0,[TCP:options-wscale:30:1]-tamper{TCP:options-mss:replace:12364}-|,1,[-10]
-10.0,"[TCP:urgptr:1194]-tamper{TCP:options-wscale:replace:239}(tamper{TCP:options-wscale:corrupt}(tamper{TCP:dport:replace:38098},),)-|",1,[-10]
-10.0,[TCP:ack:190036768]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,[TCP:urgptr:22125]-tamper{TCP:options-timestamp:replace:701226128}-|,1,[-10]
-10.0,[TCP:reserved:5]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:sport:7306]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,[TCP:seq:4273300573]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksum:222]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:dport:54079]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,[TCP:seq:732685866]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:options-uto:75]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:chksum:14228:2]-duplicate-|,1,[-10]
-10.0,[TCP:seq:3518612591]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:dataofs:13:4]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:sport:15068]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,"[TCP:seq:3347387850]-tamper{TCP:window:replace:30}(tamper{TCP:window:corrupt},)-|",1,[-10]
-10.0,[TCP:flags:FRPA]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:window:190:1]-tamper{TCP:window:replace:50}-|,1,[-10]
-10.0,[TCP:reserved:5]-tamper{TCP:chksum:replace:35984}-|,1,[-10]
-10.0,[TCP:options-uto:50]-tamper{TCP:dataofs:replace:14}-|,1,[-10]
-10.0,[TCP:options-md5header:5652168a232ee3344a3bfa24bf984d20]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,duplicate)-|[TCP:seq:197746265]-duplicate-|",1,[-10]
-10.0,[TCP:ack:1285081232]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:sport:3508]-fragment{tcp:-1:False}-|,1,[-10]
