Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:window:130]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-timestamp:56710564]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:flags:S:0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(duplicate,)-|[TCP:ack:670996912]-tamper{TCP:urgptr:replace:23511}-|",1,[-10]
-10.0,[TCP:ack:4228062321]-tamper{TCP:flags:replace:A}-|,1,[-10]
-10.0,"[TCP:options-uto:212]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-uto:replace:98}(tamper{TCP:dataofs:replace:15},),)-|",1,[-10]
-10.0,[TCP:options-timestamp:56710564]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:options-timestamp:56710564]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,[TCP:options-wscale:34:1]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:b9583245105a5effe355fda315623159]-drop-|,1,[-10]
-10.0,[TCP:window:110:2]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:7]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:167]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:a87a7efa0246380b4bc4a21e8dcbe4a0]-drop-|,1,[-10]
-10.0,[TCP:reserved:4:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:12e72552ef05cadc8847a58aea8bb1df]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,[TCP:seq:2588542567:0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-timestamp:1552930925]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:51106]-tamper{TCP:options-mss:replace:24352}-|,1,[-10]
-10.0,[TCP:ack:3092069186]-duplicate-|,1,[-10]
-10.0,[TCP:dataofs:15]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,[TCP:ack:745474010]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(,duplicate)-|[TCP:reserved:6:2]-duplicate-|",1,[-10]
-10.0,[TCP:ack:937513761]-drop-|,1,[-10]
-10.0,[TCP:options-uto:170]-drop-|,1,[-10]
-10.0,[TCP:flags:]-tamper{TCP:urgptr:replace:49795}-|,1,[-10]
-10.0,[TCP:flags:FSAE]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:seq:3912128730]-tamper{TCP:window:replace:110}(fragment{tcp:4:False:2},)-|",1,[-10]
-10.0,[TCP:sport:47508]-tamper{TCP:sport:replace:45805}-|,1,[-10]
-10.0,[TCP:options-md5header:8bd267b80fac48e5236679b75b9f0f48]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:urgptr:38177]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:13960]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:options-md5header:5ed8d3177a4c8e2f40d9d92f2baa6cd2]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-drop-|,1,[-10]
-10.0,[TCP:sport:16668]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:reserved:6:0]-tamper{TCP:options-nop:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:sport:62355:1]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:11]-duplicate-|,1,[-10]
-10.0,[TCP:ack:2815190807:4]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:114]-duplicate-|,1,[-10]
-10.0,"[TCP:options-timestamp:2288372210]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:-1:False}(,duplicate(fragment{tcp:-1:True},)),)-|",1,[-10]
-10.0,[TCP:options-timestamp:818580155]-tamper{TCP:seq:replace:4209932517}-|,1,[-10]
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:load:__HTTP_REQUEST__]-duplicate-|,1,[-10]
-10.0,[TCP:flags:S]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:sport:4623:4]-duplicate-|,1,[-10]
-10.0,[TCP:dport:52840]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(,duplicate)-|[TCP:urgptr:17897:2]-tamper{TCP:options-mss:corrupt}-|",1,[-10]
-10.0,[TCP:chksum:49249]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:seq:3956231921]-duplicate-|,1,[-10]
-10.0,"[TCP:chksum:19708:0]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,"[TCP:flags:FRECN]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:options-md5header:37f5698b8958c0a520f30cad0820b2f4:4]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:09c0aab9ec6e12426b0e3ac19d45bf94]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:window:corrupt}(duplicate(tamper{TCP:options-altchksumopt:replace:},),)-|[TCP:options-timestamp:3765923177]-tamper{TCP:options-sack:corrupt}-|",1,[-10]
-10.0,"[TCP:options-timestamp:1011527424]-duplicate(fragment{ip:-1:False:22}(,tamper{TCP:options-eol:corrupt}),)-|",1,[-10]
-10.0,[TCP:reserved:5]-duplicate-|,1,[-10]
-10.0,[TCP:ack:2639815136:1]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:154]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:reserved:5]-tamper{TCP:window:replace:100}-|,1,[-10]
-10.0,[TCP:sport:13686]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:47254:3]-tamper{TCP:dataofs:replace:4}-|,1,[-10]
-10.0,"[TCP:options-altchksum:218]-duplicate(,duplicate)-|",1,[-10]
-10.0,[TCP:seq:3213549071]-duplicate-|,1,[-10]
-10.0,[TCP:flags:S]-tamper{TCP:options-altchksum:replace:166}-|,1,[-10]
-10.0,[TCP:options-timestamp:469705862]-drop-|,1,[-10]
-10.0,[TCP:reserved:5]-tamper{TCP:window:replace:140}-|,1,[-10]
-10.0,[TCP:sport:50128]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:57144]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:sport:32424:3]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksum:228]-tamper{TCP:chksum:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-altchksum:59]-duplicate-|,1,[-10]
-10.0,[TCP:dport:44192]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:dport:30493:2]-duplicate-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-duplicate-|,1,[-10]
-10.0,[TCP:flags:A]-tamper{TCP:flags:replace:FPE}-|,1,[-10]
-10.0,[TCP:options-md5header:1edfc16344b46db000d4b52ba098ddc9:1]-tamper{TCP:dport:replace:46385}-|,1,[-10]
-10.0,[TCP:options-mss:52123]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,"[TCP:ack:2189189377]-tamper{TCP:load:replace:}(tamper{TCP:options-sackok:corrupt},)-|",1,[-10]
-10.0,[TCP:window:40]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:dataofs:2]-tamper{TCP:options-wscale:replace:60}-|,1,[-10]
-10.0,[TCP:options-timestamp:56710564]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:228]-duplicate-|,1,[-10]
-10.0,[TCP:seq:3267476883]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:chksum:24230]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,[TCP:ack:890894119]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:60]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:18]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-mss:18058]-duplicate-|,1,[-10]
-10.0,[TCP:flags:PUE]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:window:corrupt}(duplicate(tamper{TCP:sport:replace:26690},),)-|[TCP:urgptr:49037]-duplicate-|",1,[-10]
-10.0,[TCP:dport:45520]-drop-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(duplicate(tamper{TCP:options-altchksumopt:replace:},),)-|[TCP:options-eol::0]-tamper{TCP:options-nop:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:-1:False:37}(tamper{TCP:options-mss:corrupt},))-|[TCP:flags:U:4]-tamper{TCP:options-sack:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(drop,fragment{tcp:-1:False:37})-|[TCP:options-timestamp:3376654830]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:options-altchksum:229:1]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,"[TCP:options-nop:]-fragment{tcp:-1:False:37}(,duplicate)-|[TCP:seq:2327626806:4]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:chksum:replace:46361}(duplicate,)-|[TCP:options-wscale:151]-tamper{TCP:options-md5header:replace:99fb91d0cea586e186e1172f02164a60}-|",1,[-10]
-10.0,"[TCP:options-eol::0]-fragment{tcp:-1:True}(,duplicate)-|[TCP:chksum:62779]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-nop::0]-tamper{TCP:options-eol:corrupt}-|[TCP:options-altchksum:73]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(,duplicate)-|[TCP:options-uto:176]-tamper{TCP:options-uto:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:window:corrupt}-|[TCP:options-uto:93:4]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:-1:True:14})-|[TCP:flags:N]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol::0]-duplicate(fragment{tcp:-1:False},)-|[TCP:options-mss:53538]-duplicate-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:dport:replace:37940}-|[TCP:dport:20003]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(drop,tamper{TCP:reserved:corrupt})-|[TCP:sport:51834]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(duplicate,)-|[TCP:chksum:33509]-tamper{TCP:load:replace:__DNS_REQUEST__}-|",1,[-10]
-10.0,[TCP:options-nop::0]-tamper{TCP:options-sack:corrupt}-|[TCP:window:170]-duplicate-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}-|[TCP:options-md5header:00f5d3bbcf939bc38b7c91809748f907:0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:flags:PUE]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:window:corrupt}(tamper{TCP:load:replace:}(tamper{TCP:options-altchksumopt:corrupt},),)-|[TCP:dport:8458]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:options-wscale:corrupt}-|[TCP:sport:55890]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:corrupt}(duplicate(drop,),)-|[TCP:options-mss:47188:1]-duplicate-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}-|[TCP:sport:12448]-tamper{TCP:dataofs:replace:15}-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:seq:replace:293614658}-|[TCP:dataofs:10]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(tamper{TCP:options-altchksumopt:replace:},)-|[TCP:sport:57718]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(,duplicate)-|[TCP:options-md5header:a18ef3581387649935744462c8f867dc]-tamper{TCP:options-nop:replace:}-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:dport:corrupt}(tamper{TCP:chksum:replace:62674},)-|[TCP:ack:1322369319]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-sack:replace:}-|[TCP:options-uto:62]-duplicate-|,1,[-10]
-10.0,"[TCP:options-eol::0]-fragment{tcp:-1:True}(tamper{TCP:seq:corrupt},tamper{TCP:options-eol:corrupt})-|[TCP:sport:26560]-tamper{TCP:options-altchksumopt:corrupt}-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(duplicate,)-|[TCP:chksum:676]-tamper{TCP:seq:corrupt}-|",1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:True}-|[TCP:options-sackok:]-duplicate-|[TCP:seq:68678747]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:replace:2031944378}-|[TCP:options-mss:62199]-duplicate-|,1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:sport:49519]-tamper{TCP:options-altchksum:replace:24}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:urgptr:replace:35589}(tamper{TCP:reserved:replace:6},)-|[TCP:options-wscale:201]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:urgptr:replace:35589}(tamper{TCP:reserved:replace:6},)-|[TCP:flags:]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:dport:corrupt}(tamper{TCP:options-mss:replace:26436}(duplicate,),)-|[TCP:chksum:59234]-tamper{TCP:options-timestamp:replace:904436079}-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:dport:corrupt}(duplicate,)-|[TCP:options-nop:]-tamper{TCP:dport:replace:3854}-|[TCP:dataofs:3]-tamper{TCP:options-nop:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:load:corrupt}-|[TCP:load:__DNS_REQUEST__]-duplicate-|,1,[-10]
-10.0,"[TCP:options-eol::0]-tamper{TCP:chksum:corrupt}(duplicate,)-|[TCP:window:130]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(tamper{TCP:flags:replace:},)-|[TCP:options-md5header:9582eef7190432a358fbc6377db3c9c7]-tamper{TCP:options-altchksum:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:seq:corrupt}-|[TCP:sport:7669:3]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:chksum:replace:46361}-|[TCP:dataofs:1]-duplicate-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:chksum:replace:7059}-|[TCP:options-altchksum:2]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:seq:replace:2635315943}-|[TCP:reserved:5]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(,tamper{TCP:options-timestamp:replace:2031944378}(duplicate,))-|[TCP:sport:51230]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-wscale:replace:57}-|[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:108}-|[TCP:reserved:4]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:reserved:4]-duplicate-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:load:corrupt}-|[TCP:options-eol:]-fragment{tcp:-1:False}-|[TCP:dport:36649:4]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-wscale:replace:57}-|[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:108}-|[TCP:options-uto:60]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:seq:replace:293614658}(duplicate(tamper{TCP:urgptr:replace:56793},),)-|[TCP:flags:R]-duplicate-|",1,[-10]
-10.0,[TCP:options-uto:194]-|[TCP:sport:14778:2]-drop-|,1,[-10]
-10.0,[TCP:options-eol:]-fragment{ip:30:True:15}-|[TCP:dport:44209]-duplicate-|,1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-timestamp:corrupt}-|[TCP:dport:64787]-tamper{TCP:options-altchksum:replace:155}-|,1,[-10]
-10.0,[TCP:reserved:7]-tamper{TCP:seq:replace:293614658}-|[TCP:options-wscale:154]-tamper{TCP:dport:replace:62690}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:15}(tamper{TCP:options-wscale:corrupt},)-|[TCP:options-md5header:dba7a5ffe162c98f9d2d79b6eba94550:2]-tamper{TCP:options-sackok:corrupt}-|",1,[-10]
-10.0,[TCP:options-uto:98]-fragment{tcp:18:True:9}-|[TCP:dport:24785:3]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:replace:}(fragment{tcp:-1:False},)-|[TCP:flags:]-tamper{TCP:dport:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-wscale:replace:57}-|[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:108}-|[TCP:options-uto:83]-tamper{TCP:chksum:replace:52448}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:sport:replace:11138}(duplicate,)-|[TCP:ack:3043678189]-tamper{TCP:options-md5header:replace:c0465d62385bbfb60d8e344e051f1acf}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:seq:corrupt})-|[TCP:options-eol:]-duplicate-|[TCP:sport:35285]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:20:False}(tamper{TCP:chksum:corrupt},fragment{tcp:-1:True})-|[TCP:options-wscale:122]-tamper{TCP:options-uto:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:37}(,duplicate)-|[TCP:urgptr:34429]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:dataofs:13]-drop-|,1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(duplicate,)-|[TCP:options-timestamp:1462203014]-tamper{TCP:chksum:replace:49513}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:15}(tamper{TCP:options-wscale:corrupt}(tamper{TCP:reserved:corrupt}(fragment{tcp:-1:True},),),)-|[TCP:seq:2872857095]-tamper{TCP:options-uto:corrupt}-|",1,[-10]
-10.0,"[TCP:options-eol::0]-fragment{tcp:21:True:15}(drop,duplicate)-|[TCP:options-altchksum:242]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(duplicate,tamper{TCP:flags:replace:RAN})-|[TCP:load:__HTTP_REQUEST__]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:options-uto:replace:125})-|[TCP:options-timestamp:3174063736]-tamper{TCP:options-eol:replace:}-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|[TCP:options-wscale:234]-tamper{TCP:options-md5header:replace:e8267f9af8cfe1892bf13693bde5bddb}-|",1,[-10]
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:urgptr:58478]-tamper{TCP:options-md5header:replace:c542de6a4b5f660cae72ad6deac5bad3}-|,1,[-10]
-10.0,"[TCP:options-eol::0]-fragment{tcp:47:False}(tamper{TCP:seq:corrupt},)-|[TCP:urgptr:1365]-duplicate-|",1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:dataofs:8]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:urgptr:replace:31031})-|[TCP:options-wscale:54:1]-tamper{TCP:load:replace:}-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|[TCP:ack:3729921066:3]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-nop:replace:}-|[TCP:options-uto:178]-tamper{TCP:options-mss:replace:64013}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:True:7}(duplicate(tamper{TCP:flags:corrupt},),)-|[TCP:urgptr:12825]-tamper{TCP:options-sackok:corrupt}-|",1,[-10]
-10.0,[TCP:options-wscale:20]-|[TCP:options-uto:223]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-sack:replace:}-|[TCP:ack:2419019801:0]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:window:replace:40}-|[TCP:dport:1189]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:options-sackok:corrupt}-|[TCP:ack:2956684111:0]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:seq:corrupt}-|[TCP:urgptr:60781]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:reserved:replace:4}(drop,),)-|[TCP:options-timestamp:835662114]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:options-wscale:166]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:dport:corrupt}(tamper{TCP:flags:corrupt},)-|[TCP:options-md5header:99acd9dbb19bb574ad88ad0c3a46c9dd]-drop-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-nop:corrupt}(fragment{tcp:4:False:21},)-|[TCP:options-eol:]-fragment{tcp:44:False:26}(,tamper{TCP:flags:replace:RAC})-|[TCP:seq:1023429236]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:sport:replace:11138}(duplicate,)-|[TCP:options-uto:88]-drop-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:replace:}(fragment{tcp:-1:False}(tamper{TCP:options-sackok:corrupt},),)-|[TCP:dport:15306:1]-tamper{TCP:options-wscale:replace:6}-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:seq:corrupt}(tamper{TCP:flags:corrupt},)-|[TCP:dport:24126:2]-duplicate-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:seq:replace:2901009194}-|[TCP:window:120]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:ack:replace:2773801278}(duplicate(tamper{TCP:flags:replace:FRPAU}(tamper{TCP:options-sack:replace:},),fragment{tcp:-1:True}),)-|[TCP:options-wscale:192]-drop-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|[TCP:seq:2036271674]-duplicate-|,1,[-10]
-10.0,"[TCP:urgptr:29102]-fragment{tcp:-1:False}(drop,)-|[TCP:chksum:52256]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}-|[TCP:options-md5header:f0c2f96eda47691db29566d08ebca1af]-duplicate-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-timestamp:corrupt}(duplicate,)-|[TCP:dataofs:14]-tamper{TCP:options-nop:corrupt}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:urgptr:replace:39360}-|[TCP:options-uto:140]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:reserved:5:0]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:seq:65650974]-tamper{TCP:reserved:replace:4}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:-1:True:5})-|[TCP:sport:6352]-tamper{TCP:options-sackok:replace:}-|",1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:options-wscale:75]-tamper{TCP:reserved:replace:3}-|,1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(tamper{TCP:dataofs:replace:10},tamper{TCP:options-timestamp:replace:2031944378}(tamper{TCP:dport:replace:59541},))-|[TCP:seq:3990847071]-tamper{TCP:urgptr:corrupt}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:50611911}-|[TCP:sport:24701]-tamper{TCP:options-wscale:replace:124}-|,1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:True:15}(fragment{tcp:-1:False},)-|[TCP:options-mss:55292]-tamper{TCP:options-uto:replace:231}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{ip:-1:False:5}(duplicate(,duplicate),)-|[TCP:seq:2667676801]-drop-|",1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:ack:3406499423]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-|[TCP:options-sack:]-fragment{tcp:-1:True}-|[TCP:options-mss:49616:3]-tamper{TCP:load:replace:}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-eol:corrupt}-|[TCP:dport:23145]-tamper{TCP:window:replace:20}-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:flags:corrupt}-|[TCP:options-wscale:69]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-eol:replace:}-|[TCP:window:50:1]-duplicate-|,1,[-10]
-10.0,"[TCP:options-nop::0]-tamper{TCP:options-sack:replace:}(duplicate(,tamper{TCP:options-sack:replace:}(fragment{tcp:-1:True},)),)-|[TCP:flags:RC]-duplicate-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-md5header:corrupt}-|[TCP:chksum:64485]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:sport:corrupt}(fragment{tcp:30:False:15},)-|[TCP:options-eol:]-fragment{tcp:-1:False:26}-|[TCP:window:80]-tamper{TCP:options-sack:replace:}-|",1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:dataofs:3]-tamper{TCP:flags:replace:F}-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:chksum:44767:0]-drop-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:flags:corrupt},)-|[TCP:sport:25536]-tamper{TCP:options-altchksumopt:replace:}-|",1,[-10]
-10.0,[TCP:options-sack:]-fragment{tcp:58:True}-|[TCP:urgptr:4191]-drop-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:flags:replace:S}-|[TCP:window:90]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:options-wscale:corrupt})-|[TCP:options-altchksum:8]-tamper{TCP:sport:corrupt}-|",1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:dport:21372:2]-fragment{tcp:-1:True}-|,1,[-10]
