Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,"[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:reserved:corrupt},)-|[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:sport:corrupt}(duplicate,),)-|[TCP:flags:FA]-tamper{TCP:options-eol:replace:}-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:True},),)-|[TCP:seq:1538974911:0]-tamper{TCP:options-eol:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:flags:replace:F}(tamper{TCP:options-mss:replace:31318},)-|[TCP:options-altchksum:85]-tamper{TCP:dport:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-wscale:corrupt}-|[TCP:options-eol:]-tamper{TCP:reserved:replace:1}(duplicate,)-|[TCP:options-wscale:16]-duplicate-|",1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-altchksum:215]-tamper{TCP:seq:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:corrupt}(duplicate(tamper{TCP:options-nop:corrupt}(duplicate,),),)-|[TCP:options-mss:15021:0]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:sport:corrupt}-|[TCP:load:]-tamper{TCP:options-uto:replace:173}-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-sackok:]-tamper{TCP:options-mss:replace:43260}-|[TCP:reserved:6]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-uto:corrupt},)-|[TCP:options-uto:167]-tamper{TCP:options-altchksumopt:replace:}-|",1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:sport:20218:1]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,[TCP:options-wscale:154]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:36155]-tamper{TCP:options-md5header:corrupt}-|[TCP:reserved:6]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack::0]-fragment{tcp:-1:False:42}-|[TCP:options-timestamp:1043744751]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-tamper{TCP:sport:replace:64806}(tamper{TCP:options-nop:replace:},)-|[TCP:seq:2764901729]-tamper{TCP:options-uto:corrupt}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:chksum:corrupt}-|[TCP:dataofs:15]-duplicate-|,1,[-10]
-10.0,"[TCP:options-wscale:218]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:36:False},)-|[TCP:options-eol:]-tamper{TCP:reserved:replace:1}(duplicate,)-|[TCP:options-altchksum:5]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}-|[TCP:reserved:2]-duplicate-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(tamper{TCP:chksum:replace:4929},tamper{TCP:chksum:corrupt})-|[TCP:options-wscale:218]-tamper{TCP:options-wscale:corrupt}(fragment{tcp:36:False},)-|[TCP:ack:3895006801]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:reserved:replace:1}(duplicate,)-|[TCP:dataofs:11]-drop-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:True:5}(tamper{TCP:options-uto:replace:193}(duplicate,),duplicate(duplicate,))-|[TCP:options-mss:49194]-duplicate-|",1,[-10]
-10.0,[TCP:options-wscale:154]-tamper{TCP:options-md5header:replace:1db594b4016743a8901ab4b35adc24f5}-|,1,[-10]
-10.0,[TCP:options-sackok::0]-|[TCP:flags:SRP:3]-drop-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-uto:corrupt})-|[TCP:load::2]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:chksum:corrupt}-|[TCP:ack:568295759]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:71e5413769ccd765329a1d7f3b343a77}(tamper{TCP:options-sackok:corrupt},)-|[TCP:dataofs:5]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:dport:replace:4207}-|[TCP:load:x4aonsvc54]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(duplicate,)-|[TCP:reserved:6]-drop-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(drop,)-|[TCP:options-nop::0]-tamper{TCP:dataofs:replace:3}-|[TCP:options-timestamp:343337926]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sack:]-fragment{tcp:-1:True}-|[TCP:dataofs:2]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,"[TCP:options-wscale:154]-fragment{tcp:36:False:5}(fragment{tcp:-1:True:5},duplicate)-|",1,[-10]
-10.0,"[TCP:options-sackok::0]-duplicate-|[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:replace:ce5d67536bff6baad06f1949ebf9c539}(tamper{TCP:options-md5header:replace:6cdf8cd9467007bcdc86712d3113b308},)-|[TCP:options-timestamp:1302567190]-fragment{tcp:-1:True:5}-|[TCP:dport:56456]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-nop:replace:}(duplicate,)-|[TCP:dport:53804]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-mss:36155]-fragment{ip:-1:False:18}(,duplicate(tamper{TCP:sport:replace:28608},))-|[TCP:window:160]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok::0]-tamper{TCP:flags:replace:}(duplicate(tamper{TCP:window:replace:170},),)-|[TCP:options-mss:33285]-tamper{TCP:sport:replace:33554}-|",1,[-10]
-10.0,[TCP:options-sack:]-fragment{tcp:19:True:9}-|[TCP:options-altchksum:154]-tamper{TCP:dport:replace:31700}-|,1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,tamper{TCP:options-sackok:replace:}(tamper{TCP:flags:replace:FSU},))-|[TCP:ack:441938407]-tamper{TCP:ack:replace:2557401619}-|",1,[-10]
-10.0,"[TCP:options-wscale:154]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:dataofs:15]-tamper{TCP:sport:replace:59085}-|,1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,fragment{tcp:-1:False})-|[TCP:options-mss:7709]-tamper{TCP:options-mss:corrupt}-|",1,[-10]
-10.0,[TCP:options-uto:88:3]-tamper{TCP:urgptr:corrupt}-|[TCP:options-wscale:103]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(tamper{TCP:sport:replace:16878}(tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-nop:replace:},),),)-|[TCP:sport:39263]-tamper{TCP:options-timestamp:corrupt}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:replace:1ca17ba9cb61df005d5261f314a50466}(fragment{tcp:59:True:29},)-|[TCP:options-nop:]-tamper{TCP:options-nop:replace:}-|[TCP:dataofs:1]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|",1,[-10]
-10.0,[TCP:options-sackok::0]-fragment{tcp:-1:True}-|[TCP:options-mss:45747]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:ack:replace:438125582}-|[TCP:sport:21291]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:flags:P]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:options-sack:]-fragment{tcp:-1:False}-|[TCP:dport:31131]-drop-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:sport:corrupt}(tamper{TCP:options-mss:replace:4337},)-|[TCP:load:smpmfxbo7t:1]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|[TCP:options-uto:154]-drop-|",1,[-10]
-10.0,"[TCP:options-mss:36155]-fragment{ip:-1:False:18}(,duplicate(tamper{TCP:sport:replace:28608},))-|[TCP:urgptr:1289]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-nop:replace:},)-|[TCP:ack:1743898767]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:59:False:29}-|[TCP:flags:FSACN]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:seq:replace:2551330277}(fragment{tcp:-1:True:33}(fragment{tcp:-1:True},),)-|[TCP:options-wscale:127]-drop-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}(duplicate(tamper{TCP:options-timestamp:corrupt}(duplicate,),),)-|[TCP:ack:2091081781]-tamper{TCP:options-md5header:corrupt}-|",1,[-10]
-10.0,[TCP:options-wscale:154]-|[TCP:options-altchksumopt:]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}-|[TCP:chksum:48559]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(,drop)-|[TCP:options-altchksum:3]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{ip:-1:False:5}(tamper{TCP:options-timestamp:replace:3862353798},)-|[TCP:urgptr:58483]-tamper{TCP:seq:replace:2894936644}-|",1,[-10]
-10.0,[TCP:options-nop:]-duplicate-|[TCP:options-sackok::0]-duplicate-|[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|[TCP:dport:39712]-tamper{TCP:dataofs:replace:7}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(,drop)-|[TCP:sport:35382]-tamper{TCP:urgptr:corrupt}-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-altchksum:replace:71}(tamper{TCP:sport:corrupt},)-|[TCP:options-wscale:77]-drop-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(duplicate,)-|[TCP:chksum:24393]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(,duplicate(tamper{TCP:window:replace:170},))-|[TCP:options-mss:4237]-fragment{tcp:-1:False}-|",1,[-10]
0.0,[TCP:load:__DNS_REQUEST__]-|,1,[0]
0.0,"[TCP:options-eol::1]-duplicate(fragment{tcp:-1:True},)-|[TCP:options-sackok:]-fragment{tcp:-1:True}-|",1,[0]
0.0,[TCP:sport:55047]-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,[TCP:reserved:7:1]-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:flags:corrupt}(tamper{TCP:dataofs:replace:11},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:flags:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:window:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok::2]-fragment{tcp:41:False}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:3}(fragment{tcp:49:True:18},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:194}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok::1]-tamper{TCP:options-md5header:replace:2fd3aaf82809a22aa6b984624cb185aa}(fragment{tcp:37:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,duplicate)-|[TCP:options-sackok::0]-tamper{TCP:urgptr:replace:63863}-|",1,[0]
0.0,"[TCP:options-sack::3]-duplicate(drop,duplicate)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,[TCP:dataofs:2]-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:window:corrupt}(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:flags:replace:F}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:options-altchksum:corrupt},tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:window:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:sport:replace:34643},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,[TCP:urgptr:40674:3]-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:corrupt}(tamper{TCP:reserved:replace:4},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-altchksumopt::3]-duplicate-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:73}-|,1,[0]
0.0,"[TCP:options-sack::2]-duplicate(,duplicate)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:reserved:replace:4}-|,1,[0]
0.0,[TCP:options-nop:]-fragment{ip:-1:True}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:window:replace:190}(fragment{tcp:37:False},)-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(fragment{tcp:40:False:8},)-|[TCP:options-sackok:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:sport:replace:34643},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:True}-|[TCP:options-nop::0]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sackok::1]-fragment{tcp:-1:False}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:dport:replace:54287}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:reserved:replace:4},)-|",1,[0]
0.0,[TCP:options-sackok::1]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:corrupt}(tamper{TCP:options-altchksum:replace:161},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:reserved:replace:4}(fragment{tcp:-1:True},),tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,"[TCP:options-eol::0]-fragment{tcp:-1:True}(tamper{TCP:reserved:corrupt},tamper{TCP:ack:replace:3984579248})-|[TCP:options-sackok:]-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:14:True:8},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:corrupt}(tamper{TCP:options-mss:replace:37159},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:window:replace:170}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{ip:-1:False}(tamper{TCP:window:corrupt}(tamper{TCP:flags:corrupt},),tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:sport:replace:34643},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(drop,tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:seq:replace:2818851023},))-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-nop:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:window:corrupt}(tamper{TCP:options-eol:replace:},)-|[TCP:options-altchksumopt::0]-tamper{TCP:chksum:corrupt}-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:window:replace:80}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(,tamper{TCP:options-sack:replace:})-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:seq:corrupt}(duplicate(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(,fragment{tcp:-1:True})-|[TCP:options-sackok:]-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-md5header:replace:2fd3aaf82809a22aa6b984624cb185aa}(fragment{tcp:37:False}(tamper{TCP:options-timestamp:replace:2718509899},),)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-sack:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:chksum:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{ip:18:True}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:sport:replace:3492}-|,1,[0]
0.0,[TCP:window:180:1]-|,1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:load:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-sackok::2]-tamper{TCP:options-sack:replace:}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:corrupt}(tamper{TCP:options-md5header:replace:1ca17ba9cb61df005d5261f314a50466},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,tamper{TCP:options-nop:replace:})-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:seq:corrupt}(duplicate(tamper{TCP:options-md5header:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(drop,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:load:replace:},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:seq:replace:3126301180},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:flags:corrupt}(tamper{TCP:flags:replace:SA},)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:flags:replace:F}(tamper{TCP:options-wscale:replace:177},)-|",1,[0]
0.0,"[TCP:options-sack::2]-duplicate(drop,duplicate)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:flags:corrupt},tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksum:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-sackok::2]-fragment{tcp:-1:True}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:load:replace:4658mddzjb}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:replace:40}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:sport:replace:34643},)-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-altchksumopt:replace:}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:window:corrupt}(fragment{tcp:-1:False}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:chksum:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:urgptr:replace:63863}(tamper{TCP:options-md5header:replace:b495e2376a8d13a1eb4b7b2980cc1c6e},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:dataofs:replace:11}-|,1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:True}-|[TCP:options-sackok::0]-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:RA}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:3}(fragment{ip:16:False:18},)-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-md5header:replace:2fd3aaf82809a22aa6b984624cb185aa}-|,1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:6:True}-|,1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:-1:False:5}-|,1,[0]
0.0,[TCP:options-altchksumopt::1]-duplicate-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:11}-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:window:replace:190}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:window:corrupt}(tamper{TCP:options-eol:corrupt},)-|[TCP:options-altchksumopt::0]-tamper{TCP:options-altchksum:corrupt}-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:flags:replace:F}(tamper{TCP:options-wscale:replace:177}(tamper{TCP:window:replace:60},),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,duplicate)-|",1,[0]
0.0,[TCP:options-nop::0]-tamper{TCP:load:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:dataofs:replace:11},)-|[TCP:options-eol:]-fragment{tcp:-1:False}-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{ip:-1:True:24},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:flags:replace:SPUEN}-|,1,[0]
0.0,"[TCP:options-sackok::1]-tamper{TCP:chksum:corrupt}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:load:corrupt}(tamper{TCP:urgptr:corrupt},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-nop:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:47:True:23},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:ack:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::1]-duplicate(drop,)-|",1,[0]
0.0,"[TCP:options-sackok::1]-fragment{tcp:-1:True}(,duplicate)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:flags:replace:},tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:flags:corrupt}(duplicate(drop,),),)-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:seq:corrupt}(duplicate(,fragment{tcp:-1:False}),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:flags:replace:SRAEC}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:sport:replace:33660}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-wscale:replace:177},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-|[TCP:options-altchksumopt:]-fragment{ip:-1:True:5}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:corrupt}(tamper{TCP:options-altchksum:replace:161}(tamper{TCP:options-timestamp:corrupt},),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:177}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:sport:replace:34643})-|",1,[0]
0.0,"[TCP:options-eol::0]-fragment{tcp:-1:True}(tamper{TCP:reserved:corrupt},tamper{TCP:options-sack:replace:})-|[TCP:options-sackok:]-tamper{TCP:load:replace:05v67ksqf7}-|",1,[0]
0.0,[TCP:options-sackok::0]-tamper{TCP:options-uto:replace:45}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-uto:corrupt}(tamper{TCP:sport:replace:34643},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:window:replace:190}(fragment{tcp:37:False}(,fragment{tcp:-1:True}),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:options-altchksum:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,tamper{TCP:options-wscale:replace:94})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:load:corrupt}(tamper{TCP:load:replace:},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:220}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:urgptr:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:load:corrupt}(fragment{tcp:6:True},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:6:True}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:14:True:8}-|[TCP:options-eol::0]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:chksum:corrupt})-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{ip:-1:True:2}-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-md5header:replace:2fd3aaf82809a22aa6b984624cb185aa}(tamper{TCP:options-timestamp:replace:2718509899},)-|",1,[0]
0.0,"[TCP:options-sack::1]-duplicate(drop,duplicate)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:204}(tamper{TCP:options-eol:replace:},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:replace:40}(fragment{tcp:-1:True}(tamper{TCP:reserved:corrupt},tamper{TCP:ack:replace:3984579248}),)-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,[TCP:options-eol::0]-fragment{ip:-1:False:25}-|[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:load:corrupt}(tamper{TCP:seq:corrupt},)-|[TCP:options-altchksumopt::1]-|",1,[0]
0.0,[TCP:options-nop::0]-fragment{tcp:-1:True}-|[TCP:options-sack:]-fragment{tcp:-1:True}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:replace:40}(fragment{tcp:19:False},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:48:True:24}(,tamper{TCP:sport:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(tamper{TCP:reserved:corrupt},tamper{TCP:seq:replace:3956857935})-|",1,[0]
0.0,[TCP:options-eol::0]-|[TCP:options-sackok:]-fragment{tcp:-1:True}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-altchksumopt::1]-duplicate-|,1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:True:5}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:3}(fragment{ip:-1:False:18},)-|[TCP:options-sackok:]-tamper{TCP:window:corrupt}-|",1,[0]
