Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:options-nop:]-tamper{TCP:options-sack:replace:}-|[TCP:options-timestamp:2855730247]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-wscale:replace:33}(duplicate(,tamper{TCP:ack:corrupt}(tamper{TCP:load:replace:},)),),tamper{TCP:load:corrupt}(tamper{TCP:options-wscale:replace:105}(duplicate,),))-|[TCP:window:110:0]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(fragment{ip:-1:True:5}(fragment{tcp:-1:True},),)-|[TCP:dataofs:8]-tamper{TCP:dport:replace:36861}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-nop:replace:}(fragment{tcp:-1:False}(tamper{TCP:sport:replace:52492},),),)-|[TCP:options-uto:159]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-timestamp:1191171862]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-altchksumopt:corrupt},)-|[TCP:sport:62677]-tamper{TCP:reserved:corrupt}-|",1,[-10]
-10.0,[TCP:options-nop::0]-tamper{TCP:seq:corrupt}-|[TCP:dport:57496]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:173}(tamper{TCP:sport:replace:26156},)-|[TCP:options-mss:6187]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol:]-fragment{ip:-1:False:28}-|[TCP:dport:51933]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-fragment{tcp:-1:False}-|[TCP:options-uto:216]-duplicate-|,1,[-10]
-10.0,"[TCP:options-timestamp:2869577672]-tamper{TCP:options-altchksum:corrupt}(duplicate,)-|[TCP:options-md5header:37260b4cd538a299eaccaf7a5c2630b5:4]-tamper{TCP:flags:corrupt}-|",1,[-10]
-10.0,[TCP:options-altchksumopt::0]-drop-|[TCP:ack:2034387471]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-uto:replace:73}(tamper{TCP:flags:replace:SA},)-|[TCP:options-mss:61732]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(duplicate,)-|[TCP:options-uto:206]-tamper{TCP:options-sack:corrupt}-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:chksum:corrupt}-|[TCP:options-altchksum:136]-duplicate-|[TCP:dport:10453]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:window:corrupt}(duplicate,)-|[TCP:options-eol::0]-duplicate(tamper{TCP:window:replace:190}(duplicate,),)-|[TCP:dataofs:14]-tamper{TCP:ack:replace:2404479266}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:sport:replace:20317}-|[TCP:seq:318862470]-tamper{TCP:options-altchksum:replace:251}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-altchksum:corrupt}(duplicate,)-|[TCP:options-mss:47513]-tamper{TCP:options-nop:replace:}-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-altchksumopt:corrupt}-|[TCP:ack:3813704934]-drop-|,1,[-10]
-10.0,"[TCP:options-timestamp:1191171862]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-altchksum:corrupt}(tamper{TCP:load:replace:s9ml3ou0f9}(fragment{tcp:-1:False},),),)-|[TCP:options-wscale:11]-tamper{TCP:options-altchksumopt:replace:}-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:load:replace:s9ml3ou0f9}(fragment{tcp:-1:False},),)-|[TCP:options-uto:218]-tamper{TCP:load:replace:__DNS_REQUEST__}-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-altchksum:replace:82},duplicate(tamper{TCP:options-nop:corrupt},))-|[TCP:window:70]-tamper{TCP:options-sackok:replace:}-|",1,[-10]
-10.0,"[TCP:options-sackok::1]-duplicate(duplicate,fragment{tcp:-1:True})-|[TCP:dport:41793]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:dport:31503]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(duplicate,)-|[TCP:options-sack::0]-duplicate-|",1,[-10]
-10.0,"[TCP:options-nop:]-fragment{tcp:28:True:14}(tamper{TCP:options-uto:replace:182},fragment{tcp:-1:True})-|[TCP:options-uto:118:1]-tamper{TCP:reserved:corrupt}-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:sport:replace:38135}-|[TCP:options-eol:]-tamper{TCP:urgptr:corrupt}-|[TCP:options-altchksum:112]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:173}(tamper{TCP:dataofs:corrupt}(tamper{TCP:load:replace:__HTTP_REQUEST__},),)-|[TCP:dport:39912]-tamper{TCP:window:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(fragment{ip:-1:True:5}(fragment{tcp:-1:True},),)-|[TCP:sport:65360:3]-tamper{TCP:options-timestamp:replace:436599678}-|",1,[-10]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:options-altchksum:corrupt})-|",1,[0]
0.0,[TCP:seq:579235668:1]-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(duplicate,)-|",1,[0]
0.0,[TCP:ack:1439797427]-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(fragment{tcp:-1:False}(tamper{TCP:chksum:replace:16867},),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::2]-tamper{TCP:dataofs:replace:4}(fragment{ip:-1:False:5},)-|",1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:load:corrupt}(tamper{TCP:options-altchksum:replace:251},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::3]-tamper{TCP:options-sack:replace:}(tamper{TCP:urgptr:replace:18430},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:load:corrupt}(tamper{TCP:window:replace:150},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-timestamp:replace:3376387468}(tamper{TCP:options-sack:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop::2]-tamper{TCP:options-mss:replace:54184}(tamper{TCP:options-timestamp:replace:3669037166},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-eol:corrupt}-|,1,[0]
0.0,[TCP:options-mss:15400:4]-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:flags:corrupt})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-mss:replace:40784},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:218}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:chksum:replace:43674}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-eol::1]-duplicate(,drop)-|[TCP:options-altchksumopt::0]-tamper{TCP:options-eol:replace:}-|",1,[0]
0.0,[TCP:seq:3314133211]-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-mss:replace:40784}(tamper{TCP:options-sack:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-altchksum:replace:142},duplicate)-|[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}-|",1,[0]
0.0,[TCP:options-nop::1]-tamper{TCP:options-mss:replace:54184}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:window:replace:190}-|,1,[0]
0.0,"[TCP:options-altchksumopt::2]-tamper{TCP:options-sack:replace:}(tamper{TCP:urgptr:replace:18430},)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:15:True}-|,1,[0]
0.0,[TCP:options-eol:]-fragment{ip:38:True:19}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(,tamper{TCP:sport:corrupt})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate,tamper{TCP:flags:corrupt})-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:12:True}-|,1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:load:corrupt}(tamper{TCP:reserved:replace:7},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::2]-tamper{TCP:options-wscale:replace:186}(tamper{TCP:urgptr:replace:18430},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:dataofs:replace:5})-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(drop,)-|[TCP:options-altchksumopt::0]-tamper{TCP:dataofs:replace:1}-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:seq:replace:2718598682},)-|",1,[0]
0.0,[TCP:urgptr:64660:2]-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-md5header:replace:3c9f3d0570d4ebdb307ee321ef0f0f90},tamper{TCP:flags:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:59:True:29}(tamper{TCP:chksum:replace:43674}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:reserved:replace:7},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,[TCP:options-eol::3]-tamper{TCP:chksum:replace:15072}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:load:corrupt}(tamper{TCP:options-wscale:replace:156},),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:chksum:replace:37074}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:reserved:replace:7}(drop,))-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-mss:replace:65531},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-timestamp:replace:3376387468}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(duplicate(tamper{TCP:dataofs:corrupt},),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:reserved:replace:7}(drop,),)-|[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-uto:corrupt},))-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:dataofs:replace:4}(tamper{TCP:sport:corrupt}(fragment{tcp:52:True}(fragment{tcp:-1:False}(tamper{TCP:chksum:replace:16867},),),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{ip:-1:False:5}(,fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-nop::1]-tamper{TCP:options-mss:replace:54184}(tamper{TCP:urgptr:replace:11319},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:reserved:replace:7}(drop,),duplicate)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:142}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-sack:replace:}(fragment{ip:-1:False:5},)-|",1,[0]
0.0,[TCP:options-sack::3]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:load:corrupt}(tamper{TCP:dataofs:replace:10},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:chksum:replace:43674},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:options-wscale:replace:189})-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-fragment{ip:-1:False:5}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False:20}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:dataofs:replace:9}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:options-sackok:replace:}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:18430}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(duplicate(duplicate,),)-|[TCP:options-nop::1]-fragment{tcp:-1:False}-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:29:True:19}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-altchksum:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:12:True}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(drop,)-|[TCP:options-altchksumopt::0]-tamper{TCP:dataofs:replace:7}-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:load:replace:bv8ckjvnzo}-|[TCP:options-sack:]-drop-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}-|[TCP:options-nop:]-fragment{tcp:-1:True}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:seq:replace:1083674311}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:seq:replace:3748683331}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:sport:corrupt}(fragment{tcp:16:True}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-mss:replace:65531}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(,duplicate)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:seq:replace:1458766187})-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-wscale:replace:186}(tamper{TCP:dataofs:replace:11},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:18:False:25}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-uto:replace:33}(drop,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:52:True}(fragment{tcp:-1:False}(tamper{TCP:chksum:replace:16867},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:sport:corrupt}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:True}(fragment{tcp:-1:False}(tamper{TCP:load:replace:46uossra2j},),)-|",1,[0]
0.0,[TCP:reserved:3]-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-md5header:replace:3c9f3d0570d4ebdb307ee321ef0f0f90},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:5}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:chksum:replace:28969}-|,1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:False:5}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:-1:False})-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:28:True}-|,1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:28:True:14}(,duplicate)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:dataofs:replace:5},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:urgptr:replace:42433}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(fragment{tcp:-1:False}(tamper{TCP:options-nop:replace:},),),)-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(drop,)-|[TCP:options-altchksumopt::0]-tamper{TCP:dataofs:replace:1}-|[TCP:options-sackok:]-tamper{TCP:chksum:replace:53541}-|",1,[0]
0.0,[TCP:options-nop:]-fragment{ip:-1:True}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:dataofs:replace:9}(fragment{tcp:13:False:6},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{ip:-1:True:5}(,fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-md5header:replace:3c9f3d0570d4ebdb307ee321ef0f0f90}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False:19}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}(tamper{TCP:dataofs:replace:9}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-wscale:replace:189}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(duplicate(,tamper{TCP:options-eol:corrupt}),)-|",1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:load:corrupt}(tamper{TCP:ack:replace:2130331201},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:load:corrupt}(tamper{TCP:options-wscale:replace:156},),tamper{TCP:window:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(duplicate(tamper{TCP:dataofs:corrupt},tamper{TCP:flags:corrupt}),)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:15:True}(,tamper{TCP:options-eol:replace:})-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(duplicate,tamper{TCP:urgptr:corrupt})-|[TCP:options-sackok:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(duplicate(,fragment{tcp:15:True}),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:reserved:replace:7},duplicate)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(,tamper{TCP:options-sackok:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:True}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{ip:-1:False:5}(,duplicate)-|",1,[0]
0.0,[TCP:options-altchksum:152]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-altchksum:replace:142}(tamper{TCP:options-wscale:replace:33}(fragment{tcp:-1:False},),),duplicate)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(fragment{tcp:-1:False}(duplicate,),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:dataofs:replace:4}(tamper{TCP:sport:corrupt}(fragment{tcp:52:True}(fragment{tcp:-1:False},),),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:options-wscale:replace:189}(tamper{TCP:options-sack:replace:},))-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:reserved:replace:7})-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(tamper{TCP:options-eol:replace:},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:load:corrupt}(tamper{TCP:options-altchksumopt:replace:},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-wscale:replace:33},),duplicate)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-md5header:replace:3c9f3d0570d4ebdb307ee321ef0f0f90},tamper{TCP:dport:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:replace:44398}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-uto:12]-tamper{TCP:options-mss:replace:40784}(tamper{TCP:options-sack:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-timestamp:replace:3083143360}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-wscale:replace:186}(tamper{TCP:urgptr:replace:18430}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:window:replace:170},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:dataofs:replace:5}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:43:False:21}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{ip:-1:False:5}-|,1,[0]
0.0,"[TCP:options-altchksumopt::1]-tamper{TCP:options-md5header:replace:0c464afd2e93ca4e92cd74a40a557c2c}(tamper{TCP:urgptr:replace:18430},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:seq:replace:2718598682}(tamper{TCP:seq:replace:1934244233},),)-|",1,[0]
0.0,[TCP:options-eol::2]-tamper{TCP:flags:replace:SPUEN}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:replace:15}(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(,tamper{TCP:sport:replace:38792})-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:35:True:14}-|,1,[0]
0.0,"[TCP:options-nop::0]-tamper{TCP:chksum:replace:38733}(tamper{TCP:urgptr:replace:11319},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-altchksum:replace:142}(tamper{TCP:options-altchksum:corrupt},),duplicate)-|[TCP:options-sack:]-tamper{TCP:options-sackok:replace:}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:dataofs:replace:9}(fragment{tcp:-1:True}(tamper{TCP:options-eol:replace:},),),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:chksum:replace:16867}-|,1,[0]
0.0,[TCP:options-altchksumopt::1]-tamper{TCP:urgptr:replace:18430}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{ip:2:True}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-sack:corrupt}(tamper{TCP:urgptr:replace:1148},),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:chksum:replace:43674}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:142}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,[TCP:flags:PAUEN]-tamper{TCP:options-eol:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:ack:corrupt}(tamper{TCP:dataofs:replace:10},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-altchksum:replace:142},duplicate)-|[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-wscale:corrupt}(drop,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|[TCP:options-eol::3]-drop-|",1,[0]
0.0,[TCP:options-wscale:122:0]-tamper{TCP:options-mss:replace:12123}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:-1:False:5}(,duplicate)-|",1,[0]
0.0,"[TCP:reserved:2]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:window:replace:100},)-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:seq:replace:259782212}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-mss:replace:6740}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(duplicate(tamper{TCP:seq:corrupt},tamper{TCP:options-eol:corrupt}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-wscale:replace:156},),tamper{TCP:window:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(,tamper{TCP:options-md5header:replace:3c9f3d0570d4ebdb307ee321ef0f0f90})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:options-uto:replace:33}(drop,))-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-tamper{TCP:reserved:replace:5}(tamper{TCP:urgptr:replace:18430}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False:5}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:ack:corrupt}(duplicate(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-timestamp:replace:3376387468}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(,tamper{TCP:options-eol:replace:})-|",1,[0]
0.0,"[TCP:options-altchksumopt::0]-fragment{tcp:22:True:11}(fragment{tcp:-1:False}(tamper{TCP:load:replace:46uossra2j},),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,tamper{TCP:reserved:replace:7})-|",1,[0]
0.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-sackok:replace:}-|[TCP:options-altchksumopt:]-duplicate-|,1,[0]
