Apr 17 02:22:59.287 [INFO] zmap: output module: csv
Starting module. Packet out size: 106
Apr 17 02:22:59.293 [INFO] recv: Data link layer Ethernet
 0:00 0%; send: 0 0 p/s (0 p/s avg); recv: 0 0 p/s (0 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.00%
 0:00 0%; send: 0 0 p/s (0 p/s avg); recv: 0 0 p/s (0 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.00%
 0:01 0%; send: 14912 14.9 Kp/s (14.8 Kp/s avg); recv: 0 0 p/s (0 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.00%
 0:02 0%; send: 25958 11.0 Kp/s (12.9 Kp/s avg); recv: 217 216 p/s (108 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.84%
 0:03 0%; send: 35736 9.78 Kp/s (11.9 Kp/s avg); recv: 395 177 p/s (131 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 1.11%
 0:04 0%; send: 46526 10.8 Kp/s (11.6 Kp/s avg); recv: 557 161 p/s (138 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 1.20%
 0:05 0% (2h24m left); send: 57959 11.4 Kp/s (11.6 Kp/s avg); recv: 732 174 p/s (146 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 1.26%
 0:06 0% (2h23m left); send: 69700 11.7 Kp/s (11.6 Kp/s avg); recv: 846 113 p/s (140 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 1.21%
 0:07 0% (2h23m left); send: 81455 11.8 Kp/s (11.6 Kp/s avg); recv: 846 0 p/s (120 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 1.04%
 0:08 0% (2h23m left); send: 93126 11.7 Kp/s (11.6 Kp/s avg); recv: 846 0 p/s (105 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.91%
 0:09 0% (2h21m left); send: 105957 12.8 Kp/s (11.8 Kp/s avg); recv: 846 0 p/s (93 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.80%
 0:10 0% (2h21m left); send: 117537 11.6 Kp/s (11.7 Kp/s avg); recv: 846 0 p/s (84 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.72%
 0:11 0% (2h21m left); send: 129205 11.7 Kp/s (11.7 Kp/s avg); recv: 847 0 p/s (76 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.66%
 0:12 0% (2h21m left); send: 141314 12.1 Kp/s (11.8 Kp/s avg); recv: 851 3 p/s (70 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.60%
 0:13 0% (2h21m left); send: 153600 12.3 Kp/s (11.8 Kp/s avg); recv: 854 2 p/s (65 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.56%
 0:14 0% (2h20m left); send: 165739 12.1 Kp/s (11.8 Kp/s avg); recv: 858 3 p/s (61 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.52%
 0:15 0% (2h21m left); send: 177196 11.5 Kp/s (11.8 Kp/s avg); recv: 862 3 p/s (57 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.49%
 0:16 0% (2h22m left); send: 187265 10.1 Kp/s (11.7 Kp/s avg); recv: 864 1 p/s (53 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.46%
 0:17 0% (2h23m left); send: 197171 9.90 Kp/s (11.6 Kp/s avg); recv: 864 0 p/s (50 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.44%
 0:18 0% (2h22m left); send: 210234 13.1 Kp/s (11.7 Kp/s avg); recv: 864 0 p/s (47 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.41%
 0:19 0% (2h21m left); send: 222912 12.7 Kp/s (11.7 Kp/s avg); recv: 864 0 p/s (45 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.39%
 0:20 0% (2h20m left); send: 236416 13.5 Kp/s (11.8 Kp/s avg); recv: 864 0 p/s (43 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.37%
 0:21 0% (2h19m left); send: 249847 13.4 Kp/s (11.9 Kp/s avg); recv: 864 0 p/s (41 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.35%
 0:22 0% (2h18m left); send: 264795 14.9 Kp/s (12.0 Kp/s avg); recv: 864 0 p/s (39 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.33%
 0:23 0% (2h18m left); send: 276087 11.3 Kp/s (12.0 Kp/s avg); recv: 864 0 p/s (37 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.31%
 0:24 0% (2h18m left); send: 287776 11.7 Kp/s (12.0 Kp/s avg); recv: 864 0 p/s (35 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.30%
 0:25 0% (2h17m left); send: 301868 14.1 Kp/s (12.1 Kp/s avg); recv: 864 0 p/s (34 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.29%
 0:26 0% (2h17m left); send: 313792 11.9 Kp/s (12.1 Kp/s avg); recv: 864 0 p/s (33 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.28%
 0:27 0% (2h17m left); send: 326166 12.4 Kp/s (12.1 Kp/s avg); recv: 864 0 p/s (31 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.26%
 0:28 0% (2h17m left); send: 338748 12.6 Kp/s (12.1 Kp/s avg); recv: 864 0 p/s (30 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.26%
 0:29 0% (2h16m left); send: 352142 13.4 Kp/s (12.1 Kp/s avg); recv: 864 0 p/s (29 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.25%
 0:30 0% (2h16m left); send: 365657 13.5 Kp/s (12.2 Kp/s avg); recv: 864 0 p/s (28 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.24%
 0:31 0% (2h15m left); send: 379136 13.5 Kp/s (12.2 Kp/s avg); recv: 864 0 p/s (27 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.23%
 0:32 0% (2h15m left); send: 392874 13.7 Kp/s (12.3 Kp/s avg); recv: 864 0 p/s (26 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.22%
 0:33 0% (2h14m left); send: 406441 13.6 Kp/s (12.3 Kp/s avg); recv: 864 0 p/s (26 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.21%
 0:34 0% (2h14m left); send: 419840 13.4 Kp/s (12.3 Kp/s avg); recv: 865 0 p/s (25 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.21%
 0:35 0% (2h14m left); send: 433398 13.6 Kp/s (12.4 Kp/s avg); recv: 865 0 p/s (24 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.20%
 0:36 0% (2h13m left); send: 447549 14.1 Kp/s (12.4 Kp/s avg); recv: 865 0 p/s (24 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.19%
 0:37 0% (2h13m left); send: 460096 12.5 Kp/s (12.4 Kp/s avg); recv: 865 0 p/s (23 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.19%
 0:38 0% (2h13m left); send: 473376 13.3 Kp/s (12.5 Kp/s avg); recv: 865 0 p/s (22 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.18%
 0:39 0% (2h13m left); send: 486482 13.1 Kp/s (12.5 Kp/s avg); recv: 865 0 p/s (22 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.18%
 0:40 0% (2h12m left); send: 499562 13.1 Kp/s (12.5 Kp/s avg); recv: 865 0 p/s (21 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.17%
 0:41 1% (2h12m left); send: 512565 13.0 Kp/s (12.5 Kp/s avg); recv: 865 0 p/s (21 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.17%
 0:42 1% (2h12m left); send: 524383 11.8 Kp/s (12.5 Kp/s avg); recv: 865 0 p/s (20 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.16%
 0:43 1% (2h12m left); send: 537781 13.4 Kp/s (12.5 Kp/s avg); recv: 865 0 p/s (20 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.16%
 0:44 1% (2h12m left); send: 551820 14.0 Kp/s (12.5 Kp/s avg); recv: 865 0 p/s (19 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.16%
 0:45 1% (2h12m left); send: 564575 12.8 Kp/s (12.5 Kp/s avg); recv: 865 0 p/s (19 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.15%
 0:46 1% (2h12m left); send: 577805 13.2 Kp/s (12.6 Kp/s avg); recv: 865 0 p/s (18 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.15%
 0:47 1% (2h11m left); send: 592199 14.4 Kp/s (12.6 Kp/s avg); recv: 865 0 p/s (18 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.15%
 0:48 1% (2h11m left); send: 607277 15.1 Kp/s (12.6 Kp/s avg); recv: 865 0 p/s (18 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.14%
 0:49 1% (2h10m left); send: 622591 15.3 Kp/s (12.7 Kp/s avg); recv: 865 0 p/s (17 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.14%
 0:50 1% (2h10m left); send: 635647 13.0 Kp/s (12.7 Kp/s avg); recv: 865 0 p/s (17 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.14%
 0:51 1% (2h10m left); send: 650330 14.7 Kp/s (12.7 Kp/s avg); recv: 865 0 p/s (16 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.13%
 0:52 1% (2h09m left); send: 665643 15.3 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (16 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.13%
 0:53 1% (2h09m left); send: 680601 15.0 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (16 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.13%
 0:54 1% (2h08m left); send: 695642 15.0 Kp/s (12.9 Kp/s avg); recv: 865 0 p/s (16 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.12%
 0:55 1% (2h08m left); send: 709783 14.1 Kp/s (12.9 Kp/s avg); recv: 865 0 p/s (15 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.12%
 0:56 1% (2h07m left); send: 725646 15.9 Kp/s (13.0 Kp/s avg); recv: 865 0 p/s (15 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.12%
 0:57 1% (2h07m left); send: 740249 14.6 Kp/s (13.0 Kp/s avg); recv: 865 0 p/s (15 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.12%
 0:58 1% (2h07m left); send: 755111 14.9 Kp/s (13.0 Kp/s avg); recv: 865 0 p/s (14 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.11%
 0:59 1% (2h06m left); send: 770495 15.4 Kp/s (13.1 Kp/s avg); recv: 865 0 p/s (14 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.11%
 1:00 1% (2h06m left); send: 785357 14.9 Kp/s (13.1 Kp/s avg); recv: 865 0 p/s (14 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.11%
 1:01 1% (2h06m left); send: 800308 14.9 Kp/s (13.1 Kp/s avg); recv: 865 0 p/s (14 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.11%
 1:02 1% (2h05m left); send: 814731 14.4 Kp/s (13.1 Kp/s avg); recv: 865 0 p/s (13 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.11%
 1:03 1% (2h06m left); send: 823980 9.25 Kp/s (13.1 Kp/s avg); recv: 865 0 p/s (13 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.10%
 1:04 1% (2h06m left); send: 835786 11.8 Kp/s (13.1 Kp/s avg); recv: 865 0 p/s (13 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.10%
 1:05 1% (2h06m left); send: 847159 11.4 Kp/s (13.0 Kp/s avg); recv: 865 0 p/s (13 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.10%
 1:06 1% (2h07m left); send: 858461 11.3 Kp/s (13.0 Kp/s avg); recv: 865 0 p/s (13 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.10%
 1:07 1% (2h07m left); send: 868131 9.67 Kp/s (13.0 Kp/s avg); recv: 865 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.10%
 1:08 1% (2h07m left); send: 880308 12.2 Kp/s (12.9 Kp/s avg); recv: 865 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.10%
 1:09 1% (2h07m left); send: 892711 12.4 Kp/s (12.9 Kp/s avg); recv: 865 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.10%
 1:10 1% (2h07m left); send: 905085 12.4 Kp/s (12.9 Kp/s avg); recv: 865 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.10%
 1:11 1% (2h07m left); send: 917833 12.7 Kp/s (12.9 Kp/s avg); recv: 865 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.09%
 1:12 1% (2h07m left); send: 931896 14.1 Kp/s (12.9 Kp/s avg); recv: 865 0 p/s (12 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.09%
 1:13 1% (2h07m left); send: 944638 12.7 Kp/s (12.9 Kp/s avg); recv: 865 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.09%
 1:14 1% (2h08m left); send: 954449 9.81 Kp/s (12.9 Kp/s avg); recv: 865 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.09%
 1:15 1% (2h08m left); send: 964658 10.2 Kp/s (12.9 Kp/s avg); recv: 865 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.09%
 1:16 1% (2h08m left); send: 976051 11.4 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.09%
 1:17 1% (2h08m left); send: 989447 13.4 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.09%
 1:18 1% (2h08m left); send: 1001998 12.5 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (11 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.09%
 1:19 1% (2h08m left); send: 1015336 13.3 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.09%
 1:20 1% (2h08m left); send: 1027383 12.0 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.08%
 1:21 1% (2h08m left); send: 1040125 12.7 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.08%
 1:22 1% (2h08m left); send: 1052718 12.6 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.08%
 1:23 1% (2h08m left); send: 1066610 13.9 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.08%
 1:24 1% (2h08m left); send: 1078898 12.3 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.08%
 1:25 1% (2h08m left); send: 1091097 12.2 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.08%
 1:26 1% (2h08m left); send: 1103468 12.4 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (10 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.08%
 1:27 1% (2h08m left); send: 1117010 13.5 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.08%
 1:28 1% (2h08m left); send: 1131250 14.2 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.08%
 1:29 1% (2h08m left); send: 1144615 13.4 Kp/s (12.9 Kp/s avg); recv: 865 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.08%
 1:30 1% (2h08m left); send: 1156585 12.0 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
 1:31 1% (2h08m left); send: 1169500 12.9 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
 1:32 1% (2h08m left); send: 1180604 11.1 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
 1:33 1% (2h08m left); send: 1190168 9.56 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
 1:34 1% (2h09m left); send: 1200668 10.5 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
 1:35 1% (2h09m left); send: 1213229 12.6 Kp/s (12.8 Kp/s avg); recv: 865 0 p/s (9 p/s avg); drops: 0 p/s (0 p/s avg); hitrate: 0.07%
