Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:options-sackok::0]-duplicate-|[TCP:options-altchksum:221]-tamper{TCP:dport:replace:59411}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:4000588661}-|[TCP:options-nop:]-duplicate(,tamper{TCP:dataofs:replace:13})-|[TCP:options-uto:220]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}-|[TCP:flags:FUEC]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:2294412300}(duplicate,)-|[TCP:options-wscale:235]-tamper{TCP:options-nop:replace:}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:chksum:corrupt}-|[TCP:options-mss:35196]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,"[TCP:options-eol:]-duplicate-|[TCP:options-altchksumopt:]-tamper{TCP:options-nop:replace:}(tamper{TCP:reserved:replace:2}(tamper{TCP:window:replace:150},),)-|[TCP:urgptr:37040]-duplicate-|",1,[-10]
-10.0,"[TCP:chksum:1097]-tamper{TCP:urgptr:replace:7670}(fragment{tcp:-1:True:18}(tamper{TCP:sport:replace:4151}(tamper{TCP:urgptr:corrupt},),),)-|[TCP:ack:382754487:4]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:chksum:corrupt}-|[TCP:seq:1957108292:4]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(,duplicate)-|[TCP:options-md5header:7b7faccb41901f83812a57d2767529bd]-duplicate-|",1,[-10]
-10.0,[TCP:options-mss:6037]-tamper{TCP:window:replace:30}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:dataofs:replace:9}(tamper{TCP:options-sackok:corrupt},)-|[TCP:options-nop:]-duplicate-|[TCP:options-mss:61285]-drop-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(fragment{tcp:-1:True:5},)-|[TCP:chksum:14182]-tamper{TCP:options-wscale:replace:10}-|",1,[-10]
-10.0,[TCP:options-mss:6037]-|[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:5}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(,fragment{tcp:28:True})-|[TCP:flags:FA]-tamper{TCP:options-wscale:replace:16}-|",1,[-10]
-10.0,[TCP:options-sackok:]-fragment{tcp:46:True}-|[TCP:flags:FAC]-tamper{TCP:dataofs:replace:4}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|[TCP:flags:FSRECN]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:replace:20617}(tamper{TCP:load:replace:x32posyitf}(tamper{TCP:dport:replace:3909},),)-|[TCP:options-timestamp:378763150:3]-tamper{TCP:options-timestamp:replace:1845952706}-|",1,[-10]
-10.0,[TCP:options-eol:]-fragment{tcp:33:True:18}-|[TCP:reserved:5]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:2294412300}(fragment{tcp:-1:False}(duplicate,duplicate(duplicate,)),)-|[TCP:load:p8s9dt2u06]-tamper{TCP:options-altchksumopt:replace:}-|[TCP:sport:33899]-duplicate-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-nop:replace:}-|[TCP:seq:2468658440]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(fragment{tcp:-1:False},)-|[TCP:urgptr:29337]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:-1:True},)-|[TCP:flags:FA:4]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:seq:replace:1657868775}(duplicate(drop,),)-|[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-sackok:replace:}(fragment{tcp:-1:True},),)-|[TCP:sport:28087]-drop-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:ack:replace:2419244851}(tamper{TCP:seq:replace:732122616}(tamper{TCP:sport:corrupt},),)-|[TCP:options-altchksum:130]-tamper{TCP:urgptr:corrupt}-|",1,[-10]
-10.0,[TCP:seq:2056351502]-drop-|[TCP:options-timestamp:4131882770]-duplicate-|,1,[-10]
-10.0,[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}-|[TCP:flags:FRPAUCN]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-nop:corrupt}-|[TCP:options-timestamp:2345575646:2]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}(tamper{TCP:dataofs:replace:1},)-|[TCP:options-mss:56673:2]-tamper{TCP:options-nop:corrupt}-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:True},)-|[TCP:load:__HTTP_REQUEST__]-tamper{TCP:dport:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-mss:replace:21691}(tamper{TCP:sport:replace:21560}(tamper{TCP:options-altchksumopt:replace:},),)-|[TCP:ack:4272470684]-tamper{TCP:options-nop:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sack::0]-fragment{ip:11:True:18}(fragment{tcp:41:True:20},)-|[TCP:options-timestamp:2128858409]-drop-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:seq:replace:1657868775}(duplicate(drop,),)-|[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-sackok:replace:}(fragment{tcp:-1:True},),)-|[TCP:reserved:6]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol:]-fragment{tcp:33:True:18}-|[TCP:chksum:55193]-duplicate-|,1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:52:True:26}(fragment{tcp:-1:True},)-|[TCP:sport:53351]-tamper{TCP:urgptr:replace:15399}-|",1,[-10]
-10.0,"[TCP:options-eol:]-duplicate-|[TCP:options-altchksumopt:]-tamper{TCP:options-nop:replace:}(tamper{TCP:reserved:replace:2}(tamper{TCP:window:replace:150},),)-|[TCP:load:__HTTP_REQUEST__]-duplicate-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|[TCP:options-uto:172]-drop-|,1,[-10]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:72902aaf6b7c2283d96d360c61e0618f}(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:10239}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:dport:replace:38871}-|,1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:True}(,tamper{TCP:urgptr:replace:45186}(tamper{TCP:options-md5header:replace:1e47e8db2a3c44c8a04e3bc81e928b5c},))-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-sack:replace:}(duplicate,),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-eol:corrupt},)-|[TCP:options-nop:]-duplicate-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:43212}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,[TCP:options-nop::1]-tamper{TCP:window:replace:190}-|,1,[0]
0.0,[TCP:options-sack::2]-tamper{TCP:options-altchksumopt:replace:}-|,1,[0]
0.0,[TCP:reserved:1]-|,1,[0]
0.0,"[TCP:options-eol::2]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,"[TCP:options-nop::3]-tamper{TCP:flags:corrupt}(fragment{tcp:-1:True}(tamper{TCP:ack:replace:1574655747},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:28760}(fragment{tcp:-1:True:5},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:dport:replace:61114}(tamper{TCP:chksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:42:False:21}(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,[TCP:dport:50352]-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-mss:corrupt},duplicate)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False}(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,[TCP:sport:16080:3]-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dport:corrupt}(tamper{TCP:options-wscale:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:window:replace:180}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-eol:replace:}(tamper{TCP:options-nop:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack::2]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:False},)-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|",1,[0]
0.0,[TCP:options-sackok::3]-tamper{TCP:seq:replace:2397888637}-|,1,[0]
0.0,[TCP:options-mss:21975]-|,1,[0]
0.0,[TCP:options-wscale:81]-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:replace:2294412300}(tamper{TCP:window:replace:40},)-|",1,[0]
0.0,[TCP:options-sackok::1]-duplicate-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:replace:72902aaf6b7c2283d96d360c61e0618f}(tamper{TCP:options-sack:replace:}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-mss:replace:36387}-|,1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:urgptr:replace:7670}-|,1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:44:True:45}-|,1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:True}(fragment{tcp:-1:True}(,tamper{TCP:options-mss:corrupt}),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:seq:replace:2049879489}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-uto:replace:128}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}-|,1,[0]
0.0,"[TCP:options-nop::2]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:True}(tamper{TCP:ack:replace:1574655747},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-timestamp:replace:3748318961}(tamper{TCP:options-nop:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(duplicate,)-|[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-eol:replace:}(tamper{TCP:options-nop:corrupt}(tamper{TCP:options-eol:corrupt},),),)-|",1,[0]
0.0,"[TCP:options-sack::1]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:False}(,duplicate),)-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|",1,[0]
0.0,"[TCP:options-nop::2]-tamper{TCP:flags:corrupt}(tamper{TCP:ack:replace:1574655747},)-|",1,[0]
0.0,[TCP:chksum:61508]-|,1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:chksum:replace:46286}-|,1,[0]
0.0,[TCP:options-eol:]-fragment{ip:-1:True}-|,1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:options-sack:replace:}(tamper{TCP:dport:replace:54652},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-altchksumopt:corrupt}-|[TCP:options-nop:]-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-sackok:corrupt}-|,1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:window:replace:80}(tamper{TCP:options-sack:replace:},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-eol:replace:}(tamper{TCP:options-nop:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:replace:}(tamper{TCP:options-nop:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:56:True:28}(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(drop,tamper{TCP:options-uto:replace:69})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:replace:180}(duplicate,)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,[TCP:options-sackok::3]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-sack::1]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:False}(,tamper{TCP:options-mss:corrupt}),)-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|",1,[0]
0.0,"[TCP:options-sack::1]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:True:15},)-|[TCP:options-sackok:]-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,)-|[TCP:options-sackok::2]-tamper{TCP:urgptr:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-eol:corrupt},)-|[TCP:options-nop:]-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate,)-|[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:sport:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:flags:replace:FSPACN},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:128}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:28760}(tamper{TCP:options-md5header:replace:1e47e8db2a3c44c8a04e3bc81e928b5c}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,duplicate(tamper{TCP:dataofs:corrupt},))-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:3343745878}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-sack:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:sport:replace:28760}-|[TCP:options-sackok:]-|,1,[0]
0.0,[TCP:load:2wl5sd5efr]-|,1,[0]
0.0,"[TCP:options-sack::1]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:28:True},)-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,"[TCP:options-nop::2]-tamper{TCP:flags:corrupt}(fragment{tcp:-1:True}(tamper{TCP:ack:corrupt},),)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(,tamper{TCP:urgptr:replace:37052})-|",1,[0]
0.0,[TCP:options-eol::1]-tamper{TCP:options-sack:replace:}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sackok::2]-tamper{TCP:seq:replace:2397888637}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(,tamper{TCP:options-timestamp:replace:3343745878}),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:sport:corrupt}-|[TCP:options-nop:]-tamper{TCP:options-sack:corrupt}-|,1,[0]
0.0,"[TCP:options-nop::1]-tamper{TCP:options-uto:corrupt}(fragment{ip:-1:True}(tamper{TCP:options-sack:replace:}(tamper{TCP:dport:replace:54652},),),)-|",1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:ack:replace:1574655747}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:urgptr:replace:7670}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}-|[TCP:options-nop:]-duplicate-|,1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:38:True:19}-|,1,[0]
0.0,[TCP:options-sackok::2]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksumopt:corrupt}-|[TCP:options-nop:]-duplicate(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:reserved:replace:1}-|,1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:options-sack:replace:}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:11:True:5}(,duplicate),)-|[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:corrupt}-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:replace:}(tamper{TCP:seq:replace:732122616}(tamper{TCP:options-nop:corrupt}(tamper{TCP:options-altchksum:replace:226},),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,)-|[TCP:options-sackok::1]-tamper{TCP:urgptr:corrupt}-|[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}-|",1,[0]
0.0,[TCP:options-nop:]-fragment{ip:-1:True:45}-|,1,[0]
0.0,[TCP:options-sack::0]-|[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(,tamper{TCP:options-uto:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(drop,tamper{TCP:options-uto:replace:69})-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:flags:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:True:5}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(drop,)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-eol:corrupt},)-|[TCP:options-nop:]-tamper{TCP:window:replace:160}-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:44:True:45}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-uto:replace:69},drop)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:True:5}(,tamper{TCP:options-mss:corrupt}),)-|[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(duplicate(tamper{TCP:options-timestamp:corrupt},),)-|",1,[0]
0.0,[TCP:options-sack::0]-fragment{ip:-1:True:5}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{ip:-1:True:5}(,duplicate)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:urgptr:replace:7670}(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-altchksum:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok::1]-tamper{TCP:seq:replace:2397888637}(fragment{tcp:-1:True}(,tamper{TCP:seq:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(duplicate(duplicate,),)-|[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}-|",1,[0]
0.0,[TCP:options-sack::0]-|[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-altchksum:corrupt}-|,1,[0]
0.0,[TCP:options-eol:]-fragment{ip:45:True}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:42:False:21}(fragment{ip:-1:False:5},duplicate)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:False:8},)-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-sack:corrupt},),)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:42:False:21}(tamper{TCP:options-eol:corrupt},tamper{TCP:options-md5header:replace:bbe31ba7c0d4bc1534f72ea7e00fb4ad})-|",1,[0]
0.0,[TCP:options-sackok::1]-fragment{tcp:-1:True}-|,1,[0]
0.0,[TCP:options-eol::0]-tamper{TCP:options-mss:replace:24101}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:42:False:21}(fragment{ip:-1:False:5},tamper{TCP:load:corrupt})-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-uto:replace:229}-|[TCP:options-nop:]-duplicate-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-sackok:corrupt}-|[TCP:options-altchksumopt:]-duplicate-|,1,[0]
0.0,"[TCP:options-sackok::1]-tamper{TCP:seq:replace:2397888637}(fragment{tcp:-1:False:5},)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:26:False}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:ack:replace:390107330}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:False:31}(,tamper{TCP:options-mss:corrupt}),)-|[TCP:options-sackok:]-|",1,[0]
0.0,[TCP:load:__HTTP_REQUEST__:3]-tamper{TCP:urgptr:replace:7670}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:44:True:45}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:ack:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-sackok::2]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:28760}(tamper{TCP:options-md5header:replace:1e47e8db2a3c44c8a04e3bc81e928b5c},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:seq:corrupt}(tamper{TCP:options-nop:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:True}(fragment{tcp:-1:True}(tamper{TCP:sport:replace:19254},tamper{TCP:options-mss:corrupt}),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-sackok:replace:},)-|[TCP:options-nop:]-tamper{TCP:options-sackok:replace:}-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:True:15},)-|[TCP:options-sackok:]-tamper{TCP:options-uto:replace:233}-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-altchksumopt:corrupt}-|[TCP:options-nop:]-tamper{TCP:options-md5header:replace:5026e306a2a92670f333d81c95d093ef}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:False}(,duplicate),)-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|[TCP:options-nop:]-duplicate-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:window:corrupt}-|[TCP:options-nop:]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:flags:replace:FSPACN},tamper{TCP:options-timestamp:corrupt})-|",1,[0]
0.0,"[TCP:options-nop::1]-tamper{TCP:options-uto:corrupt}(fragment{ip:-1:False:5}(tamper{TCP:ack:replace:1574655747},),)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:False:34}(,tamper{TCP:urgptr:replace:37052})-|",1,[0]
0.0,"[TCP:options-nop::1]-tamper{TCP:options-uto:corrupt}(fragment{tcp:-1:True:25}(tamper{TCP:ack:replace:1574655747},),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{ip:-1:True:5}-|[TCP:reserved:0]-tamper{TCP:options-sack:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:49:False:7},)-|[TCP:options-sackok:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:replace:}(tamper{TCP:options-timestamp:replace:3748318961}(tamper{TCP:dport:corrupt},),)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:-1:False:21}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:seq:corrupt}-|[TCP:options-sackok:]-tamper{TCP:window:replace:180}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:replace:1e47e8db2a3c44c8a04e3bc81e928b5c}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False:5}(fragment{tcp:-1:True}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-wscale:corrupt},)-|",1,[0]
0.0,[TCP:options-eol:]-fragment{tcp:16:True:30}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:ack:replace:2994239265}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:seq:replace:732122616}(tamper{TCP:options-nop:corrupt},),)-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-sack:corrupt},duplicate)-|",1,[0]
0.0,[TCP:options-uto:237:3]-tamper{TCP:options-mss:corrupt}-|,1,[0]
