Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,"[TCP:options-altchksumopt::0]-tamper{TCP:options-sackok:replace:}(duplicate,)-|[TCP:options-nop:]-|",1,[-1000]
-1000.0,[TCP:options-altchksumopt:]-|[TCP:options-timestamp:2196859769]-tamper{TCP:options-altchksum:corrupt}-|,1,[-1000]
-20.0,"[TCP:options-mss:48248]-tamper{TCP:options-eol:corrupt}(duplicate,)-|[TCP:flags:SA]-tamper{TCP:options-timestamp:corrupt}-|",1,[-20]
-20.0,"[TCP:flags:S]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-altchksum:corrupt},)-|[TCP:options-altchksum:47:2]-duplicate-|",1,[-20]
-20.0,"[TCP:urgptr:61773]-duplicate(,tamper{TCP:window:replace:110})-|[TCP:window:100:3]-duplicate-|",1,[-20]
-20.0,"[TCP:options-wscale:149]-tamper{TCP:options-md5header:replace:c52473282247cf141b677d9603235ad5}(tamper{TCP:seq:corrupt},)-|[TCP:seq:3975020288]-tamper{TCP:window:corrupt}-|",1,[-20]
-20.0,"[TCP:sport:54481]-tamper{TCP:options-eol:corrupt}(tamper{TCP:options-md5header:corrupt},)-|[TCP:options-timestamp:3643228730]-tamper{TCP:ack:replace:1728912720}-|",1,[-20]
-20.0,"[TCP:options-altchksum:250]-duplicate(fragment{tcp:-1:False},)-|[TCP:sport:33569]-tamper{TCP:reserved:corrupt}-|",1,[-20]
-20.0,[TCP:dataofs:1:0]-drop-|[TCP:options-timestamp:3377137346]-tamper{TCP:sport:corrupt}-|,1,[-20]
-20.0,"[TCP:options-altchksum:48:3]-duplicate(duplicate,)-|[TCP:window:70:2]-tamper{TCP:options-altchksum:replace:193}-|",1,[-20]
-20.0,"[TCP:options-mss:884]-duplicate(tamper{TCP:dport:replace:160}(duplicate,),)-|[TCP:chksum:31275]-tamper{TCP:chksum:corrupt}-|",1,[-20]
-20.0,"[TCP:dataofs:9]-fragment{tcp:-1:True}(,drop)-|[TCP:options-mss:60148]-duplicate-|",1,[-20]
-20.0,"[TCP:window:80]-duplicate(drop,)-|[TCP:seq:1660619658:3]-fragment{tcp:-1:False}-|",1,[-20]
-20.0,"[TCP:options-md5header:4c16ed37d28f265d3b147dca38178a0c]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:False},)-|[TCP:options-altchksum:234]-tamper{TCP:sport:replace:64455}-|",1,[-20]
-20.0,"[TCP:sport:7264]-fragment{tcp:-1:True}(,tamper{TCP:options-sack:corrupt})-|[TCP:dport:46413:4]-tamper{TCP:urgptr:replace:61911}-|",1,[-20]
-20.0,"[TCP:seq:571103970]-duplicate(,fragment{tcp:-1:False})-|[TCP:options-altchksum:209]-duplicate-|",1,[-20]
-20.0,"[TCP:flags:PUE]-tamper{TCP:options-mss:replace:58089}(tamper{TCP:options-timestamp:replace:1826250505},)-|[TCP:options-sackok::0]-tamper{TCP:chksum:replace:43039}-|",1,[-20]
-20.0,[TCP:options-md5header:071143ffe5a2fd43ba2ae382522daae6:3]-|[TCP:options-mss:51678]-fragment{tcp:-1:True}-|,1,[-20]
-20.0,[TCP:chksum:25977]-tamper{TCP:options-md5header:replace:c55650901473859f622bd2bb5e242745}-|[TCP:ack:1515090822]-drop-|,1,[-20]
-20.0,[TCP:options-md5header:071143ffe5a2fd43ba2ae382522daae6:3]-|[TCP:options-uto:39]-drop-|,1,[-20]
-10.0,"[TCP:dataofs:5]-tamper{TCP:load:corrupt}(fragment{tcp:-1:True},)-|[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:chksum:21447]-fragment{tcp:-1:True}(,fragment{tcp:-1:True}(,duplicate))-|",1,[-10]
-10.0,[TCP:options-wscale:136]-duplicate-|,1,[-10]
-10.0,"[TCP:options-mss:12209]-fragment{tcp:-1:True}(drop,)-|",1,[-10]
-10.0,[TCP:options-timestamp:1179610956]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-wscale:2]-drop-|,1,[-10]
-10.0,[TCP:sport:16950]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksum:103]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:sport:corrupt}(tamper{TCP:ack:replace:2486668481},),)-|",1,[-10]
-10.0,"[TCP:options-uto:79:4]-fragment{tcp:-1:False}(,duplicate)-|",1,[-10]
-10.0,[TCP:seq:1482040644]-drop-|,1,[-10]
-10.0,[TCP:dport:2036]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksum:4]-tamper{TCP:load:corrupt}(tamper{TCP:reserved:replace:7},)-|",1,[-10]
-10.0,[TCP:urgptr:46725]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksum:155]-tamper{TCP:dport:replace:41833}(tamper{TCP:dport:replace:32889},)-|",1,[-10]
-10.0,"[TCP:sport:51014]-duplicate(fragment{tcp:-1:False},tamper{TCP:chksum:replace:12481})-|",1,[-10]
-10.0,[TCP:options-md5header:e349c14639ae6ea2761af0901c43b84a:4]-tamper{TCP:chksum:replace:40228}-|,1,[-10]
-10.0,"[TCP:window:30:1]-tamper{TCP:sport:replace:27447}(tamper{TCP:options-sackok:corrupt}(tamper{TCP:reserved:corrupt},),)-|",1,[-10]
-10.0,"[TCP:sport:10481]-fragment{tcp:-1:True:5}(,tamper{TCP:options-mss:corrupt})-|",1,[-10]
-10.0,[TCP:options-altchksum:206]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:dataofs:13]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-md5header:efbfcc03c6d5fc9bd13276ea7648e1b2]-fragment{ip:-1:False}(drop,)-|",1,[-10]
-10.0,"[TCP:window:60]-fragment{tcp:-1:False}(tamper{TCP:window:corrupt},duplicate)-|",1,[-10]
-10.0,[TCP:options-altchksum:215:0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-uto:168]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-uto:243]-fragment{tcp:-1:True}(,drop)-|",1,[-10]
-10.0,"[TCP:seq:1398870406]-tamper{TCP:options-md5header:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:sport:13663]-drop-|,1,[-10]
-10.0,[TCP:ack:1471187385]-duplicate-|,1,[-10]
-10.0,"[TCP:dataofs:12]-tamper{TCP:reserved:corrupt}(fragment{tcp:5:False:17},)-|",1,[-10]
-10.0,[TCP:dport:9655:4]-drop-|[TCP:options-sackok::1]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:6515]-tamper{TCP:ack:replace:2254982225}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:reserved:corrupt}(duplicate,)-|[TCP:urgptr:7386:2]-tamper{TCP:window:corrupt}-|",1,[-10]
-10.0,"[TCP:dataofs:15:1]-fragment{tcp:-1:False}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-altchksum:39]-tamper{TCP:dport:replace:54365}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-wscale:137]-fragment{tcp:-1:True}(drop,)-|",1,[-10]
-10.0,[TCP:options-mss:57870]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:632471826]-drop-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__:2]-duplicate-|,1,[-10]
-10.0,"[TCP:load:]-fragment{tcp:-1:True}(fragment{tcp:-1:False},duplicate)-|",1,[-10]
-10.0,"[TCP:options-uto:132]-duplicate(,tamper{TCP:options-uto:replace:236})-|",1,[-10]
-10.0,[TCP:options-timestamp:2878168725:0]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,"[TCP:options-md5header:8846f95c68e0715f60a194d9b52ab708]-fragment{tcp:-1:False}(drop,tamper{TCP:options-wscale:replace:191})-|",1,[-10]
-10.0,"[TCP:sport:59997]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:window:corrupt}(tamper{TCP:options-nop:replace:},),)-|",1,[-10]
-10.0,"[TCP:seq:3812520474]-duplicate(tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:options-uto:194]-duplicate(fragment{tcp:-1:False},tamper{TCP:options-nop:replace:})-|",1,[-10]
-10.0,"[TCP:dataofs:12]-duplicate(fragment{tcp:-1:True}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:seq:4146546148]-duplicate(,fragment{tcp:-1:True})-|",1,[-10]
-10.0,[TCP:chksum:32458]-drop-|,1,[-10]
-10.0,"[TCP:chksum:30781]-fragment{tcp:-1:False}(duplicate(,duplicate),)-|",1,[-10]
-10.0,"[TCP:urgptr:53350]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:dport:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-md5header:0fc79d20605d74df33337de66de4e8e2]-tamper{TCP:options-mss:replace:53146}(tamper{TCP:dataofs:replace:1}(tamper{TCP:load:corrupt},),)-|",1,[-10]
-10.0,"[TCP:dataofs:11:1]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-sackok:corrupt},)-|",1,[-10]
-10.0,"[TCP:sport:5682]-duplicate(,tamper{TCP:ack:corrupt})-|",1,[-10]
-10.0,[TCP:ack:3704586989]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:dataofs:7]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,"[TCP:sport:28785]-tamper{TCP:chksum:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:reserved:1]-fragment{tcp:-1:False}(fragment{tcp:-1:True},fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:options-timestamp:234595217:2]-drop-|,1,[-10]
-10.0,"[TCP:dataofs:4]-fragment{tcp:-1:False}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:options-md5header:9c67413f338f8d777257af3fa0a9f2ed]-duplicate(,tamper{TCP:options-sackok:replace:})-|",1,[-10]
-10.0,[TCP:load::3]-tamper{TCP:ack:replace:1058286229}-|,1,[-10]
-10.0,[TCP:urgptr:60193]-duplicate-|,1,[-10]
-10.0,"[TCP:urgptr:7608]-fragment{tcp:-1:True}(fragment{ip:-1:False:5},)-|",1,[-10]
-10.0,"[TCP:load:__DNS_REQUEST__:0]-tamper{TCP:seq:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-uto:36]-tamper{TCP:load:replace:i31h9667jj}(tamper{TCP:chksum:corrupt}(tamper{TCP:window:replace:110},),)-|",1,[-10]
-10.0,"[TCP:dataofs:1]-tamper{TCP:ack:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:reserved:2:1]-tamper{TCP:options-mss:replace:60680}(fragment{tcp:-1:False:5},)-|",1,[-10]
-10.0,[TCP:options-md5header:f6347d01bebe27b25139f922907a5d08:4]-duplicate-|,1,[-10]
-10.0,[TCP:dataofs:3]-duplicate-|,1,[-10]
-10.0,"[TCP:dport:19716]-fragment{tcp:-1:False}(tamper{TCP:seq:corrupt},)-|",1,[-10]
-10.0,"[TCP:seq:2794615961]-tamper{TCP:options-md5header:corrupt}(drop,)-|",1,[-10]
-10.0,[TCP:chksum:48853:1]-drop-|,1,[-10]
-10.0,"[TCP:sport:55242]-tamper{TCP:options-mss:replace:19185}(fragment{tcp:-1:False}(drop,),)-|",1,[-10]
-10.0,[TCP:load::0]-tamper{TCP:options-timestamp:replace:212502345}-|,1,[-10]
-10.0,"[TCP:options-altchksum:199]-duplicate(drop,)-|",1,[-10]
-10.0,"[TCP:seq:3294546670]-tamper{TCP:options-sack:replace:}(drop,)-|",1,[-10]
-10.0,[TCP:dataofs:11:0]-drop-|,1,[-10]
-10.0,[TCP:urgptr:22643]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:seq:777063798]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:127]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,"[TCP:sport:38799]-duplicate(,fragment{tcp:-1:False})-|",1,[-10]
-10.0,[TCP:load:348et3n13s]-drop-|,1,[-10]
-10.0,[TCP:options-uto:234:3]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:ack:3058844575]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:6755]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,"[TCP:window:110]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:options-uto:224:0]-tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:options-mss:4781]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:options-sackok::0]-tamper{TCP:seq:replace:3149801426}(tamper{TCP:window:replace:120},)-|",1,[-10]
-10.0,"[TCP:sport:38383]-tamper{TCP:chksum:replace:15425}(drop,)-|",1,[-10]
-10.0,[TCP:urgptr:60219]-drop-|,1,[-10]
-10.0,[TCP:options-md5header:0e52ed76884cf79d707794a3b5b841ad:0]-tamper{TCP:dataofs:replace:2}-|,1,[-10]
-10.0,[TCP:chksum:13396]-duplicate-|,1,[-10]
-10.0,"[TCP:options-md5header:76a930a17dcc85428ee2b4e1e9991272:3]-fragment{tcp:-1:False}(tamper{TCP:options-altchksumopt:replace:},duplicate)-|",1,[-10]
-10.0,[TCP:options-timestamp:3157258355]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,"[TCP:flags:S]-tamper{TCP:options-sackok:corrupt}(duplicate(tamper{TCP:options-altchksumopt:replace:},),)-|",1,[-10]
-10.0,"[TCP:seq:1070577829:2]-tamper{TCP:window:replace:40}(tamper{TCP:sport:replace:60610}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:window:150]-tamper{TCP:options-sack:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:sport:9393]-duplicate(tamper{TCP:options-eol:corrupt},)-|",1,[-10]
-10.0,"[TCP:reserved:6]-fragment{tcp:-1:False}(drop,)-|",1,[-10]
-10.0,[TCP:options-altchksum:215]-duplicate-|,1,[-10]
-10.0,"[TCP:urgptr:19303]-duplicate(tamper{TCP:ack:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-wscale:241:2]-duplicate(,tamper{TCP:seq:corrupt}(fragment{tcp:-1:True},))-|",1,[-10]
-10.0,[TCP:options-wscale:105]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:52773:1]-duplicate-|,1,[-10]
-10.0,[TCP:ack:342552414]-drop-|,1,[-10]
-10.0,"[TCP:options-timestamp:3406474561]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:chksum:replace:42464},)-|",1,[-10]
-10.0,[TCP:ack:476949949]-drop-|,1,[-10]
-10.0,"[TCP:ack:2777011745]-fragment{tcp:-1:True}(duplicate,tamper{TCP:flags:corrupt})-|",1,[-10]
-10.0,"[TCP:dataofs:6]-tamper{TCP:load:replace:__HTTP_REQUEST__}(fragment{ip:-1:False:5},)-|",1,[-10]
-10.0,[TCP:options-md5header:711d2cc3851da5defaae128249463185]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:ack:1791446868]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:dataofs:9]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:window:30:0]-tamper{TCP:options-timestamp:replace:1512826640}-|,1,[-10]
-10.0,"[TCP:reserved:5]-tamper{TCP:urgptr:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dport:41031:2]-tamper{TCP:sport:replace:56235}(fragment{ip:-1:True:5},)-|",1,[-10]
-10.0,[TCP:reserved:5]-drop-|,1,[-10]
-10.0,[TCP:options-md5header:ce01cb97bab5a1a03fe3fdec6ca5ad3a]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:flags:RA]-duplicate(,tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-nop:replace:},))-|",1,[-10]
-10.0,"[TCP:dataofs:14:0]-duplicate(,tamper{TCP:reserved:replace:3})-|",1,[-10]
-10.0,[TCP:options-mss:34516]-drop-|,1,[-10]
-10.0,"[TCP:options-timestamp:2714151099:0]-duplicate(,tamper{TCP:load:corrupt})-|",1,[-10]
-10.0,"[TCP:options-md5header:be98a1ee363c12eaff6687941f4ade61]-tamper{TCP:load:replace:__DNS_REQUEST__}(tamper{TCP:options-eol:corrupt},)-|",1,[-10]
-10.0,"[TCP:options-wscale:123]-tamper{TCP:seq:corrupt}(drop,)-|",1,[-10]
-10.0,"[TCP:sport:33532]-duplicate(tamper{TCP:options-md5header:corrupt},)-|",1,[-10]
-10.0,"[TCP:load:ilzv9c3nmb]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:options-nop:replace:},)-|",1,[-10]
-10.0,"[TCP:sport:31213]-duplicate(tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,[TCP:load:w24lp2xvxq]-duplicate-|,1,[-10]
-10.0,"[TCP:seq:3200115435:1]-tamper{TCP:flags:replace:PA}(duplicate(tamper{TCP:options-altchksum:replace:246},),)-|",1,[-10]
-10.0,[TCP:chksum:16208]-drop-|,1,[-10]
-10.0,"[TCP:ack:1771177157]-tamper{TCP:options-altchksumopt:replace:}(drop,)-|",1,[-10]
-10.0,[TCP:options-timestamp:209804269]-tamper{TCP:dataofs:replace:9}-|,1,[-10]
-10.0,"[TCP:dataofs:10]-tamper{TCP:chksum:replace:18070}(tamper{TCP:window:replace:50},)-|",1,[-10]
-10.0,[TCP:seq:1352106674]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-uto:80]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:seq:1641751071:1]-tamper{TCP:options-altchksumopt:replace:}(fragment{tcp:-1:False}(duplicate,),)-|",1,[-10]
-10.0,[TCP:chksum:7194]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,"[TCP:urgptr:10172]-fragment{tcp:-1:True}(drop,tamper{TCP:chksum:corrupt})-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-nop:replace:}(duplicate,)-|[TCP:load:__HTTP_REQUEST__]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:sport:52901]-duplicate(tamper{TCP:options-nop:replace:},)-|",1,[-10]
-10.0,"[TCP:ack:929597769]-fragment{tcp:-1:True}(,tamper{TCP:sport:replace:41091})-|",1,[-10]
-10.0,"[TCP:options-mss:15460]-tamper{TCP:urgptr:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:sport:corrupt}(duplicate,)-|[TCP:options-altchksum:136:3]-tamper{TCP:urgptr:corrupt}-|",1,[-10]
-10.0,[TCP:options-mss:35387]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-mss:33374]-duplicate(fragment{ip:-1:True},)-|",1,[-10]
-10.0,[TCP:ack:3678095982]-drop-|,1,[-10]
-10.0,[TCP:options-altchksum:44]-drop-|,1,[-10]
-10.0,[TCP:dataofs:11]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-uto:14]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksum:91]-duplicate(fragment{tcp:-1:True:5},)-|",1,[-10]
-10.0,[TCP:options-mss:57137]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:dataofs:5]-duplicate-|,1,[-10]
-10.0,"[TCP:urgptr:8887]-fragment{tcp:-1:False}(tamper{TCP:window:replace:180},)-|",1,[-10]
-10.0,"[TCP:dport:33015:2]-tamper{TCP:sport:replace:52914}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-altchksum:196]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:options-uto:164]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:flags:SA]-duplicate-|,1,[-10]
-10.0,[TCP:load:8gm2c89kt2]-duplicate-|,1,[-10]
-10.0,[TCP:ack:1237302004]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:35623]-duplicate-|,1,[-10]
-10.0,[TCP:ack:142271276]-duplicate-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__]-tamper{TCP:options-mss:replace:47626}-|,1,[-10]
-10.0,[TCP:options-timestamp:2229876966:0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:dataofs:10:1]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,[TCP:window:40]-duplicate-|,1,[-10]
-10.0,[TCP:window:90]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:seq:1493999956]-tamper{TCP:options-uto:replace:200}-|,1,[-10]
-10.0,[TCP:dport:47258]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dport:34572]-duplicate-|,1,[-10]
-10.0,"[TCP:flags:RA]-duplicate(tamper{TCP:options-mss:corrupt},tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-nop:replace:},))-|",1,[-10]
-10.0,"[TCP:flags:S]-tamper{TCP:options-sackok:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:dport:17078]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-mss:15460]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-tamper{TCP:options-uto:replace:142}-|[TCP:ack:3119221909:3]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:urgptr:12598:2]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-uto:168]-drop-|,1,[-10]
-10.0,[TCP:dataofs:12]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:69798617]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,[TCP:seq:3966990137]-tamper{TCP:flags:replace:SPN}-|,1,[-10]
-10.0,[TCP:dataofs:4:2]-tamper{TCP:sport:replace:54507}-|,1,[-10]
-10.0,[TCP:options-uto:200]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:123}-|[TCP:ack:827931431]-duplicate-|,1,[-10]
-10.0,[TCP:load:__DNS_REQUEST__:2]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:options-timestamp:1906774324:3]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:1:1]-duplicate-|,1,[-10]
-10.0,[TCP:options-uto:159]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-wscale:144]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-wscale:99:2]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,[TCP:reserved:5]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,"[TCP:options-nop::0]-fragment{ip:43:True}(,tamper{TCP:sport:replace:1276})-|[TCP:dataofs:6]-duplicate-|",1,[-10]
-10.0,[TCP:ack:1870248964:0]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:dport:24482:1]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}-|[TCP:options-wscale:118]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:55456:3]-drop-|,1,[-10]
-10.0,[TCP:seq:1255712904:0]-drop-|,1,[-10]
-10.0,[TCP:window:10]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,"[TCP:urgptr:12598:2]-duplicate(,duplicate)-|",1,[-10]
-10.0,[TCP:ack:2245838436:1]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-md5header:5790f32ce5b15238011fed759b14d905]-drop-|,1,[-10]
-10.0,"[TCP:ack:929597769]-fragment{ip:-1:True}(,tamper{TCP:sport:replace:41091})-|",1,[-10]
-10.0,[TCP:urgptr:22974]-duplicate-|,1,[-10]
-10.0,[TCP:seq:3315264981]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,"[TCP:options-md5header:be98a1ee363c12eaff6687941f4ade61]-tamper{TCP:load:replace:__DNS_REQUEST__}(tamper{TCP:options-eol:corrupt}(tamper{TCP:options-sack:corrupt},),)-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-timestamp:1001241736]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:dport:62250]-tamper{TCP:sport:replace:12405}-|,1,[-10]
-10.0,[TCP:ack:2503157504]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:chksum:12618]-duplicate-|,1,[-10]
-10.0,[TCP:urgptr:12598:2]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:chksum:15933]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:reserved:replace:4}(tamper{TCP:options-eol:replace:},)-|[TCP:reserved:5]-duplicate-|",1,[-10]
-10.0,[TCP:urgptr:9368]-tamper{TCP:sport:replace:22187}-|,1,[-10]
-10.0,[TCP:options-md5header:071143ffe5a2fd43ba2ae382522daae6:3]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dport:39093]-tamper{TCP:window:replace:20}-|,1,[-10]
-10.0,[TCP:options-eol::0]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:chksum:25977]-tamper{TCP:options-timestamp:replace:3222777157}-|,1,[-10]
-10.0,[TCP:load:oatnhpjsvs]-fragment{tcp:-1:False}-|,1,[-10]
