Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:window:160]-drop-|,1,[-10]
-10.0,"[TCP:options-sack:]-|[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:-1:True},)-|[TCP:seq:2890904018]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:options-eol:]-tamper{TCP:sport:corrupt}-|[TCP:options-uto:53:0]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(duplicate,)-|[TCP:dataofs:6]-tamper{TCP:chksum:replace:47757}-|",1,[-10]
-10.0,[TCP:flags:PA:0]-tamper{TCP:sport:corrupt}-|[TCP:options-wscale:65]-duplicate-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}(duplicate,)-|[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}-|[TCP:load:mrvgqaujta]-tamper{TCP:load:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:window:corrupt},)-|[TCP:ack:532157564]-drop-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:dataofs:replace:2},)-|[TCP:urgptr:25069]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:options-wscale:12]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:10}-|[TCP:options-altchksum:205]-drop-|,1,[-10]
-10.0,[TCP:options-nop:]-fragment{tcp:-1:True}-|[TCP:options-timestamp:1575789111]-tamper{TCP:chksum:replace:13833}-|,1,[-10]
-10.0,[TCP:options-eol:]-duplicate-|[TCP:chksum:52391]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(duplicate(,tamper{TCP:options-md5header:replace:dd02469bf228961c96c8d00a7386bbd6}),duplicate)-|[TCP:reserved:6]-tamper{TCP:seq:replace:3129108564}-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-mss:replace:9946}(tamper{TCP:options-eol:corrupt},),)-|[TCP:options-md5header:f34a396150ca4785919f587612b69d9c]-tamper{TCP:options-timestamp:replace:114956088}-|",1,[-10]
-10.0,"[TCP:options-sack:]-fragment{tcp:9:False}(tamper{TCP:flags:corrupt},fragment{tcp:9:True:48}(fragment{tcp:-1:False},))-|[TCP:options-eol:]-drop-|[TCP:options-altchksumopt:]-duplicate-|[TCP:options-md5header:5abbee76140e0cee064b44ee8b928aa9]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(tamper{TCP:reserved:replace:7},)-|[TCP:window:40:0]-tamper{TCP:reserved:corrupt}-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:53:True:26}(tamper{TCP:ack:replace:85496421},)-|[TCP:options-altchksum:105]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:53:True:26}(tamper{TCP:window:replace:100},),duplicate)-|[TCP:options-eol:]-tamper{TCP:sport:replace:64610}(fragment{tcp:-1:False},)-|[TCP:options-sack:]-duplicate-|[TCP:chksum:48585:0]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:window:100]-tamper{TCP:urgptr:corrupt}-|[TCP:chksum:14769:3]-tamper{TCP:dataofs:replace:5}-|,1,[-10]
-10.0,[TCP:sport:30502]-duplicate-|[TCP:chksum:44022]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-nop:corrupt}(duplicate(,duplicate(,duplicate)),)-|[TCP:options-uto:41]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-mss:replace:9946}(tamper{TCP:options-eol:corrupt},),)-|[TCP:options-mss:31409]-duplicate-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-nop:corrupt}(duplicate,)-|[TCP:options-md5header:02d9153f69512be39febb2a8cd5e78cb:3]-duplicate-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:corrupt}-|[TCP:ack:1368493781]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:True:5}-|[TCP:options-mss:21575]-tamper{TCP:seq:replace:3121122047}-|,1,[-10]
-10.0,"[TCP:options-nop:]-duplicate(duplicate(duplicate,),)-|[TCP:sport:46319:4]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(tamper{TCP:reserved:replace:7},)-|[TCP:options-eol:]-drop-|[TCP:options-altchksumopt:]-duplicate-|[TCP:load:__HTTP_REQUEST__:2]-tamper{TCP:options-wscale:corrupt}-|",1,[-10]
-10.0,[TCP:flags:PA:0]-|[TCP:options-altchksum:71:1]-duplicate-|,1,[-10]
-10.0,[TCP:sport:52787]-tamper{TCP:dataofs:corrupt}-|[TCP:seq:2710588799]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-mss:63193]-duplicate-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-nop:corrupt}(duplicate(duplicate(,duplicate),tamper{TCP:window:corrupt}(duplicate(duplicate,),)),)-|[TCP:options-wscale:54]-duplicate-|",1,[-10]
-10.0,"[TCP:options-eol:]-fragment{ip:-1:True:5}(tamper{TCP:options-altchksumopt:replace:},)-|[TCP:dport:17146:1]-tamper{TCP:ack:corrupt}-|",1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:209}(tamper{TCP:load:replace:vnkfj98j6g}(duplicate(duplicate,duplicate(,tamper{TCP:options-altchksum:replace:25})),),)-|[TCP:seq:4288260927]-tamper{TCP:sport:replace:7387}-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:chksum:corrupt}-|[TCP:options-md5header:f6ee15c06df04690d5f9507095ecb04d:3]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:reserved:replace:6}-|[TCP:options-uto:235]-tamper{TCP:reserved:replace:3}-|,1,[-10]
-10.0,"[TCP:flags:PA:0]-duplicate(drop,)-|[TCP:options-mss:39818]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol::0]-|[TCP:options-md5header:47e7d1d1eeb04788959d27c0a62265a7]-fragment{tcp:-1:True}-|,1,[-10]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sack:replace:}(fragment{ip:-1:False},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(fragment{tcp:31:False:18},)-|",1,[0]
0.0,[TCP:ack:2746573051]-|,1,[0]
0.0,[TCP:options-altchksumopt::3]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-wscale:corrupt},)-|[TCP:options-sack:]-duplicate-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:32235}(tamper{TCP:options-timestamp:corrupt}(tamper{TCP:flags:corrupt},),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:dport:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:209}(tamper{TCP:options-sack:replace:}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:ack:replace:19184949}(tamper{TCP:options-sackok:replace:}(tamper{TCP:options-mss:corrupt},),)-|",1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:False},)-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:window:replace:170},)-|[TCP:options-eol:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-nop::2]-tamper{TCP:options-wscale:replace:31}(tamper{TCP:options-wscale:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,[TCP:options-mss:39912]-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:3074559068}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:replace:2cf33e5b2e78b875563353d89a7d3d39}(tamper{TCP:options-wscale:replace:89}(tamper{TCP:dataofs:replace:14},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,duplicate(tamper{TCP:options-sackok:corrupt},))-|",1,[0]
0.0,[TCP:dataofs:6]-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:seq:replace:3340990755}-|,1,[0]
0.0,[TCP:options-wscale:152]-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,fragment{tcp:-1:False})-|[TCP:options-eol:]-fragment{tcp:-1:False}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:replace:d0ff0e89f12cb58633f9b1085133f4fa}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol::2]-tamper{TCP:options-nop:replace:}(duplicate(duplicate,),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-eol:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:-1:False:23}(fragment{tcp:31:False:18},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}-|[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:load:corrupt}(tamper{TCP:options-wscale:corrupt},)-|[TCP:options-sack:]-duplicate-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:38}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:34:True}(fragment{tcp:31:False:18},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:32235}(tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-uto:corrupt},),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-eol::1]-tamper{TCP:options-nop:replace:}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:corrupt}(fragment{ip:-1:True:5},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(tamper{TCP:sport:replace:43575},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:3074559068}(duplicate,)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:199}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,duplicate(tamper{TCP:load:corrupt},))-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:reserved:corrupt},)-|[TCP:options-sack:]-duplicate-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:32235}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sack:replace:}(fragment{ip:-1:False}(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:flags:PA:0]-duplicate(duplicate,tamper{TCP:window:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-mss:replace:37589}(tamper{TCP:options-sack:replace:}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-wscale:corrupt}(drop,),)-|[TCP:options-sack:]-duplicate-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(fragment{tcp:31:False:18},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|[TCP:options-nop:]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:ack:replace:19184949}(fragment{tcp:-1:False:5},)-|",1,[0]
0.0,[TCP:options-altchksumopt::2]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:chksum:replace:41879}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:replace:d0ff0e89f12cb58633f9b1085133f4fa}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-altchksum:replace:215},tamper{TCP:reserved:corrupt})-|",1,[0]
0.0,"[TCP:flags:PA:0]-duplicate(,tamper{TCP:sport:corrupt})-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:209}(tamper{TCP:options-sack:replace:}(duplicate(,tamper{TCP:options-nop:corrupt}),),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-nop:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:ack:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:53:False:26}-|,1,[0]
0.0,"[TCP:options-eol::0]-fragment{tcp:-1:False}-|[TCP:options-eol:]-duplicate(duplicate,)-|",1,[0]
0.0,[TCP:options-nop:]-duplicate-|[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:window:replace:30}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(fragment{tcp:50:False:18},)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:31:False:18}-|,1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:dataofs:replace:2}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,fragment{tcp:32:False:48})-|[TCP:options-eol:]-fragment{tcp:41:True}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:209}(tamper{TCP:options-sack:replace:}(duplicate(tamper{TCP:options-md5header:replace:5b33fb6dd9427ed79f43033e34a59468},),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:3074559068}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,[TCP:options-eol::0]-fragment{tcp:-1:False}-|[TCP:options-eol:]-duplicate-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:flags:replace:F}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:urgptr:replace:35206}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,fragment{tcp:52:False})-|[TCP:options-eol:]-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:load:replace:gsinbri05z},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:seq:replace:632694982})-|",1,[0]
0.0,[TCP:options-nop::2]-duplicate-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:corrupt}(fragment{tcp:37:False},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-altchksumopt::3]-tamper{TCP:options-uto:replace:41}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:corrupt}(fragment{tcp:10:True:5},)-|",1,[0]
0.0,[TCP:options-altchksumopt::2]-tamper{TCP:options-md5header:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:32235}(tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:flags:corrupt},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-wscale:replace:3},tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,[TCP:options-nop::1]-tamper{TCP:options-wscale:replace:31}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,[TCP:load::1]-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:load:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(duplicate(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:window:replace:170},tamper{TCP:options-altchksumopt:corrupt})-|[TCP:options-eol:]-|",1,[0]
0.0,[TCP:options-altchksumopt::2]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:False},)-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:ack:corrupt},)-|[TCP:options-sack:]-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:reserved:corrupt},tamper{TCP:options-altchksumopt:replace:})-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:ack:replace:1849090700}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:ack:replace:2997691511}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-nop:replace:}(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:ack:replace:2997691511}(tamper{TCP:window:replace:170},)-|",1,[0]
0.0,"[TCP:flags:PA:0]-duplicate(duplicate,tamper{TCP:ack:corrupt})-|",1,[0]
0.0,"[TCP:options-eol::0]-fragment{tcp:29:True:37}-|[TCP:options-eol:]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-eol:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sack:corrupt}(fragment{tcp:37:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:replace:4093817454}(tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-uto:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-altchksumopt:corrupt},tamper{TCP:options-altchksumopt:replace:})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:FA}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}-|[TCP:options-eol:]-fragment{tcp:41:True}(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:28:False:11}(fragment{tcp:31:False:18},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:chksum:replace:54545}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:replace:46990}(duplicate,)-|[TCP:options-nop:]-tamper{TCP:options-altchksumopt:replace:}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:flags:corrupt}(fragment{tcp:33:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:7:False:3},tamper{TCP:options-sackok:replace:})-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:load:replace:gsinbri05z},)-|[TCP:options-sackok:]-duplicate-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:2:False:1}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-altchksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:17363}(tamper{TCP:options-sack:replace:}(duplicate(,tamper{TCP:options-nop:corrupt}),),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,duplicate(tamper{TCP:sport:corrupt},))-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-sackok:replace:}-|,1,[0]
0.0,"[TCP:options-nop::1]-duplicate(drop,)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:window:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:ack:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:ack:replace:19184949}(tamper{TCP:options-sackok:replace:}(tamper{TCP:options-mss:replace:9946}(tamper{TCP:options-nop:replace:},),),)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{ip:11:True}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:replace:32235}(tamper{TCP:options-eol:corrupt}(tamper{TCP:flags:corrupt},),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:window:replace:170}-|[TCP:options-eol:]-tamper{TCP:options-nop:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:replace:2cf33e5b2e78b875563353d89a7d3d39}(tamper{TCP:options-wscale:replace:89}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(tamper{TCP:sport:replace:43575}(tamper{TCP:flags:replace:PA},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:220}-|,1,[0]
0.0,"[TCP:flags:PA:0]-duplicate(duplicate,tamper{TCP:sport:corrupt})-|[TCP:options-nop::1]-fragment{tcp:-1:False}-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:True:47}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-nop:replace:}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:37:False}-|,1,[0]
0.0,[TCP:options-nop::0]-tamper{TCP:options-timestamp:replace:1002730097}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:reserved:replace:0}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:False:5}(,fragment{tcp:32:False:48})-|[TCP:options-eol:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(,fragment{ip:-1:False:5})-|[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(duplicate(fragment{tcp:-1:False},),)-|",1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:options-nop:replace:}(duplicate(,tamper{TCP:options-altchksumopt:replace:}),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:2}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:seq:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:ack:corrupt})-|",1,[0]
0.0,[TCP:options-nop::0]-tamper{TCP:options-wscale:replace:31}-|[TCP:options-eol:]-tamper{TCP:options-altchksumopt:replace:}-|,1,[0]
0.0,"[TCP:flags:PA:0]-duplicate(tamper{TCP:options-md5header:corrupt},duplicate)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(fragment{tcp:-1:False:18},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:chksum:replace:59775},)-|",1,[0]
0.0,"[TCP:options-eol::0]-tamper{TCP:options-nop:replace:}(duplicate(,duplicate(,tamper{TCP:urgptr:replace:33676})),)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:sport:replace:54927}-|,1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}(duplicate(tamper{TCP:ack:corrupt},),)-|[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-sackok:replace:},tamper{TCP:options-altchksumopt:corrupt})-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:ack:replace:19184949}(fragment{tcp:-1:True:18},)-|",1,[0]
0.0,"[TCP:options-nop:]-fragment{ip:-1:False:23}(tamper{TCP:options-sackok:replace:}(tamper{TCP:options-mss:replace:9946},),tamper{TCP:dport:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:reserved:corrupt}(duplicate(fragment{tcp:-1:False:33},),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:dport:corrupt}(duplicate,)-|[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:replace:2cf33e5b2e78b875563353d89a7d3d39}(tamper{TCP:sport:replace:25019},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:10:True:5},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:reserved:corrupt},tamper{TCP:options-altchksumopt:replace:})-|[TCP:options-sackok:]-drop-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:options-md5header:replace:8777c41aeaa1b11b93e6ae114b06799f},)-|[TCP:options-altchksumopt::2]-tamper{TCP:options-uto:replace:41}-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:load:replace:gsinbri05z})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:209}(tamper{TCP:options-sack:replace:}(duplicate(duplicate,tamper{TCP:options-nop:corrupt}),),)-|",1,[0]
0.0,[TCP:options-nop::1]-duplicate-|,1,[0]
0.0,[TCP:options-altchksumopt::2]-tamper{TCP:options-uto:replace:41}-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{ip:36:False:18}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:ack:replace:3778785232})-|[TCP:options-altchksumopt::2]-tamper{TCP:options-uto:replace:41}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:window:corrupt}(fragment{tcp:-1:True:48},)-|",1,[0]
0.0,[TCP:sport:44972]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-nop:]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-nop:]-fragment{tcp:-1:True}-|[TCP:options-sackok:]-drop-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-md5header:replace:6efbed1cbcaaef91c480c7a7b68a14d1}-|,1,[0]
