Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-sack::1]-|,1,[-1000]
-1000.0,"[TCP:options-eol::0]-tamper{TCP:options-mss:corrupt}(drop,)-|",1,[-1000]
-1000.0,"[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}(drop,)-|",1,[-1000]
-1000.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:2129354000}(tamper{TCP:chksum:corrupt}(tamper{TCP:dataofs:corrupt}(drop,),),)-|",1,[-1000]
-1000.0,"[TCP:options-altchksumopt:]-tamper{TCP:load:corrupt}(drop,)-|",1,[-1000]
-1000.0,[TCP:options-nop:]-drop-|[TCP:options-uto:196]-duplicate-|,1,[-1000]
-1000.0,[TCP:options-altchksumopt::1]-|,1,[-1000]
-1000.0,[TCP:options-altchksumopt:]-|[TCP:seq:3239939953]-duplicate-|,1,[-1000]
-1000.0,"[TCP:options-sack::0]-tamper{TCP:options-timestamp:replace:2129354000}(tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:True},),)-|[TCP:options-eol:]-|",1,[-1000]
-1000.0,"[TCP:options-nop:]-tamper{TCP:load:replace:}(drop,)-|",1,[-1000]
-1000.0,"[TCP:options-sack:]-tamper{TCP:flags:replace:SRP}(drop,)-|",1,[-1000]
-1000.0,[TCP:options-uto:216]-tamper{TCP:options-altchksum:corrupt}-|[TCP:flags:PA]-drop-|,1,[-1000]
-1000.0,"[TCP:options-sack:]-tamper{TCP:ack:corrupt}(drop,)-|",1,[-1000]
-1000.0,"[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}(drop,)-|",1,[-1000]
-1000.0,[TCP:options-nop:]-|[TCP:options-sackok::0]-|,1,[-1000]
-1000.0,"[TCP:dport:15078]-tamper{TCP:reserved:replace:1}(tamper{TCP:window:replace:90},)-|[TCP:options-altchksumopt:]-drop-|",1,[-1000]
-1000.0,"[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(drop,)-|",1,[-1000]
-1000.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:reserved:replace:1}(drop,),)-|",1,[-1000]
