Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,[TCP:options-sackok::0]-|,1,[-1000]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:56716}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-sackok:replace:},)-|[TCP:options-sack:]-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-sack:corrupt},fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(duplicate,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:seq:replace:462633466},fragment{tcp:9:True})-|",1,[0]
0.0,"[TCP:reserved:6]-tamper{TCP:dport:corrupt}(duplicate,)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-md5header:replace:ae3bef61e10c5c0d29264cd446b362bc}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:139}(duplicate,)-|[TCP:options-wscale:107]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-eol:]-fragment{tcp:34:True}-|,1,[0]
0.0,"[TCP:flags:PA]-duplicate(tamper{TCP:dataofs:replace:7},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,tamper{TCP:reserved:replace:7}(fragment{tcp:18:True}(tamper{TCP:options-timestamp:corrupt},),))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:49:False}(,fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(duplicate,fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:flags:replace:FSEN}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-|[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,[TCP:reserved:7]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(duplicate,tamper{TCP:reserved:replace:4})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(fragment{tcp:-1:True},tamper{TCP:seq:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-wscale:corrupt},)-|[TCP:options-sackok:]-tamper{TCP:reserved:replace:2}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:61}(drop,)-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:17:True:8}-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(drop,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(duplicate(fragment{tcp:-1:True},),drop)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(duplicate(,duplicate(drop,)),)-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:55:True:13}-|[TCP:options-nop:]-duplicate-|,1,[0]
0.0,[TCP:options-altchksumopt:]-|[TCP:options-eol:]-fragment{tcp:4:True:5}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:dataofs:replace:8}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:flags:replace:FSEN}-|,1,[0]
0.0,"[TCP:options-wscale:66:0]-duplicate(drop,)-|",1,[0]
0.0,"[TCP:options-md5header:8aa44862c1f132ad65e5ecd3744b19e1]-duplicate(tamper{TCP:load:replace:},tamper{TCP:flags:replace:RAUECN})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:53:False}(,duplicate)-|[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{ip:-1:True:5},)-|[TCP:options-sackok:]-duplicate-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:24:True:5}-|[TCP:options-eol:]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate-|[TCP:load:]-duplicate(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:13}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:dport:replace:10837}(fragment{tcp:-1:True}(duplicate,),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|[TCP:options-sackok:]-tamper{TCP:dport:replace:23942}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate-|[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:7:False:32},)-|[TCP:options-sackok:]-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:reserved:replace:7},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,tamper{TCP:reserved:replace:7})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:ack:replace:4075820764}(duplicate(tamper{TCP:options-wscale:corrupt},),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dataofs:replace:7}(duplicate,)-|[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{tcp:-1:False},tamper{TCP:dataofs:replace:5})-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False:29}-|[TCP:options-eol:]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:dataofs:replace:14},fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:flags:PA]-duplicate(tamper{TCP:dataofs:replace:7},)-|[TCP:options-nop:]-duplicate-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-uto:replace:60},tamper{TCP:urgptr:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:reserved:replace:7}(fragment{tcp:-1:True}(duplicate,),))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:window:replace:190},tamper{TCP:load:corrupt}(tamper{TCP:options-nop:replace:},))-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:False}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-wscale:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,tamper{TCP:reserved:replace:7}(fragment{tcp:45:False},))-|",1,[0]
0.0,"[TCP:dport:36106]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-sackok:replace:},)-|[TCP:options-sack:]-duplicate-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{ip:11:True},)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,tamper{TCP:reserved:replace:7}(tamper{TCP:options-timestamp:corrupt},))-|",1,[0]
0.0,[TCP:options-sack:]-fragment{ip:-1:True:43}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(fragment{tcp:7:False:23},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:replace:18}(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,fragment{tcp:7:False})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:136}(duplicate(duplicate,),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:seq:replace:462633466}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:options-uto:corrupt})-|[TCP:options-wscale:107]-tamper{TCP:chksum:corrupt}-|",1,[0]
0.0,[TCP:reserved:0]-duplicate-|[TCP:options-eol::3]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(drop,tamper{TCP:urgptr:replace:20475}(tamper{TCP:seq:corrupt}(tamper{TCP:sport:corrupt}(tamper{TCP:options-uto:corrupt},),),))-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:35:True:17}(,duplicate(duplicate,))-|[TCP:options-eol:]-tamper{TCP:sport:replace:39187}-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:56:False:28}-|[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-nop:replace:}(tamper{TCP:options-wscale:replace:157},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:replace:106a42fabe79336d6cecf234e30599d7}(tamper{TCP:options-timestamp:corrupt}(duplicate,),)-|",1,[0]
0.0,[TCP:options-sackok::1]-fragment{tcp:-1:False:46}-|,1,[0]
0.0,[TCP:seq:3437507526]-tamper{TCP:dataofs:replace:15}-|,1,[0]
0.0,"[TCP:options-sack::0]-duplicate(drop,tamper{TCP:options-eol:replace:}(tamper{TCP:seq:corrupt}(duplicate(fragment{ip:33:True:21}(,duplicate),),),))-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:load:corrupt}(tamper{TCP:options-uto:corrupt},)-|[TCP:options-sack:]-tamper{TCP:options-altchksum:corrupt}-|",1,[0]
0.0,[TCP:options-altchksumopt:]-|[TCP:options-eol:]-tamper{TCP:options-sackok:corrupt}-|[TCP:chksum:15918:1]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:False:10}(,tamper{TCP:load:replace:__DNS_REQUEST__}))-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,tamper{TCP:dataofs:replace:9}(fragment{tcp:-1:True},))-|",1,[0]
0.0,[TCP:reserved:0:0]-fragment{tcp:54:False:31}-|,1,[0]
0.0,[TCP:options-eol::3]-duplicate-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:window:corrupt}-|[TCP:options-eol:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True:9}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-drop-|[TCP:options-eol:]-duplicate(tamper{TCP:dport:corrupt},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-|[TCP:options-eol::0]-duplicate-|,1,[0]
0.0,[TCP:options-sackok:]-duplicate-|[TCP:options-eol:]-duplicate-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:8:False:4}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-md5header:replace:ea2fe7cf9dac828d1cea0c886368a1de},)-|[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:corrupt}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:corrupt}-|[TCP:options-eol:]-fragment{tcp:-1:False}(fragment{ip:-1:False},tamper{TCP:dataofs:replace:5})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:26:True}(,duplicate(fragment{tcp:-1:True},duplicate))-|[TCP:options-eol:]-duplicate(tamper{TCP:urgptr:corrupt},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksum:replace:61}-|[TCP:options-eol:]-duplicate(,tamper{TCP:options-nop:corrupt})-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:3688913862}-|[TCP:options-eol:]-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(,duplicate(fragment{tcp:-1:True},))-|[TCP:options-eol:]-duplicate-|",1,[0]
0.0,"[TCP:flags:PA]-duplicate(tamper{TCP:options-wscale:replace:157},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(fragment{tcp:-1:True},)-|[TCP:options-eol:]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-eol:replace:}(tamper{TCP:reserved:replace:7}(tamper{TCP:sport:corrupt},),),)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:True:30}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:56716}(tamper{TCP:options-wscale:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-md5header:corrupt}(duplicate(tamper{TCP:chksum:replace:53444},tamper{TCP:dport:replace:58791}),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:options-eol:corrupt},tamper{TCP:load:corrupt}(tamper{TCP:options-nop:replace:},))-|",1,[0]
0.0,"[TCP:options-eol:]-|[TCP:reserved:0]-duplicate(,tamper{TCP:options-altchksumopt:replace:})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{ip:-1:False:5}(,fragment{tcp:30:True:5})-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False}(fragment{tcp:-1:True},),)-|[TCP:options-wscale:47]-tamper{TCP:dport:replace:23942}-|",1,[0]
0.0,[TCP:seq:1115050672]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:flags:replace:P}-|[TCP:options-eol:]-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:options-sackok:corrupt},)-|[TCP:flags:FSPC]-duplicate-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:28:True:49}(fragment{tcp:-1:True},))-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,tamper{TCP:options-altchksum:corrupt}(fragment{ip:-1:False},))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,duplicate)-|[TCP:options-sackok:]-tamper{TCP:options-md5header:replace:c6071e411ff34a055fa0cf4ae82ba0eb}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:ack:replace:2732105239}(tamper{TCP:options-wscale:replace:62},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(drop,fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:46:True}(tamper{TCP:options-mss:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:26:True}(,fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:options-mss:25257]-fragment{ip:-1:True:32}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{ip:-1:False:5}(duplicate,duplicate(duplicate,))-|[TCP:options-eol:]-|",1,[0]
0.0,[TCP:options-eol:]-fragment{ip:2:True:5}-|,1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:True:19}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:options-sack:corrupt}(fragment{tcp:48:True:24},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-md5header:replace:e16afceb316996918c96e7dcdb7fe45f}(duplicate(tamper{TCP:dport:replace:58791}(tamper{TCP:dport:replace:26098},),),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:False}(fragment{tcp:-1:False},))-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,tamper{TCP:reserved:replace:7}(fragment{tcp:18:True}(tamper{TCP:options-timestamp:replace:3090851726},),))-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:4:True:5}(fragment{tcp:10:False},)-|",1,[0]
0.0,[TCP:options-sack:]-duplicate-|[TCP:options-eol:]-|,1,[0]
0.0,[TCP:options-timestamp:2190698491:1]-drop-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate-|[TCP:options-eol::0]-duplicate(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:dport:replace:58791},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate-|[TCP:options-eol:]-duplicate(tamper{TCP:dataofs:replace:3},)-|[TCP:options-sackok:]-tamper{TCP:seq:replace:3733513843}-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-md5header:replace:e16afceb316996918c96e7dcdb7fe45f}(duplicate(tamper{TCP:flags:replace:},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-timestamp:replace:71977774},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:56716}(duplicate(tamper{TCP:options-altchksum:corrupt},),)-|",1,[0]
0.0,"[TCP:options-eol::0]-duplicate(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-uto:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:7:False}(duplicate,)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:56716}(duplicate(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(,tamper{TCP:reserved:replace:7}(tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-sackok:replace:},),))-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:options-sackok:corrupt},)-|[TCP:flags:FSPC]-tamper{TCP:options-timestamp:corrupt}-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:ack:replace:2110512287},fragment{ip:-1:False:39}(tamper{TCP:window:corrupt},))-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:reserved:replace:7}(fragment{tcp:-1:True},)-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-wscale:corrupt}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(fragment{ip:44:True:16},)-|",1,[0]
0.0,[TCP:options-sackok::1]-fragment{ip:-1:True}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,)-|[TCP:options-eol:]-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(duplicate(,duplicate),tamper{TCP:reserved:replace:4})-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(fragment{tcp:-1:True:23},tamper{TCP:urgptr:replace:46400})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:48839}(tamper{TCP:options-timestamp:replace:170320566},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-wscale:corrupt},)-|[TCP:options-sackok:]-tamper{TCP:reserved:replace:2}-|[TCP:options-nop:]-duplicate-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{ip:-1:False:5}(tamper{TCP:options-mss:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate-|[TCP:options-eol:]-duplicate(tamper{TCP:flags:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dport:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-nop:replace:}(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(tamper{TCP:dport:replace:58791},tamper{TCP:chksum:replace:53444})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-mss:replace:53655},)-|[TCP:options-sack:]-duplicate-|",1,[0]
0.0,[TCP:options-altchksumopt:]-fragment{tcp:49:False}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:ack:replace:2897545372},)-|[TCP:options-wscale:107]-tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:dataofs:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{ip:-1:False:39}(tamper{TCP:window:corrupt},),tamper{TCP:ack:replace:2110512287})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:options-sackok:corrupt}(tamper{TCP:options-wscale:replace:159},),)-|[TCP:reserved:0]-tamper{TCP:options-timestamp:corrupt}-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:load:replace:m5rv63x1ax}-|[TCP:options-eol:]-duplicate-|,1,[0]
0.0,[TCP:options-sackok::0]-fragment{tcp:-1:False:46}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-nop:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:seq:replace:2417983964},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-|[TCP:options-eol:]-duplicate(tamper{TCP:dataofs:replace:3},)-|[TCP:options-sackok:]-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate-|[TCP:options-eol:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-mss:replace:53655},)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-|[TCP:options-eol:]-duplicate-|[TCP:options-sackok:]-tamper{TCP:seq:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:26:True}(,fragment{tcp:-1:True})-|[TCP:options-eol:]-duplicate(tamper{TCP:options-uto:corrupt},)-|",1,[0]
0.0,"[TCP:options-md5header:ebee7ff5b76fd8684323866e9e8ec76f]-tamper{TCP:ack:corrupt}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:43:False:10}(,tamper{TCP:load:replace:__DNS_REQUEST__}))-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-drop-|[TCP:options-eol:]-duplicate(tamper{TCP:dport:corrupt},fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-md5header:replace:ea2fe7cf9dac828d1cea0c886368a1de}(duplicate,),)-|[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:corrupt}-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:dport:replace:11325},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksum:replace:80}(duplicate(tamper{TCP:flags:replace:},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sack::0]-duplicate(drop,tamper{TCP:urgptr:replace:20475}(tamper{TCP:seq:corrupt}(tamper{TCP:sport:corrupt},),))-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:8:False:4}(fragment{tcp:-1:True}(tamper{TCP:ack:corrupt},),)-|",1,[0]
0.0,"[TCP:options-eol:]-duplicate-|[TCP:reserved:0]-duplicate(tamper{TCP:options-altchksumopt:replace:},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}-|[TCP:options-eol:]-tamper{TCP:options-eol:replace:}(tamper{TCP:reserved:replace:7}(tamper{TCP:sport:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-timestamp:replace:3430507868},)-|[TCP:options-eol:]-duplicate(tamper{TCP:flags:corrupt},fragment{tcp:-1:True})-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{ip:-1:True}-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:False},tamper{TCP:dataofs:replace:14})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:56716}(duplicate(tamper{TCP:options-nop:corrupt},),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:46:True},)-|",1,[0]
0.0,[TCP:options-wscale:90]-fragment{tcp:-1:True}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-|[TCP:options-eol:]-duplicate(tamper{TCP:reserved:replace:2},)-|[TCP:options-sackok:]-tamper{TCP:options-timestamp:replace:4252700368}-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:ack:replace:2732105239}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:chksum:replace:56716}(duplicate(duplicate(tamper{TCP:options-wscale:replace:42},),),)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-md5header:replace:e16afceb316996918c96e7dcdb7fe45f}(duplicate(,tamper{TCP:dport:replace:58791}(tamper{TCP:dport:replace:26098},)),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:window:corrupt}-|,1,[0]
0.0,"[TCP:reserved:0]-duplicate(tamper{TCP:options-uto:replace:179},)-|[TCP:options-eol::2]-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:replace:136}(duplicate(,duplicate),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:ack:replace:2897545372})-|[TCP:options-wscale:107]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate-|[TCP:options-eol:]-duplicate(,tamper{TCP:flags:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:ack:replace:4075820764}(duplicate(tamper{TCP:options-wscale:corrupt},),),fragment{tcp:-1:True})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-|[TCP:options-eol:]-duplicate(,tamper{TCP:dport:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:7:True}(tamper{TCP:options-sackok:corrupt},)-|[TCP:flags:FSPC]-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:seq:corrupt})-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,)-|[TCP:options-eol::0]-duplicate(duplicate(,duplicate),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:ack:replace:2110512287}(duplicate,)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,tamper{TCP:dport:replace:58791})-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(duplicate,)-|[TCP:options-eol:]-duplicate(,tamper{TCP:seq:corrupt})-|",1,[0]
