Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
0.0,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,tamper{TCP:options-altchksum:replace:209}(fragment{tcp:-1:True},))-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,tamper{TCP:options-eol:replace:}(fragment{tcp:-1:False}(,fragment{tcp:-1:False}),))-|",1,[0]
0.0,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,tamper{TCP:urgptr:replace:25531}(fragment{tcp:-1:False}(,fragment{tcp:-1:False}),))-|",1,[0]
0.16,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:22:False:11}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}),)-|[TCP:options-nop:]-duplicate-|",1,[0.16]
0.164,"[TCP:options-sack:]-tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}),)-|[TCP:options-nop:]-duplicate-|",1,[0.164]
0.166,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}),)-|[TCP:options-altchksumopt:]-duplicate-|",1,[0.166]
0.166,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}),)-|[TCP:options-nop:]-duplicate-|",1,[0.166]
0.168,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},),)-|[TCP:options-nop:]-tamper{TCP:chksum:corrupt}(duplicate,)-|",1,[0.168]
0.168,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:sport:corrupt}),)-|[TCP:options-nop:]-duplicate-|",1,[0.168]
0.171,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(tamper{TCP:options-md5header:replace:1ee62b2779738c82712dc4aecdf6dc6b}(fragment{tcp:41:True:20}(duplicate,tamper{TCP:flags:replace:FSPAC}),),)-|",1,[0.171]
0.184,"[TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:flags:replace:SAUE},)-|[TCP:options-nop:]-duplicate-|",1,[0.184]
0.184,"[TCP:options-nop:]-duplicate-|[TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:flags:replace:SAUE},)-|",1,[0.184]
0.191,"[TCP:options-sack:]-duplicate(tamper{TCP:dataofs:corrupt},duplicate)-|",1,[0.191]
0.201,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:urgptr:corrupt}),)-|[TCP:options-nop:]-fragment{tcp:-1:True}-|",1,[0.201]
0.224,"[TCP:options-eol:]-fragment{tcp:41:True:20}(tamper{TCP:chksum:corrupt}(duplicate,),tamper{TCP:flags:replace:FSPAC})-|",1,[0.224]
0.228,"[TCP:options-sack:]-tamper{TCP:flags:replace:SAUE}(duplicate,)-|[TCP:options-nop:]-duplicate-|[TCP:options-eol:]-tamper{TCP:options-altchksumopt:replace:}-|",1,[0.228]
0.23,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True:5}(tamper{TCP:options-md5header:replace:1ee62b2779738c82712dc4aecdf6dc6b}(fragment{tcp:41:True:20}(,tamper{TCP:flags:replace:FSPAC}),),)-|",1,[0.23]
0.233,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},),)-|[TCP:options-eol:]-tamper{TCP:options-eol:replace:}-|",1,[0.233]
0.237,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(tamper{TCP:options-md5header:replace:1ee62b2779738c82712dc4aecdf6dc6b}(fragment{tcp:41:True:20}(,tamper{TCP:flags:replace:FSPAC}),),)-|",1,[0.237]
0.237,[TCP:options-sack:]-tamper{TCP:flags:replace:SAUE}-|[TCP:options-sack:]-fragment{tcp:-1:True}-|,1,[0.237]
0.243,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:40:True:11}(tamper{TCP:dataofs:corrupt}(fragment{tcp:18:False:46}(tamper{TCP:flags:replace:SAUE},),),tamper{TCP:options-sack:corrupt}),)-|",1,[0.243]
0.252,"[TCP:options-sack:]-fragment{tcp:-1:False}(tamper{TCP:sport:corrupt}(tamper{TCP:flags:replace:SAUE}(fragment{tcp:-1:False},),),fragment{tcp:-1:False}(tamper{TCP:flags:replace:FSPAC},tamper{TCP:flags:corrupt}(tamper{TCP:sport:corrupt},)))-|",1,[0.252]
0.253,"[TCP:options-sack:]-tamper{TCP:chksum:replace:49692}(fragment{tcp:22:False:11}(tamper{TCP:flags:replace:SAUE},tamper{TCP:dataofs:corrupt}(tamper{TCP:seq:corrupt},)),)-|[TCP:options-nop:]-duplicate(,duplicate)-|",1,[0.253]
0.269,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:dataofs:replace:11},),),duplicate),)-|",1,[0.269]
0.281,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(tamper{TCP:flags:replace:SAUE},)-|[TCP:options-nop:]-tamper{TCP:options-nop:corrupt}-|",1,[0.281]
0.287,[TCP:options-sack:]-tamper{TCP:flags:replace:SAUE}-|[TCP:options-eol:]-tamper{TCP:urgptr:replace:33467}-|,1,[0.287]
0.289,"[TCP:options-eol:]-duplicate(drop,duplicate(fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}),fragment{tcp:-1:True}))-|",1,[0.289]
0.289,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC})-|[TCP:options-nop:]-fragment{tcp:-1:False}-|",1,[0.289]
0.289,"[TCP:options-eol:]-duplicate(fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}),drop)-|[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|",1,[0.289]
0.303,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}),)-|",1,[0.303]
0.303,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:57:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}),)-|",1,[0.303]
0.303,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate(tamper{TCP:dport:replace:53697},),),tamper{TCP:options-sack:replace:}(tamper{TCP:load:replace:},)),)-|",1,[0.303]
0.309,"[TCP:options-eol:]-duplicate(fragment{tcp:1:False}(drop,tamper{TCP:flags:replace:FSPAC}),fragment{tcp:-1:False})-|",1,[0.309]
0.335,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:True:5}(drop,tamper{TCP:flags:replace:FSPAC}),)-|",1,[0.335]
0.34,"[TCP:options-eol:]-fragment{tcp:41:True:20}(duplicate(fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}(tamper{TCP:window:corrupt},)),drop),tamper{TCP:window:replace:190}(duplicate,))-|",1,[0.34]
0.346,"[TCP:options-eol:]-fragment{tcp:10:True:20}(drop,tamper{TCP:flags:replace:FSPAC}(fragment{tcp:-1:True},))-|[TCP:options-altchksumopt:]-duplicate-|",1,[0.346]
0.351,"[TCP:options-eol:]-fragment{tcp:10:True:20}(,tamper{TCP:flags:replace:SAUE})-|",1,[0.351]
0.351,"[TCP:options-eol:]-fragment{tcp:10:True:20}(,tamper{TCP:flags:replace:FSPAC})-|",1,[0.351]
0.351,"[TCP:options-eol:]-fragment{tcp:8:False:20}(,tamper{TCP:flags:replace:FSPAC})-|",1,[0.351]
0.351,"[TCP:options-eol:]-fragment{tcp:6:True:20}(,tamper{TCP:flags:replace:FSPAC})-|",1,[0.351]
0.352,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate(duplicate,),),tamper{TCP:options-sack:corrupt}),)-|[TCP:options-nop:]-duplicate-|",1,[0.352]
0.353,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:40:True:11}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}(tamper{TCP:options-altchksum:corrupt},)),)-|",1,[0.353]
0.358,"[TCP:options-eol:]-fragment{tcp:41:True:20}(tamper{TCP:flags:replace:FSPAC},tamper{TCP:options-wscale:replace:237})-|",1,[0.358]
0.358,"[TCP:options-eol:]-fragment{tcp:41:True:20}(,tamper{TCP:flags:replace:FSPAC}(tamper{TCP:options-altchksumopt:replace:},))-|",1,[0.358]
0.36,"[TCP:options-eol:]-fragment{tcp:41:True:20}(fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}),fragment{tcp:-1:False}(tamper{TCP:options-sackok:corrupt},))-|",1,[0.36]
0.362,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:22:False:11}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}),)-|",1,[0.362]
0.362,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:40:True:11}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}),)-|",1,[0.362]
0.362,"[TCP:options-sack:]-fragment{tcp:22:False:11}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt})-|",1,[0.362]
0.367,"[TCP:options-sack:]-duplicate(fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}),)-|",1,[0.367]
0.367,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:41:True:20}(,tamper{TCP:flags:replace:FSPAC}),)-|",1,[0.367]
0.367,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC})-|[TCP:options-eol:]-tamper{TCP:dport:replace:60368}-|",1,[0.367]
0.367,"[TCP:options-eol:]-duplicate(fragment{tcp:41:True:20}(,tamper{TCP:flags:replace:FSPAC}(duplicate,)),tamper{TCP:reserved:replace:0})-|",1,[0.367]
0.367,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,fragment{tcp:14:False:17}(drop,tamper{TCP:flags:replace:FSPAC}))-|[TCP:options-altchksumopt:]-tamper{TCP:reserved:corrupt}-|",1,[0.367]
0.37,"[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}),)-|",1,[0.37]
0.37,"[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:ack:corrupt},),tamper{TCP:options-sack:corrupt}),)-|",1,[0.37]
0.37,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:options-altchksum:corrupt},),tamper{TCP:options-wscale:corrupt}),)-|",1,[0.37]
0.37,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:options-altchksum:corrupt},),tamper{TCP:options-eol:corrupt}),)-|",1,[0.37]
0.37,"[TCP:options-sack:]-fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:options-altchksum:corrupt},),tamper{TCP:options-wscale:corrupt})-|",1,[0.37]
0.37,"[TCP:options-eol:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:options-timestamp:corrupt},),),)-|",1,[0.37]
0.372,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:22:False:11}(tamper{TCP:flags:replace:SAUE},),)-|",1,[0.372]
0.372,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False:7}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}),)-|[TCP:urgptr:34376]-duplicate-|",1,[0.372]
0.378,"[TCP:options-nop::0]-fragment{tcp:-1:True:5}(tamper{TCP:options-wscale:replace:224},tamper{TCP:flags:replace:FSPAC})-|",1,[0.378]
0.38,"[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},),)-|",1,[0.38]
0.38,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:options-sackok:replace:},),tamper{TCP:options-sack:corrupt}),)-|",1,[0.38]
0.38,"[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},),)-|",1,[0.38]
0.38,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(tamper{TCP:flags:replace:SAUE}(fragment{tcp:-1:False}(tamper{TCP:dport:replace:23574},tamper{TCP:options-sack:corrupt}(tamper{TCP:options-mss:replace:26324},)),),)-|",1,[0.38]
0.383,"[TCP:options-sack:]-fragment{tcp:15:True:7}(tamper{TCP:flags:replace:SAUE},tamper{TCP:window:corrupt})-|",1,[0.383]
0.383,"[TCP:options-eol:]-fragment{tcp:41:True:20}(,tamper{TCP:flags:replace:FSPAC}(fragment{tcp:-1:True}(drop,),))-|",1,[0.383]
0.384,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}(fragment{tcp:-1:True},))-|[TCP:options-altchksumopt:]-duplicate-|",1,[0.384]
0.384,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}(fragment{tcp:-1:True},))-|[TCP:options-sack:]-duplicate-|",1,[0.384]
0.384,"[TCP:options-eol:]-fragment{tcp:41:True:20}(fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}(fragment{tcp:-1:True}(tamper{TCP:ack:replace:3664406119},),)),tamper{TCP:flags:replace:FSPAC}(drop,))-|[TCP:options-eol::3]-duplicate-|",1,[0.384]
0.386,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,fragment{tcp:14:False:17}(fragment{tcp:-1:False},tamper{TCP:flags:replace:FSPAC}))-|",1,[0.386]
0.386,"[TCP:options-eol:]-fragment{tcp:41:True:20}(,tamper{TCP:flags:replace:FSPAC}(fragment{tcp:-1:False}(drop,),))-|",1,[0.386]
0.388,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False:5}(tamper{TCP:flags:replace:SAUE},tamper{TCP:window:corrupt}(tamper{TCP:ack:replace:259952675},)),)-|",1,[0.388]
0.388,"[TCP:options-eol:]-fragment{tcp:-1:False:5}(,tamper{TCP:flags:replace:FSPAC})-|",1,[0.388]
0.391,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-wscale:corrupt}),)-|",1,[0.391]
0.391,"[TCP:options-sack:]-tamper{TCP:dataofs:replace:3}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}),)-|",1,[0.391]
0.391,"[TCP:options-sack:]-fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt})-|",1,[0.391]
0.391,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate,),tamper{TCP:options-sack:corrupt}(duplicate,)),)-|",1,[0.391]
0.391,"[TCP:options-sack:]-tamper{TCP:ack:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:ack:corrupt},),tamper{TCP:options-sack:corrupt}),)-|",1,[0.391]
0.391,"[TCP:options-sack:]-fragment{tcp:40:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt})-|",1,[0.391]
0.391,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:options-mss:corrupt},),tamper{TCP:window:corrupt}),)-|",1,[0.391]
0.391,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:urgptr:corrupt},),tamper{TCP:options-wscale:corrupt}),)-|[TCP:options-eol::0]-fragment{tcp:-1:False}(duplicate(tamper{TCP:options-md5header:corrupt},duplicate),tamper{TCP:flags:replace:FSPAC}(duplicate,))-|",1,[0.391]
0.391,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(tamper{TCP:urgptr:corrupt},),tamper{TCP:options-wscale:corrupt}),)-|[TCP:options-eol::0]-fragment{tcp:-1:False:36}(duplicate(tamper{TCP:options-md5header:corrupt},duplicate),tamper{TCP:flags:replace:FSPAC}(duplicate,))-|",1,[0.391]
0.393,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}(fragment{tcp:-1:True}(,tamper{TCP:reserved:replace:6}),)))-|[TCP:options-altchksumopt:]-duplicate-|",1,[0.393]
0.4,"[TCP:options-eol:]-duplicate(fragment{tcp:1:False}(drop,tamper{TCP:flags:replace:FSPAC}),)-|",1,[0.4]
0.403,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},),)-|",1,[0.403]
0.403,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:window:corrupt}),)-|",1,[0.403]
0.403,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:urgptr:corrupt}),)-|",1,[0.403]
0.403,"[TCP:options-sack:]-fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},)-|",1,[0.403]
0.403,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:window:corrupt}(tamper{TCP:ack:replace:259952675},)),)-|",1,[0.403]
0.403,"[TCP:options-sack:]-fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:chksum:corrupt})-|",1,[0.403]
0.403,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:chksum:corrupt}(tamper{TCP:ack:replace:2125499912},)),)-|[TCP:window:30]-duplicate-|",1,[0.403]
0.403,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(tamper{TCP:flags:replace:SAUE}(fragment{tcp:-1:False}(tamper{TCP:dport:corrupt},),),)-|",1,[0.403]
0.439,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:chksum:corrupt}(fragment{tcp:5:False:2}(tamper{TCP:flags:replace:SAUE}(duplicate(,tamper{TCP:options-mss:corrupt}),),tamper{TCP:options-sack:corrupt}),),),)-|",1,[0.439]
0.441,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate(duplicate,tamper{TCP:chksum:replace:39919}),),tamper{TCP:options-sack:corrupt}(tamper{TCP:load:replace:},)),)-|",1,[0.441]
0.446,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}),),),)-|",1,[0.446]
0.446,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(fragment{tcp:41:True:20}(drop,),tamper{TCP:urgptr:corrupt}(tamper{TCP:flags:replace:SAUE},)),)-|",1,[0.446]
0.45,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate(,tamper{TCP:options-mss:corrupt}),),tamper{TCP:options-sack:corrupt}),),tamper{TCP:options-sack:corrupt}),)-|",1,[0.45]
0.45,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(tamper{TCP:flags:replace:SAUE}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt}(tamper{TCP:options-mss:replace:26324},)),),)-|[TCP:options-eol:]-tamper{TCP:options-nop:replace:}-|",1,[0.45]
0.452,"[TCP:options-eol:]-fragment{tcp:41:True:20}(,tamper{TCP:flags:replace:FSPAC}(fragment{tcp:-1:False}(tamper{TCP:load:corrupt},),))-|",1,[0.452]
0.454,"[TCP:options-sack:]-tamper{TCP:reserved:corrupt}(fragment{tcp:-1:False}(drop,fragment{tcp:-1:False}(tamper{TCP:flags:replace:FSPAC},tamper{TCP:flags:corrupt}(tamper{TCP:options-timestamp:corrupt},))),)-|",1,[0.454]
0.458,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate(,tamper{TCP:options-mss:corrupt}),),tamper{TCP:options-sack:corrupt}),),),)-|",1,[0.458]
0.466,"[TCP:options-sack:]-fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE},tamper{TCP:options-sack:corrupt})-|[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}-|",1,[0.466]
0.467,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}(duplicate(duplicate,),))-|[TCP:options-sackok:]-duplicate-|",1,[0.467]
0.474,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:flags:replace:SAUE}(duplicate,),)-|",1,[0.474]
0.476,"[TCP:options-eol:]-fragment{tcp:41:True:20}(fragment{tcp:-1:True},tamper{TCP:flags:replace:FSPAC}(fragment{tcp:27:True},))-|",1,[0.476]
0.478,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}(fragment{tcp:-1:False}(fragment{ip:-1:True},),))-|",1,[0.478]
0.482,"[TCP:options-sack:]-fragment{tcp:-1:False}(drop,fragment{tcp:-1:True:5}(tamper{TCP:flags:replace:FSPAC},tamper{TCP:flags:corrupt}))-|",1,[0.482]
0.489,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate(tamper{TCP:options-timestamp:replace:2025491600},tamper{TCP:options-mss:corrupt}),),tamper{TCP:options-sack:corrupt}),)-|",1,[0.489]
0.489,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate(tamper{TCP:options-mss:corrupt},tamper{TCP:options-timestamp:replace:2025491600}),),tamper{TCP:options-sack:corrupt}),)-|",1,[0.489]
0.491,"[TCP:options-eol:]-fragment{tcp:-1:False:3}(drop,tamper{TCP:flags:replace:FSPAC}(fragment{tcp:-1:True}(,tamper{TCP:flags:corrupt}),))-|",1,[0.491]
0.495,"[TCP:options-eol:]-fragment{tcp:41:True:20}(drop,tamper{TCP:flags:replace:FSPAC}(fragment{tcp:-1:True}(duplicate,),))-|[TCP:options-altchksumopt:]-duplicate-|",1,[0.495]
0.505,"[TCP:options-sack:]-tamper{TCP:reserved:corrupt}(fragment{tcp:-1:False}(drop,fragment{tcp:50:False}(tamper{TCP:flags:replace:FSPAC},tamper{TCP:flags:corrupt})),)-|",1,[0.505]
0.505,"[TCP:options-sack:]-tamper{TCP:reserved:corrupt}(fragment{tcp:-1:False}(drop,fragment{tcp:-1:False}(tamper{TCP:flags:replace:FSPAC},tamper{TCP:seq:corrupt})),)-|",1,[0.505]
0.505,"[TCP:options-sack:]-fragment{tcp:-1:True:36}(drop,fragment{tcp:-1:False}(tamper{TCP:flags:replace:FSPAC},tamper{TCP:flags:corrupt}))-|",1,[0.505]
0.505,"[TCP:options-sack:]-tamper{TCP:reserved:corrupt}(fragment{tcp:-1:True}(drop,fragment{tcp:-1:False}(tamper{TCP:dataofs:replace:11},tamper{TCP:flags:corrupt})),)-|",1,[0.505]
0.505,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:False}(drop,fragment{tcp:-1:False}(tamper{TCP:flags:replace:FSPAC},tamper{TCP:flags:corrupt})),)-|",1,[0.505]
0.505,"[TCP:options-sack:]-tamper{TCP:reserved:replace:0}(fragment{tcp:-1:False}(drop,fragment{tcp:-1:False}(tamper{TCP:flags:replace:FSPAC},tamper{TCP:flags:corrupt})),)-|",1,[0.505]
0.505,"[TCP:options-sack:]-tamper{TCP:reserved:corrupt}(fragment{tcp:-1:False}(tamper{TCP:chksum:corrupt}(tamper{TCP:flags:replace:SAUE}(fragment{tcp:-1:False},),),fragment{tcp:-1:False}(tamper{TCP:flags:corrupt},tamper{TCP:flags:corrupt}(tamper{TCP:sport:corrupt},))),)-|",1,[0.505]
0.509,"[TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:flags:replace:SAUE},)-|",1,[0.509]
0.509,"[TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:flags:replace:SAUE}(duplicate,),)-|",1,[0.509]
0.509,"[TCP:options-sack:]-fragment{tcp:21:False}(drop,fragment{tcp:-1:True:5}(tamper{TCP:flags:replace:FSPAC},tamper{TCP:flags:corrupt}))-|",1,[0.509]
0.517,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate(,tamper{TCP:options-mss:corrupt}),),tamper{TCP:options-sack:corrupt}),)-|",1,[0.517]
0.517,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(tamper{TCP:flags:replace:SAUE}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate(tamper{TCP:dataofs:corrupt},),),tamper{TCP:options-sack:corrupt}(tamper{TCP:options-mss:replace:26324},)),),)-|",1,[0.517]
0.517,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(tamper{TCP:flags:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate,),tamper{TCP:options-sack:corrupt}(tamper{TCP:options-mss:replace:26324},)),),)-|",1,[0.517]
0.517,"[TCP:options-sack:]-tamper{TCP:chksum:corrupt}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate(,tamper{TCP:window:corrupt}),),tamper{TCP:options-sack:corrupt}(tamper{TCP:options-mss:replace:26324},)),)-|",1,[0.517]
0.527,"[TCP:options-sack:]-tamper{TCP:dataofs:replace:3}(fragment{tcp:-1:False}(tamper{TCP:flags:replace:SAUE}(duplicate,),tamper{TCP:options-sack:corrupt}),)-|",1,[0.527]
