Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:options-sack:]-duplicate-|[TCP:dport:11956]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:window:corrupt}(fragment{tcp:50:False:25},)-|[TCP:options-eol:]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-sackok:replace:},)-|[TCP:options-timestamp:483678193]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-nop:replace:}-|[TCP:ack:3076133462]-duplicate-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:chksum:replace:756}(duplicate,)-|[TCP:flags:FSRPA]-tamper{TCP:reserved:replace:6}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(duplicate,tamper{TCP:seq:corrupt})-|[TCP:dport:11865]-tamper{TCP:options-nop:replace:}-|",1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-nop:corrupt}-|[TCP:chksum:60414]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-eol:corrupt}(tamper{TCP:window:corrupt},)-|[TCP:options-timestamp:4118575966]-tamper{TCP:seq:replace:1568649204}-|",1,[-10]
-10.0,"[TCP:reserved:0]-tamper{TCP:dataofs:replace:1}(duplicate(,tamper{TCP:options-sack:corrupt}),)-|[TCP:chksum:5924]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,"[TCP:options-sackok::0]-tamper{TCP:dport:corrupt}(fragment{tcp:19:True:9}(tamper{TCP:dataofs:replace:10}(tamper{TCP:options-sack:corrupt},),tamper{TCP:options-mss:replace:9008}(tamper{TCP:options-eol:replace:}(tamper{TCP:options-wscale:corrupt},),)),)-|[TCP:urgptr:2611]-tamper{TCP:chksum:replace:19687}-|",1,[-10]
-10.0,"[TCP:window:170]-duplicate(,duplicate)-|[TCP:seq:3248077387]-tamper{TCP:urgptr:replace:11745}-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:dport:corrupt}(duplicate,)-|[TCP:chksum:16840:1]-tamper{TCP:options-sack:corrupt}-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}(duplicate(tamper{TCP:flags:replace:FA},),)-|[TCP:options-sack::0]-fragment{tcp:-1:False}(,fragment{tcp:-1:False})-|[TCP:ack:2375103708:2]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:sport:corrupt}-|[TCP:reserved:4]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}-|[TCP:options-sackok:]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:flags:replace:FA},)-|[TCP:sport:47003]-tamper{TCP:options-sackok:replace:}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:seq:corrupt}-|[TCP:load:__DNS_REQUEST__]-drop-|,1,[-10]
-10.0,[TCP:urgptr:35813]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,duplicate)-|[TCP:flags:FA]-tamper{TCP:dataofs:corrupt}-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:window:corrupt}-|[TCP:window:100]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:chksum:replace:43432}(tamper{TCP:reserved:replace:4}(tamper{TCP:seq:replace:2299468134},),)-|[TCP:load:]-duplicate-|",1,[-10]
-10.0,[TCP:options-sack::0]-tamper{TCP:options-sackok:replace:}-|[TCP:flags:F:4]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-duplicate(,duplicate(tamper{TCP:sport:replace:19990},tamper{TCP:options-uto:replace:4}))-|[TCP:options-timestamp:3680631250]-duplicate-|",1,[-10]
-10.0,[TCP:options-eol:]-tamper{TCP:options-nop:replace:}-|[TCP:options-uto:187:2]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:load:replace:ycwj2d140w}(tamper{TCP:options-mss:replace:9008}(tamper{TCP:options-sackok:replace:}(tamper{TCP:options-nop:corrupt}(tamper{TCP:seq:replace:32522914},),),),)-|[TCP:reserved:2]-tamper{TCP:options-mss:replace:50749}-|",1,[-10]
-10.0,[TCP:options-sack:]-tamper{TCP:seq:corrupt}-|[TCP:dataofs:9]-tamper{TCP:load:replace:__DNS_REQUEST__}-|,1,[-10]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:11}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,[TCP:window:30]-|,1,[0]
0.0,[TCP:options-wscale:115:0]-|,1,[0]
0.0,[TCP:chksum:37194]-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:57}(fragment{tcp:-1:False}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sack::2]-fragment{tcp:-1:False}(,tamper{TCP:dataofs:corrupt})-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(drop,tamper{TCP:options-altchksum:replace:169})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:True}),),)-|",1,[0]
0.0,[TCP:sport:15155:4]-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:29151}(tamper{TCP:ack:corrupt},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:window:corrupt},)-|",1,[0]
0.0,[TCP:ack:3767633716]-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:urgptr:replace:9712}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:52:False:7}(duplicate,)-|",1,[0]
0.0,[TCP:dport:30107]-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:48564}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:replace:145}(tamper{TCP:options-timestamp:replace:1167649104},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-wscale:replace:156}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(,fragment{tcp:-1:False}(duplicate(duplicate,),))-|",1,[0]
0.0,[TCP:options-wscale:249]-|,1,[0]
0.0,[TCP:urgptr:13980:4]-|,1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:options-wscale:replace:131}(tamper{TCP:window:replace:60}(tamper{TCP:ack:replace:70168338}(tamper{TCP:urgptr:replace:64171},),),)-|",1,[0]
0.0,"[TCP:options-nop::2]-fragment{tcp:-1:False}(,tamper{TCP:dport:replace:58867})-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:11}(tamper{TCP:load:replace:__HTTP_REQUEST__},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:reserved:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:False:5},)-|",1,[0]
0.0,"[TCP:options-sack::1]-fragment{tcp:-1:True}(,tamper{TCP:dataofs:corrupt})-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|",1,[0]
0.0,[TCP:options-sack:]-fragment{tcp:-1:False}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:reserved:replace:4}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:False:5}),),)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:253},)),),)-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:seq:replace:553063372}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-sackok:corrupt}(duplicate(tamper{TCP:options-timestamp:corrupt},),)-|",1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:window:replace:60}(tamper{TCP:ack:replace:70168338}(tamper{TCP:urgptr:replace:64171},),)-|",1,[0]
0.0,[TCP:reserved:0]-fragment{tcp:51:True:25}-|,1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-altchksumopt:replace:}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:ack:replace:2437940045}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:57}(fragment{tcp:42:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-wscale:replace:156}(fragment{tcp:-1:False},)-|",1,[0]
0.0,[TCP:options-eol::1]-duplicate-|,1,[0]
0.0,[TCP:options-sack::2]-duplicate-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:corrupt}(fragment{tcp:19:True:9}(tamper{TCP:options-timestamp:replace:1606776964},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:11}(tamper{TCP:options-sackok:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-altchksum:replace:169},drop)-|",1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:dataofs:corrupt}-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-mss:replace:31781}-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:37:True}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:replace:0}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(,fragment{tcp:-1:False}(duplicate,))-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:dport:replace:32808}-|,1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,)-|[TCP:options-sackok:]-tamper{TCP:options-eol:corrupt}-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-altchksum:replace:66}(tamper{TCP:reserved:replace:4},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:chksum:replace:7668},)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-sack:corrupt},)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:dataofs:replace:13}-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:57}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:corrupt}(fragment{tcp:19:True:9}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-mss:replace:9008}(tamper{TCP:reserved:replace:4},),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:sport:replace:34192}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:97}(tamper{TCP:options-sackok:replace:},)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(drop,tamper{TCP:options-eol:replace:})-|",1,[0]
0.0,[TCP:options-sack::3]-tamper{TCP:options-sackok:replace:}-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:46:False:39}-|,1,[0]
0.0,[TCP:options-eol::3]-duplicate-|,1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:True:29}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,[TCP:options-sack::1]-fragment{tcp:-1:False}-|[TCP:options-sackok:]-tamper{TCP:ack:replace:1690276673}-|,1,[0]
0.0,"[TCP:options-nop::1]-fragment{tcp:-1:False}(,tamper{TCP:window:replace:60}(tamper{TCP:ack:replace:70168338}(tamper{TCP:urgptr:replace:64171},),))-|[TCP:options-eol::3]-drop-|",1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:dataofs:corrupt}-|[TCP:options-sackok:]-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:True}(,drop)),),)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:replace:48564}(tamper{TCP:options-md5header:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:6}(duplicate(tamper{TCP:options-mss:replace:11988},duplicate),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:7}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:29151}(tamper{TCP:ack:corrupt}(fragment{tcp:-1:True},),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-timestamp:replace:3841867064}-|,1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:85}-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:corrupt}(fragment{tcp:19:True:9}(tamper{TCP:options-altchksum:replace:173},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:11}(tamper{TCP:urgptr:replace:44716},)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(,fragment{tcp:-1:False:30})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:dport:replace:43217}(tamper{TCP:reserved:replace:4},),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:options-wscale:replace:218}-|,1,[0]
0.0,"[TCP:options-nop::1]-fragment{tcp:-1:False}(,tamper{TCP:dport:replace:58867})-|[TCP:options-altchksumopt:]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:False}(,tamper{TCP:dport:replace:58867}(duplicate,))-|[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:True}(,tamper{TCP:dataofs:corrupt})-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:False}(,tamper{TCP:window:replace:60}(tamper{TCP:dataofs:replace:6}(tamper{TCP:urgptr:replace:64171},),))-|[TCP:options-eol::2]-drop-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:chksum:replace:648}(tamper{TCP:seq:corrupt},)-|[TCP:options-nop:]-fragment{tcp:-1:False}-|",1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:options-wscale:replace:131}(tamper{TCP:dport:replace:58867},)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}(fragment{tcp:-1:True},)-|[TCP:options-nop::0]-tamper{TCP:dport:replace:58867}-|",1,[0]
0.0,[TCP:options-altchksumopt:]-|[TCP:options-sackok:]-tamper{TCP:chksum:replace:4810}-|,1,[0]
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-md5header:replace:694285e2fb44d3755a0f0a4a7f50a21a})-|",1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:options-mss:replace:9008}(tamper{TCP:options-nop:replace:},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:chksum:replace:42068}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:reserved:replace:0}(tamper{TCP:seq:replace:3952640106},)-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{ip:-1:True:31}-|,1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:dataofs:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{ip:-1:True:9}(,duplicate)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:False:5}),),),)-|",1,[0]
0.0,[TCP:options-sack::0]-fragment{tcp:-1:False}-|,1,[0]
0.0,"[TCP:reserved:0]-fragment{tcp:51:True:25}(duplicate,)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:chksum:replace:648}(tamper{TCP:chksum:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:False}(,tamper{TCP:window:replace:60}(tamper{TCP:ack:replace:70168338},))-|[TCP:reserved:2:3]-drop-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:chksum:replace:43432}(tamper{TCP:reserved:replace:4}(fragment{ip:35:True},),),)-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(drop,tamper{TCP:options-mss:replace:19093})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt}(fragment{tcp:4:True}(,fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:253},)),),)-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:corrupt}(fragment{tcp:19:True:9}(tamper{TCP:options-wscale:replace:12},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:141}(tamper{TCP:chksum:replace:43432}(tamper{TCP:reserved:replace:4}(fragment{tcp:-1:False},),),)-|",1,[0]
0.0,[TCP:load:__DNS_REQUEST__]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:57:False:28}(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:253},)),),)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-altchksum:replace:169}(tamper{TCP:options-uto:corrupt},),drop)-|",1,[0]
0.0,"[TCP:options-sackok::0]-fragment{tcp:19:True:9}(fragment{tcp:-1:True},)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-altchksum:replace:66}(tamper{TCP:options-eol:replace:},),)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:37:True}(tamper{TCP:sport:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:False:5}),),tamper{TCP:options-sackok:replace:})-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:sport:replace:23280}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True:29}(,duplicate)-|",1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:ack:replace:70168338}(tamper{TCP:urgptr:replace:64171},)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}-|,1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:14:False:1}(,tamper{TCP:dport:replace:58867})-|[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(,tamper{TCP:urgptr:corrupt})-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:True:9}(tamper{TCP:options-timestamp:replace:1606776964},),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:ack:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:window:corrupt}-|[TCP:options-sackok:]-tamper{TCP:options-nop:corrupt}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{ip:-1:True:41}(,drop)-|[TCP:options-md5header:e3f1487b115c16ea5741c9c994ffc3e1]-fragment{tcp:-1:True}-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:reserved:corrupt},)-|",1,[0]
0.0,"[TCP:options-nop:]-tamper{TCP:options-altchksumopt:replace:}(fragment{tcp:-1:False},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt}(fragment{ip:-1:True}(,fragment{tcp:-1:True}(,drop)),),)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:97}(tamper{TCP:options-md5header:replace:bd1c0427562870cba6ab040ea0eac030},)-|",1,[0]
0.0,"[TCP:options-sack:]-duplicate(drop,tamper{TCP:options-altchksum:replace:169})-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:32:True}(tamper{TCP:options-wscale:replace:253},)),),)-|",1,[0]
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:dport:replace:32808}(duplicate,)-|",1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:11}(tamper{TCP:urgptr:replace:44716}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:chksum:replace:43432}(tamper{TCP:reserved:replace:4}(fragment{tcp:-1:False}(,tamper{TCP:options-wscale:corrupt}),),),)-|",1,[0]
0.0,"[TCP:options-nop:]-duplicate(duplicate,fragment{tcp:-1:False:30})-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:True}(duplicate,tamper{TCP:dataofs:corrupt})-|[TCP:options-sackok:]-|",1,[0]
0.0,"[TCP:options-sackok:]-duplicate(drop,tamper{TCP:options-eol:replace:}(duplicate,))-|",1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-nop:replace:}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-mss:replace:29151}(tamper{TCP:ack:corrupt}(fragment{tcp:51:False:38},),)-|",1,[0]
0.0,[TCP:options-nop:]-tamper{TCP:load:replace:__DNS_REQUEST__}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(,fragment{ip:47:True}(duplicate,))-|",1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:corrupt}(fragment{tcp:19:True:9}(fragment{ip:-1:True},),)-|",1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:57}-|,1,[0]
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:replace:2005952944}-|,1,[0]
0.0,"[TCP:options-eol::2]-duplicate(,duplicate)-|",1,[0]
0.0,[TCP:options-sackok:]-tamper{TCP:dataofs:replace:6}-|,1,[0]
0.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,tamper{TCP:options-mss:replace:11988})-|",1,[0]
0.0,[TCP:options-sackok:]-fragment{tcp:-1:False:39}-|,1,[0]
0.0,"[TCP:options-altchksumopt::0]-duplicate(,fragment{tcp:-1:False})-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:dataofs:replace:6}(duplicate(tamper{TCP:options-mss:replace:11988},duplicate(,tamper{TCP:window:corrupt})),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:sport:replace:64288},)-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:False}-|[TCP:options-altchksumopt:]-fragment{tcp:-1:True}(drop,)-|",1,[0]
0.0,"[TCP:options-sack::0]-fragment{tcp:-1:False}-|[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:chksum:replace:7668},tamper{TCP:window:replace:40})-|",1,[0]
0.0,[TCP:options-sack::0]-tamper{TCP:options-altchksum:corrupt}-|[TCP:options-sackok:]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{ip:-1:True:5}),),)-|",1,[0]
0.0,[TCP:options-sack::2]-tamper{TCP:options-eol:replace:}-|,1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:dport:replace:43217}(tamper{TCP:reserved:replace:4},),)-|[TCP:options-sackok:]-duplicate-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:True:5},)-|",1,[0]
0.0,[TCP:options-sack::1]-tamper{TCP:chksum:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:options-wscale:replace:85},drop)-|",1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:flags:replace:R}(tamper{TCP:seq:corrupt},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:False:5}),),tamper{TCP:dataofs:replace:3})-|",1,[0]
0.0,[TCP:options-sack::1]-duplicate-|,1,[0]
0.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:True}),)-|",1,[0]
0.0,[TCP:reserved:0]-fragment{ip:-1:True}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:11}(tamper{TCP:load:corrupt},)-|",1,[0]
0.0,"[TCP:options-sackok:]-fragment{ip:39:False:19}(duplicate,)-|",1,[0]
0.0,[TCP:options-sack::0]-|[TCP:options-sackok:]-tamper{TCP:urgptr:corrupt}-|,1,[0]
0.0,"[TCP:options-sack::0]-tamper{TCP:window:corrupt}-|[TCP:options-sackok:]-tamper{TCP:ack:corrupt}(tamper{TCP:flags:replace:PA},)-|",1,[0]
0.0,[TCP:reserved:0]-fragment{tcp:16:False:8}-|,1,[0]
0.0,[TCP:options-sack:]-tamper{TCP:urgptr:replace:48564}-|,1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:chksum:replace:31387}-|,1,[0]
0.0,"[TCP:options-eol:]-tamper{TCP:options-uto:replace:97}(tamper{TCP:flags:replace:PA},)-|",1,[0]
0.0,"[TCP:options-sack:]-fragment{tcp:-1:True}(duplicate,)-|",1,[0]
0.0,"[TCP:reserved:0]-tamper{TCP:window:replace:60}(tamper{TCP:ack:replace:70168338},)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:options-nop:corrupt}-|[TCP:options-nop:]-tamper{TCP:window:corrupt}-|,1,[0]
0.0,"[TCP:options-sackok::0]-tamper{TCP:dport:replace:1440}(fragment{tcp:19:True:9}(,duplicate),)-|",1,[0]
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:False}(,tamper{TCP:ack:replace:70168338}(tamper{TCP:urgptr:replace:64171},))-|[TCP:options-eol::2]-drop-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:reserved:replace:4}(duplicate,),)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:107}(duplicate(tamper{TCP:options-mss:replace:11988},duplicate),)-|",1,[0]
0.0,[TCP:options-eol:]-tamper{TCP:chksum:replace:54199}-|,1,[0]
0.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-eol:replace:},drop)-|",1,[0]
0.0,"[TCP:options-sackok:]-tamper{TCP:options-sack:replace:}(tamper{TCP:chksum:replace:43432}(tamper{TCP:reserved:replace:4}(fragment{tcp:-1:False}(,fragment{tcp:-1:True}),),),)-|",1,[0]
