Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,"[TCP:seq:2083506733]-tamper{TCP:options-altchksum:replace:30}(duplicate,)-|",1,[-10]
-10.0,"[TCP:ack:1166561720]-tamper{TCP:seq:replace:3004857599}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:urgptr:48254]-duplicate(,tamper{TCP:dport:replace:17364})-|",1,[-10]
-10.0,[TCP:window:90]-tamper{TCP:options-altchksum:replace:49}-|,1,[-10]
-10.0,"[TCP:chksum:34459]-duplicate(tamper{TCP:window:corrupt}(duplicate,),)-|",1,[-10]
-10.0,[TCP:options-wscale:224]-drop-|,1,[-10]
-10.0,[TCP:window:180]-drop-|,1,[-10]
-10.0,"[TCP:options-uto:154]-tamper{TCP:window:corrupt}(tamper{TCP:window:replace:140},)-|",1,[-10]
-10.0,"[TCP:seq:3923484102:4]-tamper{TCP:ack:replace:3826386832}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:options-altchksum:148:1]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:4099752009]-drop-|,1,[-10]
-10.0,[TCP:seq:3292363671:3]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:1]-tamper{TCP:options-md5header:replace:44588e597aa7414c4bcc2b3f817e7ec6}-|,1,[-10]
-10.0,"[TCP:dataofs:11]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:options-altchksum:148]-duplicate(duplicate,)-|",1,[-10]
-10.0,[TCP:window:50]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,"[TCP:load:bdpz1qxkes]-fragment{tcp:-1:False}(tamper{TCP:options-md5header:corrupt},)-|",1,[-10]
-10.0,[TCP:window:20]-tamper{TCP:seq:replace:267474449}-|,1,[-10]
-10.0,[TCP:window:170]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,"[TCP:window:90]-tamper{TCP:options-sackok:replace:}(tamper{TCP:options-nop:corrupt},)-|",1,[-10]
-10.0,"[TCP:urgptr:40278]-fragment{tcp:-1:False}(tamper{TCP:options-eol:corrupt},)-|",1,[-10]
-10.0,[TCP:options-wscale:202]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,"[TCP:options-timestamp:1371347417:4]-fragment{tcp:-1:False}(tamper{TCP:window:replace:20},)-|",1,[-10]
-10.0,"[TCP:urgptr:1927]-duplicate(,tamper{TCP:options-sackok:corrupt})-|",1,[-10]
-10.0,"[TCP:dataofs:6]-tamper{TCP:reserved:corrupt}(tamper{TCP:options-eol:replace:},)-|",1,[-10]
-10.0,[TCP:options-wscale:246]-drop-|,1,[-10]
-10.0,"[TCP:options-md5header:858ed7b9be586b3ac3d3cff78217415f]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:reserved:corrupt}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:flags:PAUEN]-tamper{TCP:ack:replace:1053255119}(tamper{TCP:window:corrupt},)-|",1,[-10]
-10.0,[TCP:urgptr:47809]-drop-|,1,[-10]
-10.0,[TCP:flags:]-drop-|,1,[-10]
-10.0,[TCP:dport:19141:2]-duplicate-|,1,[-10]
-10.0,"[TCP:flags:FRPAUCN]-duplicate(,tamper{TCP:options-sack:replace:})-|",1,[-10]
-10.0,"[TCP:dataofs:12]-duplicate(,tamper{TCP:load:corrupt})-|",1,[-10]
-10.0,[TCP:load:]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-mss:56181:4]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,"[TCP:chksum:57716]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True}(,tamper{TCP:reserved:corrupt}),)-|",1,[-10]
-10.0,"[TCP:urgptr:64960:4]-duplicate(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:options-mss:4464:0]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,"[TCP:options-timestamp:316757965]-tamper{TCP:options-md5header:replace:6775b98e81545f941c354d289c40c20f}(fragment{ip:-1:True}(tamper{TCP:flags:replace:SC},),)-|",1,[-10]
-10.0,[TCP:seq:4075676787]-drop-|,1,[-10]
-10.0,[TCP:options-wscale:185]-tamper{TCP:load:replace:xkgg3wgbzy}-|,1,[-10]
-10.0,[TCP:options-mss:54583]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:149]-duplicate-|,1,[-10]
-10.0,[TCP:urgptr:31629:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:5532]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-nop:corrupt}(duplicate(tamper{TCP:load:corrupt},),)-|[TCP:options-mss:29831]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,[TCP:chksum:26740]-tamper{TCP:chksum:replace:54422}-|,1,[-10]
-10.0,[TCP:urgptr:31629:2]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:window:60]-fragment{tcp:-1:False}(tamper{TCP:options-uto:replace:240},)-|",1,[-10]
-10.0,[TCP:options-md5header:30fd715ac45f70dcd7a2f3317c1cbfa3:0]-tamper{TCP:urgptr:replace:4955}-|,1,[-10]
-10.0,[TCP:ack:2233971245]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:dataofs:2]-duplicate(,duplicate)-|",1,[-10]
-10.0,[TCP:flags:R]-tamper{TCP:options-uto:replace:11}-|,1,[-10]
-10.0,[TCP:flags:F]-duplicate-|,1,[-10]
-10.0,[TCP:reserved:2:2]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-uto:corrupt}(tamper{TCP:options-mss:corrupt}(tamper{TCP:seq:replace:2226311080},),)-|[TCP:seq:2313481039]-drop-|",1,[-10]
-10.0,[TCP:dataofs:3]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:54583]-drop-|,1,[-10]
