Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:sport:33243]-tamper{TCP:options-sack:replace:}-|,1,[-10]
-10.0,"[TCP:seq:2349138505]-tamper{TCP:options-altchksum:replace:89}(tamper{TCP:options-sackok:replace:}(tamper{TCP:options-wscale:replace:116},),)-|",1,[-10]
-10.0,"[TCP:window:20]-tamper{TCP:urgptr:replace:46590}(drop,)-|",1,[-10]
-10.0,"[TCP:chksum:55958]-tamper{TCP:options-sack:replace:}(tamper{TCP:window:replace:60},)-|",1,[-10]
-10.0,"[TCP:options-wscale:7]-duplicate(,fragment{tcp:-1:True})-|",1,[-10]
-10.0,"[TCP:options-mss:21570]-duplicate(,duplicate(duplicate,))-|",1,[-10]
-10.0,"[TCP:options-md5header:3a7ae0d81ad82a58876328f3e9d714b6]-tamper{TCP:options-timestamp:replace:1311754888}(duplicate(tamper{TCP:options-wscale:corrupt},),)-|",1,[-10]
-10.0,"[TCP:options-wscale:157:4]-tamper{TCP:urgptr:corrupt}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,[TCP:options-wscale:101:3]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,"[TCP:options-timestamp:951348398]-duplicate(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:options-altchksum:114:2]-tamper{TCP:options-sack:replace:}(drop,)-|",1,[-10]
-10.0,"[TCP:options-mss:52864]-duplicate(,fragment{tcp:-1:True}(,duplicate))-|",1,[-10]
-10.0,[TCP:options-timestamp:4197099967]-duplicate-|,1,[-10]
-10.0,"[TCP:load:s1l654oc6q]-duplicate(,duplicate(duplicate(fragment{tcp:-1:True},),))-|",1,[-10]
-10.0,[TCP:dataofs:13:1]-fragment{tcp:-1:False:5}-|,1,[-10]
-10.0,"[TCP:dataofs:14:0]-tamper{TCP:window:replace:60}(duplicate,)-|",1,[-10]
-10.0,[TCP:ack:1339916881]-tamper{TCP:seq:replace:1215887577}-|,1,[-10]
-10.0,"[TCP:options-uto:143]-tamper{TCP:options-eol:corrupt}(tamper{TCP:dport:replace:25611},)-|",1,[-10]
-10.0,[TCP:options-uto:37:0]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:options-uto:154]-duplicate(,tamper{TCP:options-sackok:corrupt}(fragment{tcp:-1:True},))-|",1,[-10]
-10.0,"[TCP:sport:65000]-tamper{TCP:urgptr:replace:46899}(tamper{TCP:load:corrupt},)-|",1,[-10]
-10.0,[TCP:options-wscale:83]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:06720f7f98e6805136fd404fe90ef3d7]-drop-|,1,[-10]
-10.0,"[TCP:options-uto:5:1]-tamper{TCP:options-sack:replace:}(tamper{TCP:seq:replace:3109379546},)-|",1,[-10]
-10.0,[TCP:window:120]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,"[TCP:chksum:26786:3]-tamper{TCP:window:corrupt}(tamper{TCP:flags:replace:P}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,"[TCP:options-uto:208:2]-duplicate(,duplicate)-|[TCP:options-nop:]-duplicate-|",1,[-10]
-10.0,"[TCP:options-altchksum:9]-duplicate(tamper{TCP:options-nop:replace:},)-|",1,[-10]
-10.0,[TCP:flags:PEN]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:chksum:15979]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,"[TCP:ack:3609952010:3]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:window:120]-duplicate(,duplicate)-|",1,[-10]
-10.0,"[TCP:options-wscale:121]-duplicate(tamper{TCP:options-md5header:replace:87991afeb25594ef21f092acd92b6ebd},)-|",1,[-10]
-10.0,"[TCP:ack:201170283]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|",1,[-10]
-10.0,[TCP:flags:FSRPUEN:0]-duplicate-|,1,[-10]
-10.0,"[TCP:options-altchksum:64:2]-tamper{TCP:sport:corrupt}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,"[TCP:options-mss:37657:2]-fragment{tcp:-1:False}(,tamper{TCP:flags:replace:P}(fragment{tcp:-1:False},))-|",1,[-10]
-10.0,[TCP:dport:63167:4]-tamper{TCP:dataofs:replace:1}-|,1,[-10]
-10.0,"[TCP:options-timestamp:3770697835]-duplicate(,tamper{TCP:dport:replace:61039})-|",1,[-10]
-10.0,"[TCP:urgptr:64500]-tamper{TCP:options-mss:corrupt}(tamper{TCP:options-altchksumopt:corrupt},)-|",1,[-10]
-10.0,"[TCP:sport:8792]-fragment{tcp:-1:False}(,tamper{TCP:seq:replace:486056793})-|[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|",1,[-10]
-10.0,"[TCP:dataofs:7]-tamper{TCP:flags:corrupt}(tamper{TCP:flags:replace:S}(duplicate,),)-|",1,[-10]
-10.0,"[TCP:options-altchksum:84:0]-duplicate(tamper{TCP:seq:corrupt},tamper{TCP:options-wscale:corrupt})-|",1,[-10]
-10.0,"[TCP:load:fw8h1ec1ug]-tamper{TCP:options-wscale:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:dataofs:4]-tamper{TCP:load:corrupt}(duplicate,)-|",1,[-10]
-10.0,"[TCP:options-uto:169]-tamper{TCP:load:corrupt}(tamper{TCP:load:replace:__HTTP_REQUEST__}(fragment{tcp:-1:True},),)-|",1,[-10]
-10.0,"[TCP:options-md5header:dbe8b3a71137d3993c55400885cd0985:2]-tamper{TCP:options-mss:replace:20927}(duplicate,)-|[TCP:options-nop::0]-tamper{TCP:seq:replace:1595416365}-|",1,[-10]
-10.0,[TCP:options-sack:]-fragment{tcp:-1:True}-|[TCP:reserved:5]-duplicate-|,1,[-10]
-10.0,"[TCP:seq:870356989]-duplicate(duplicate,)-|",1,[-10]
-10.0,"[TCP:dport:43161]-tamper{TCP:options-eol:replace:}(drop,)-|",1,[-10]
-10.0,"[TCP:options-altchksum:89]-duplicate(tamper{TCP:options-altchksum:replace:164},tamper{TCP:reserved:replace:6})-|",1,[-10]
-10.0,"[TCP:seq:552433720]-duplicate(,tamper{TCP:dataofs:corrupt})-|",1,[-10]
-10.0,[TCP:ack:608178012]-tamper{TCP:sport:corrupt}-|,1,[-10]
-10.0,"[TCP:chksum:43823]-tamper{TCP:window:replace:170}(tamper{TCP:options-altchksumopt:replace:}(fragment{tcp:-1:False},),)-|",1,[-10]
-10.0,[TCP:reserved:1]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,"[TCP:sport:23482]-tamper{TCP:options-md5header:replace:24f08b074d00c58334ea1a729511b582}(fragment{tcp:-1:False},)-|",1,[-10]
-10.0,"[TCP:options-wscale:225]-tamper{TCP:options-altchksum:corrupt}(tamper{TCP:dport:corrupt},)-|",1,[-10]
-10.0,[TCP:options-altchksum:250]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,"[TCP:options-mss:45166]-tamper{TCP:options-wscale:replace:121}(tamper{TCP:options-eol:replace:}(tamper{TCP:reserved:corrupt},),)-|",1,[-10]
-10.0,"[TCP:options-mss:52701]-fragment{tcp:-1:False}(tamper{TCP:window:corrupt}(tamper{TCP:ack:replace:4018061764}(duplicate,),),)-|",1,[-10]
-10.0,"[TCP:reserved:7]-tamper{TCP:urgptr:corrupt}(duplicate,)-|",1,[-10]
-10.0,[TCP:options-wscale:88]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:33737]-tamper{TCP:options-md5header:replace:eccdd3b48dbc3943e2f5b5e60f037dd9}-|,1,[-10]
-10.0,[TCP:dataofs:11:1]-duplicate-|,1,[-10]
-10.0,[TCP:window:30:3]-duplicate-|,1,[-10]
-10.0,[TCP:urgptr:43585:3]-duplicate-|,1,[-10]
-10.0,"[TCP:dport:30555]-duplicate(duplicate(tamper{TCP:options-eol:corrupt},),duplicate)-|",1,[-10]
-10.0,[TCP:flags:RPUC]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:sport:17462]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:ack:1683690881:0]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,"[TCP:load::0]-fragment{tcp:-1:True:11}(duplicate(,duplicate),)-|",1,[-10]
-10.0,[TCP:options-mss:62334]-tamper{TCP:options-altchksum:replace:146}-|,1,[-10]
-10.0,[TCP:options-altchksum:171]-drop-|,1,[-10]
-10.0,[TCP:dataofs:4:3]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksum:241]-tamper{TCP:dataofs:replace:4}-|,1,[-10]
-10.0,[TCP:sport:2439:2]-tamper{TCP:options-timestamp:replace:755675236}-|,1,[-10]
-10.0,[TCP:reserved:3]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:load:corrupt}-|[TCP:dataofs:8]-duplicate-|,1,[-10]
-10.0,[TCP:urgptr:10253]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:urgptr:2364]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:57850]-drop-|,1,[-10]
-10.0,[TCP:options-altchksum:241]-tamper{TCP:options-wscale:replace:70}-|,1,[-10]
-10.0,[TCP:ack:2631967835:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:13988]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:967c067a47d4df5dcd5c29b5f776ef97:2]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:window:170]-drop-|,1,[-10]
-10.0,[TCP:seq:421264443:4]-duplicate-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:flags:FSRECN:2]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:urgptr:10419:1]-tamper{TCP:options-timestamp:replace:866476393}-|,1,[-10]
-10.0,[TCP:options-uto:219]-tamper{TCP:flags:replace:A}-|,1,[-10]
-10.0,[TCP:sport:33034]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:dport:48701]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack:]-duplicate(duplicate(tamper{TCP:options-timestamp:replace:2247934165},),)-|[TCP:flags:FPUCN]-tamper{TCP:seq:corrupt}-|",1,[-10]
-10.0,[TCP:urgptr:23873]-drop-|,1,[-10]
-10.0,[TCP:options-md5header:967c067a47d4df5dcd5c29b5f776ef97:2]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-md5header:3d76d656a6e2c639f646fdbf75d2e5db]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:flags:F]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:dport:11150]-drop-|,1,[-10]
-10.0,[TCP:dataofs:14:4]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:a1c5bae4847d48bea627a0b9f2e22cf4:2]-duplicate-|,1,[-10]
-10.0,[TCP:urgptr:37093]-duplicate-|,1,[-10]
-10.0,[TCP:load:ek150892xi:0]-drop-|,1,[-10]
-10.0,[TCP:sport:17462]-tamper{TCP:options-wscale:replace:142}-|,1,[-10]
-10.0,[TCP:options-wscale:11]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:reserved:4]-tamper{TCP:window:replace:40}-|,1,[-10]
-10.0,[TCP:sport:2439:2]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:48814]-tamper{TCP:options-uto:replace:130}-|,1,[-10]
-10.0,[TCP:ack:49940596]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:3565357173]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,[TCP:window:10]-tamper{TCP:chksum:replace:42665}-|,1,[-10]
-10.0,[TCP:flags:FRPAC]-duplicate-|,1,[-10]
-10.0,[TCP:dataofs:3:4]-drop-|,1,[-10]
-10.0,[TCP:dataofs:4]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:ack:2052543654:0]-tamper{TCP:ack:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:15122:3]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:flags:SRAECN]-tamper{TCP:load:replace:2xo971nprk}-|,1,[-10]
-10.0,[TCP:ack:2030258450]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:dport:12228]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-altchksum:199]-tamper{TCP:ack:replace:103627643}-|,1,[-10]
-10.0,[TCP:flags:SRAECN]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:61494]-duplicate-|,1,[-10]
-10.0,[TCP:options-timestamp:312443193]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:load:x4g0uvcvl1]-duplicate-|,1,[-10]
-10.0,[TCP:ack:316750865]-tamper{TCP:options-sack:corrupt}-|,1,[-10]
-10.0,[TCP:window:60]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-altchksum:125]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-mss:corrupt}(tamper{TCP:flags:replace:},)-|[TCP:seq:203631487]-fragment{tcp:7:True:3}-|",1,[-10]
-10.0,[TCP:ack:457226395]-tamper{TCP:options-md5header:replace:c96665c3dadb8b0f92a858502f4ea081}-|,1,[-10]
-10.0,[TCP:flags:FRPAEN]-drop-|,1,[-10]
-10.0,[TCP:options-mss:50098]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:urgptr:45158]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-uto:100]-tamper{TCP:window:replace:80}-|,1,[-10]
-10.0,[TCP:chksum:4511]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:55451]-drop-|,1,[-10]
-10.0,[TCP:options-uto:47]-tamper{TCP:options-altchksumopt:replace:}-|,1,[-10]
-10.0,[TCP:options-altchksum:180:3]-tamper{TCP:chksum:replace:33626}-|,1,[-10]
-10.0,[TCP:urgptr:14035:0]-tamper{TCP:reserved:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:35343]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:cb0d909547bc9a5c217cf30f8668f2b9:4]-duplicate-|,1,[-10]
-10.0,[TCP:options-mss:17174:3]-fragment{ip:-1:False:5}-|,1,[-10]
-10.0,[TCP:flags:P]-tamper{TCP:dport:replace:3130}-|,1,[-10]
-10.0,[TCP:options-altchksum:182]-tamper{TCP:dataofs:replace:7}-|,1,[-10]
-10.0,"[TCP:reserved:6]-duplicate(tamper{TCP:options-uto:replace:100},drop)-|",1,[-10]
-10.0,[TCP:flags::4]-drop-|,1,[-10]
-10.0,[TCP:dataofs:11:0]-tamper{TCP:chksum:corrupt}-|,1,[-10]
-10.0,[TCP:chksum:39464]-duplicate-|,1,[-10]
-10.0,[TCP:dport:41582]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dport:33680]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:18390:4]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:reserved:2:4]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:options-mss:replace:32551}(duplicate,)-|[TCP:dataofs:13]-fragment{tcp:-1:False}(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:options-sackok::0]-tamper{TCP:options-wscale:replace:113}-|[TCP:dataofs:4]-tamper{TCP:seq:replace:4178824997}-|,1,[-10]
-10.0,[TCP:options-mss:33444:1]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:chksum:45387]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:227:1]-drop-|,1,[-10]
-10.0,[TCP:seq:4024946924]-tamper{TCP:options-uto:replace:226}-|,1,[-10]
-10.0,"[TCP:options-eol:]-tamper{TCP:dport:replace:60944}(tamper{TCP:chksum:corrupt},)-|[TCP:reserved:2]-tamper{TCP:dport:replace:49035}-|",1,[-10]
-10.0,[TCP:options-mss:8319]-tamper{TCP:options-md5header:replace:bdc09b4ad79aa176cc097302fe748032}-|,1,[-10]
-10.0,[TCP:options-uto:215]-duplicate-|,1,[-10]
-10.0,[TCP:dport:48347]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksum:replace:198}(duplicate(tamper{TCP:dataofs:corrupt},),)-|[TCP:seq:4194093888]-duplicate-|",1,[-10]
-10.0,"[TCP:flags:A:2]-duplicate(fragment{tcp:-1:True},)-|[TCP:dport:55475]-drop-|",1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-uto:replace:225}(tamper{TCP:options-timestamp:corrupt},)-|[TCP:ack:1099811234:2]-tamper{TCP:load:corrupt}-|",1,[-10]
-10.0,[TCP:options-timestamp:635311202]-tamper{TCP:ack:replace:418287514}-|,1,[-10]
-10.0,[TCP:dataofs:7]-tamper{TCP:options-sackok:corrupt}-|,1,[-10]
-10.0,[TCP:dataofs:15]-tamper{TCP:window:corrupt}-|[TCP:options-nop::0]-drop-|,1,[-10]
-10.0,[TCP:options-mss:13988]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,[TCP:options-nop::0]-|[TCP:options-wscale:103]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-mss:60295]-tamper{TCP:flags:replace:A}-|,1,[-10]
-10.0,[TCP:dataofs:15]-tamper{TCP:window:replace:20}-|,1,[-10]
-10.0,[TCP:flags:RA]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:window:20:2]-duplicate-|,1,[-10]
-10.0,[TCP:sport:16783]-duplicate-|,1,[-10]
-10.0,[TCP:seq:3453571630]-drop-|,1,[-10]
-10.0,[TCP:urgptr:976]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:options-timestamp:1856242334]-tamper{TCP:options-mss:corrupt}-|,1,[-10]
-10.0,[TCP:options-uto:94]-tamper{TCP:chksum:replace:24999}-|,1,[-10]
-10.0,[TCP:seq:1279596571:3]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dataofs:8]-tamper{TCP:options-mss:replace:32914}-|,1,[-10]
-10.0,[TCP:sport:36709:0]-tamper{TCP:options-wscale:replace:63}-|,1,[-10]
-10.0,"[TCP:dataofs:15:4]-fragment{tcp:-1:False}(duplicate(,tamper{TCP:options-sackok:corrupt}),)-|",1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:options-nop:replace:}(tamper{TCP:flags:corrupt},)-|[TCP:options-md5header:be5bcf9dc7dae03aceafcdba1431b520]-duplicate-|",1,[-10]
-10.0,[TCP:sport:33965]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:dataofs:2:3]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:15165:1]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,[TCP:options-md5header:2a35bbb12c91b9e2dcd5b6273f50bdeb]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:reserved:5:0]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:11595:4]-drop-|,1,[-10]
-10.0,"[TCP:options-nop:]-tamper{TCP:window:replace:10}(fragment{tcp:-1:False},)-|[TCP:options-altchksum:240]-duplicate-|",1,[-10]
-10.0,[TCP:dataofs:11:1]-drop-|[TCP:options-altchksumopt:]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:63199}(tamper{TCP:options-uto:corrupt},)-|[TCP:seq:3717625203]-tamper{TCP:options-uto:replace:191}-|",1,[-10]
-10.0,[TCP:dport:5524]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok::0]-duplicate(,tamper{TCP:options-altchksumopt:corrupt})-|[TCP:flags:RA]-duplicate-|",1,[-10]
-10.0,[TCP:options-wscale:86]-tamper{TCP:options-wscale:corrupt}-|,1,[-10]
-10.0,[TCP:window:110]-duplicate-|,1,[-10]
-10.0,[TCP:dport:53593]-tamper{TCP:dport:replace:19812}-|,1,[-10]
-10.0,[TCP:options-md5header:0516f01ceb48c8a087b45f01727db636:4]-duplicate-|,1,[-10]
-10.0,[TCP:sport:53754]-drop-|,1,[-10]
-10.0,[TCP:options-uto:9]-duplicate-|,1,[-10]
-10.0,[TCP:sport:5564:2]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:flags:SA]-tamper{TCP:options-uto:corrupt}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:window:replace:10}-|[TCP:seq:1025641728]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:options-wscale:244]-duplicate-|,1,[-10]
-10.0,[TCP:seq:809271747]-tamper{TCP:options-wscale:replace:63}-|,1,[-10]
-10.0,[TCP:dataofs:5]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:seq:395340858:0]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:flags:SPUECN]-tamper{TCP:chksum:replace:7218}-|,1,[-10]
-10.0,[TCP:reserved:5]-tamper{TCP:options-md5header:replace:494ee902eaf73e6c04a3078e2abdec5d}-|,1,[-10]
-10.0,[TCP:ack:2335692678:1]-tamper{TCP:options-mss:replace:22399}-|,1,[-10]
-10.0,[TCP:ack:2618704675]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,"[TCP:options-sackok:]-tamper{TCP:dport:replace:11569}(tamper{TCP:options-sackok:corrupt},)-|[TCP:chksum:1310]-fragment{tcp:-1:True}-|",1,[-10]
-10.0,[TCP:options-md5header:ec46dbac224b72374422c77f287fa51b]-tamper{TCP:options-timestamp:replace:2914778873}-|,1,[-10]
-10.0,[TCP:options-altchksum:241]-tamper{TCP:seq:replace:3701033159}-|,1,[-10]
-10.0,[TCP:reserved:1:0]-tamper{TCP:load:corrupt}-|,1,[-10]
-10.0,[TCP:ack:1028840591]-duplicate-|,1,[-10]
-10.0,[TCP:ack:966159741]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:True:33}(duplicate,)-|[TCP:chksum:16923:1]-duplicate-|",1,[-10]
-10.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(duplicate,)-|[TCP:seq:141278026]-tamper{TCP:options-timestamp:replace:4044803542}-|",1,[-10]
-10.0,[TCP:options-md5header:c519b5eef7988fc3b7cd5858855490de]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:options-uto:145]-duplicate-|,1,[-10]
-10.0,"[TCP:options-sack::0]-duplicate(,duplicate)-|[TCP:chksum:42984]-tamper{TCP:options-nop:corrupt}-|",1,[-10]
-10.0,[TCP:chksum:57138]-tamper{TCP:options-md5header:replace:ca6a699d5123e2ddb830b2ae8a66f5c0}-|,1,[-10]
-10.0,[TCP:dataofs:8]-tamper{TCP:options-eol:replace:}-|,1,[-10]
-10.0,[TCP:flags:FPU:0]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|,1,[-10]
-10.0,[TCP:sport:54513]-tamper{TCP:options-altchksum:replace:42}-|,1,[-10]
-10.0,[TCP:load:m5redw8unu]-duplicate-|,1,[-10]
-10.0,[TCP:window:140:2]-duplicate-|,1,[-10]
-10.0,[TCP:flags:]-duplicate-|,1,[-10]
-10.0,[TCP:options-md5header:5662a75fa54b651341401febd3d00dde]-duplicate-|,1,[-10]
-10.0,[TCP:options-wscale:63]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:chksum:26850]-tamper{TCP:dataofs:replace:14}-|,1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:flags:corrupt}-|[TCP:options-uto:113:2]-tamper{TCP:options-altchksumopt:corrupt}-|,1,[-10]
-10.0,[TCP:seq:1318541545]-tamper{TCP:options-nop:corrupt}-|,1,[-10]
-10.0,[TCP:sport:2439:2]-fragment{ip:-1:False:6}-|,1,[-10]
-10.0,[TCP:ack:2764476127]-duplicate-|,1,[-10]
-10.0,[TCP:options-altchksumopt:]-fragment{tcp:-1:False}-|[TCP:options-altchksum:171]-drop-|,1,[-10]
-10.0,[TCP:window:30]-tamper{TCP:options-timestamp:replace:1540593132}-|,1,[-10]
-10.0,[TCP:dport:63842]-drop-|,1,[-10]
-10.0,[TCP:options-altchksumopt::0]-tamper{TCP:dport:replace:63372}-|[TCP:options-timestamp:2814070273]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:flags:SAEC]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:reserved:4]-tamper{TCP:options-timestamp:corrupt}-|,1,[-10]
-10.0,[TCP:options-mss:18175]-duplicate-|,1,[-10]
-10.0,[TCP:urgptr:47072]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:reserved:6]-duplicate-|,1,[-10]
-10.0,[TCP:options-sack:]-duplicate-|[TCP:options-uto:183]-tamper{TCP:urgptr:corrupt}-|,1,[-10]
-10.0,[TCP:seq:3863487004:4]-tamper{TCP:options-sackok:replace:}-|,1,[-10]
-10.0,[TCP:options-mss:47255]-fragment{tcp:-1:True}-|,1,[-10]
-10.0,[TCP:flags:RA:3]-drop-|,1,[-10]
-10.0,[TCP:urgptr:59302]-duplicate-|,1,[-10]
-10.0,[TCP:dport:31164:2]-duplicate-|,1,[-10]
-10.0,[TCP:flags:SPAN]-tamper{TCP:seq:replace:111392924}-|,1,[-10]
-10.0,[TCP:dataofs:15]-drop-|,1,[-10]
-10.0,[TCP:sport:41650]-tamper{TCP:load:replace:__DNS_REQUEST__}-|,1,[-10]
-10.0,[TCP:seq:3622988507]-tamper{TCP:options-eol:corrupt}-|,1,[-10]
-10.0,[TCP:options-wscale:117]-tamper{TCP:options-altchksum:replace:107}-|,1,[-10]
-10.0,[TCP:reserved:3]-fragment{tcp:-1:False}-|,1,[-10]
-10.0,[TCP:reserved:3]-tamper{TCP:flags:corrupt}-|,1,[-10]
-10.0,[TCP:options-altchksum:37:3]-tamper{TCP:dport:corrupt}-|,1,[-10]
-10.0,"[TCP:options-altchksum:56]-duplicate(fragment{tcp:-1:True},)-|",1,[-10]
-10.0,[TCP:options-nop:]-tamper{TCP:options-sack:replace:}-|[TCP:options-altchksum:115]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:urgptr:33220]-tamper{TCP:options-md5header:corrupt}-|,1,[-10]
-10.0,"[TCP:options-sack::0]-fragment{tcp:-1:True}(tamper{TCP:urgptr:corrupt},)-|[TCP:options-wscale:221]-tamper{TCP:seq:corrupt}-|",1,[-10]
-10.0,[TCP:dataofs:1:2]-duplicate-|,1,[-10]
-10.0,[TCP:sport:41650]-tamper{TCP:dataofs:corrupt}-|,1,[-10]
-10.0,[TCP:dport:54028]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|,1,[-10]
-10.0,[TCP:options-wscale:22]-drop-|,1,[-10]
-10.0,[TCP:load:__HTTP_REQUEST__]-tamper{TCP:options-nop:replace:}-|,1,[-10]
-10.0,[TCP:options-timestamp:3801292335]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:4189]-tamper{TCP:load:replace:__DNS_REQUEST__}-|,1,[-10]
-10.0,[TCP:seq:3246396119]-duplicate-|,1,[-10]
-10.0,[TCP:chksum:2122:2]-drop-|,1,[-10]
-10.0,[TCP:options-wscale:198]-tamper{TCP:window:corrupt}-|,1,[-10]
-10.0,[TCP:options-uto:56]-tamper{TCP:options-altchksum:corrupt}-|,1,[-10]
-10.0,[TCP:flags::4]-duplicate-|,1,[-10]
-10.0,[TCP:window:160]-tamper{TCP:dataofs:replace:7}-|,1,[-10]
