Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,"[TCP:options-sack:]-|[TCP:options-nop:]-duplicate(fragment{tcp:-1:True},duplicate)-|[TCP:options-mss:1403]-drop-|",1,['-10']
-10.0,[TCP:flags:A]-tamper{TCP:seq:replace:2700470791}-|[TCP:seq:2283814610:0]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-sack:]-duplicate-|[TCP:options-uto:104]-duplicate-|,1,['-10']
-10.0,[TCP:options-sack:]-tamper{TCP:seq:corrupt}-|[TCP:options-nop::0]-tamper{TCP:load:corrupt}-|,1,['-10']
-10.0,[TCP:options-sack:]-tamper{TCP:options-altchksum:corrupt}-|[TCP:options-altchksum:83]-tamper{TCP:options-altchksumopt:replace:}-|,1,['-10']
-10.0,"[TCP:options-sack:]-tamper{TCP:options-wscale:replace:190}(tamper{TCP:options-altchksum:corrupt},)-|[TCP:options-wscale:103]-duplicate-|",1,['-10']
-10.0,[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}-|[TCP:flags:FSRPAUEC]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-sack:]-tamper{TCP:options-nop:corrupt}-|[TCP:urgptr:33485]-tamper{TCP:options-eol:replace:}-|[TCP:dport:50439:2]-duplicate-|,1,['-10']
-10.0,"[TCP:options-eol:]-duplicate(duplicate(,duplicate),)-|[TCP:options-altchksum:212]-drop-|",1,['-10']
-10.0,[TCP:options-sack:]-fragment{tcp:18:True:20}-|[TCP:urgptr:4271]-tamper{TCP:options-altchksum:replace:221}-|,1,['-10']
-10.0,"[TCP:options-sackok:]-tamper{TCP:window:corrupt}(tamper{TCP:window:corrupt},)-|[TCP:reserved:7]-tamper{TCP:options-altchksum:corrupt}-|",1,['-10']
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:False:5}-|[TCP:options-wscale:85]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|[TCP:reserved:7]-tamper{TCP:window:replace:170}-|,1,['-10']
-10.0,[TCP:options-sack:]-duplicate-|[TCP:options-uto:101]-tamper{TCP:options-eol:corrupt}-|,1,['-10']
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:dataofs:3]-duplicate-|,1,['-10']
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:window:160]-tamper{TCP:dataofs:replace:13}-|,1,['-10']
-10.0,"[TCP:options-sack:]-duplicate(duplicate(duplicate(tamper{TCP:window:corrupt},),tamper{TCP:options-altchksum:replace:90}),tamper{TCP:options-sackok:corrupt})-|[TCP:load:__DNS_REQUEST__]-duplicate-|",1,['-10']
-10.0,[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}-|[TCP:options-altchksum:197:3]-duplicate-|,1,['-10']
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:False:22}-|[TCP:sport:36724:1]-tamper{TCP:options-altchksum:replace:131}-|,1,['-10']
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:65057}(duplicate,)-|[TCP:options-sack:]-drop-|[TCP:options-md5header:1fcdbe6aac1e105858cb08c0d2a2c97d:0]-duplicate-|",1,['-10']
-10.0,"[TCP:options-sackok::0]-tamper{TCP:load:replace:__HTTP_REQUEST__}-|[TCP:options-eol::0]-tamper{TCP:sport:corrupt}(tamper{TCP:seq:replace:1553306328},)-|[TCP:ack:1015509689]-duplicate-|",1,['-10']
-10.0,[TCP:options-sackok::0]-fragment{tcp:-1:False}-|[TCP:dataofs:1]-tamper{TCP:options-uto:corrupt}-|,1,['-10']
-10.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:options-timestamp:replace:1427532821})-|[TCP:flags:RA]-tamper{TCP:options-md5header:corrupt}-|",1,['-10']
-10.0,"[TCP:urgptr:42075]-duplicate(duplicate,)-|[TCP:dport:13220]-tamper{TCP:reserved:corrupt}-|",1,['-10']
-10.0,"[TCP:options-sack::0]-tamper{TCP:chksum:corrupt}(tamper{TCP:seq:corrupt},)-|[TCP:dport:56406]-tamper{TCP:flags:corrupt}-|",1,['-10']
-10.0,"[TCP:options-sackok:]-fragment{tcp:20:True:10}(tamper{TCP:options-sack:corrupt}(tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:True},),),tamper{TCP:options-timestamp:corrupt})-|[TCP:options-timestamp:3477604187]-duplicate-|",1,['-10']
-10.0,[TCP:options-wscale:129:0]-|[TCP:window:190:4]-tamper{TCP:sport:corrupt}-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-sackok:replace:}-|[TCP:options-md5header:8b2642296baf10775300e68423622e0b]-tamper{TCP:options-altchksum:replace:11}-|,1,['-10']
-10.0,[TCP:options-eol:]-tamper{TCP:ack:replace:1810644899}-|[TCP:reserved:4]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,[TCP:options-sackok:]-fragment{tcp:-1:True:29}-|[TCP:options-wscale:100]-duplicate-|,1,['-10']
-10.0,"[TCP:options-sackok::0]-tamper{TCP:options-sack:corrupt}-|[TCP:options-eol::0]-tamper{TCP:options-altchksumopt:corrupt}(tamper{TCP:options-mss:replace:62162}(duplicate,),)-|[TCP:dport:49818]-tamper{TCP:options-eol:corrupt}-|",1,['-10']
-10.0,[TCP:options-sack::0]-tamper{TCP:options-eol:replace:}-|[TCP:dataofs:12]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:ack:1948462870:4]-tamper{TCP:dport:replace:27535}-|,1,['-10']
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-wscale:30]-tamper{TCP:dataofs:replace:6}-|,1,['-10']
-10.0,"[TCP:options-sackok:]-tamper{TCP:window:corrupt}(tamper{TCP:window:corrupt}(tamper{TCP:options-md5header:corrupt},),)-|[TCP:chksum:28059:3]-duplicate-|",1,['-10']
-10.0,[TCP:options-eol:]-tamper{TCP:flags:corrupt}-|[TCP:window:100]-tamper{TCP:options-wscale:replace:172}-|,1,['-10']
-10.0,[TCP:options-sack::0]-|[TCP:options-timestamp:4000841467:2]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,"[TCP:options-sackok::0]-tamper{TCP:options-mss:corrupt}(duplicate,)-|[TCP:window:10:4]-tamper{TCP:options-altchksum:replace:249}-|",1,['-10']
-10.0,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(fragment{tcp:-1:False}(,duplicate(,tamper{TCP:reserved:corrupt})),)-|[TCP:window:70]-tamper{TCP:options-sackok:corrupt}-|",1,['-10']
-10.0,[TCP:options-sack:]-duplicate-|[TCP:options-nop::0]-fragment{tcp:-1:False}-|[TCP:options-uto:44]-tamper{TCP:sport:replace:28064}-|,1,['-10']
-10.0,[TCP:options-sackok:]-fragment{ip:-1:True:22}-|[TCP:ack:527799380]-duplicate-|,1,['-10']
-10.0,[TCP:options-sackok::0]-tamper{TCP:options-wscale:corrupt}-|[TCP:options-timestamp:3027736505]-tamper{TCP:flags:corrupt}-|,1,['-10']
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-altchksum:corrupt}(fragment{tcp:-1:False},)-|[TCP:window:170]-drop-|",1,['-10']
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-uto:corrupt}(duplicate,)-|[TCP:options-mss:65180]-tamper{TCP:options-altchksum:corrupt}-|",1,['-10']
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:False},)-|[TCP:options-sackok:]-tamper{TCP:urgptr:replace:61245}(duplicate,)-|[TCP:reserved:0]-duplicate-|[TCP:flags:SA:1]-tamper{TCP:options-nop:replace:}-|",1,['-10']
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:dport:replace:49536}(tamper{TCP:options-uto:replace:38},)-|[TCP:options-md5header:cb421a168b5890a64d7cc707e39fe348]-duplicate-|",1,['-10']
-10.0,[TCP:options-sack::0]-|[TCP:options-altchksum:20]-duplicate-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:corrupt}-|[TCP:window:50]-duplicate-|,1,['-10']
-10.0,[TCP:options-sack::0]-tamper{TCP:options-eol:replace:}-|[TCP:ack:193891796]-tamper{TCP:flags:corrupt}-|,1,['-10']
-10.0,"[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(duplicate,)-|[TCP:urgptr:13543]-drop-|",1,['-10']
-10.0,"[TCP:options-sackok:]-fragment{tcp:20:True:10}(tamper{TCP:options-sack:corrupt}(tamper{TCP:options-altchksum:corrupt},),tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:True}(,fragment{tcp:-1:False}),))-|[TCP:options-sackok:]-tamper{TCP:urgptr:replace:61245}(duplicate,)-|[TCP:dataofs:7]-tamper{TCP:options-md5header:corrupt}-|",1,['-10']
-10.0,[TCP:options-sack::0]-tamper{TCP:options-nop:replace:}-|[TCP:flags:SRPAEC]-tamper{TCP:dport:replace:22007}-|,1,['-10']
-10.0,"[TCP:options-sack:]-tamper{TCP:options-nop:corrupt}(tamper{TCP:ack:replace:1001599723},)-|[TCP:options-md5header:31b18696c163c6899657d3f89017ee30]-drop-|",1,['-10']
-10.0,"[TCP:options-sack:]-duplicate(fragment{tcp:-1:False},)-|[TCP:options-sackok:]-duplicate-|[TCP:ack:3197880177]-tamper{TCP:options-sack:replace:}-|",1,['-10']
-9.658,"[TCP:urgptr:15148:1]-duplicate(fragment{tcp:-1:False}(tamper{TCP:urgptr:replace:27530},),)-|",1,['-9.658']
-9.658,[TCP:options-eol::0]-tamper{TCP:options-eol:corrupt}-|[TCP:urgptr:31244]-tamper{TCP:load:corrupt}-|,1,['-9.658']
0.0,[TCP:options-md5header:0ccf1358ea3818601e47456434d481c6]-|,1,['0']
0.0,[TCP:sport:36909:4]-|,1,['0']
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-nop:corrupt},)-|",1,['0']
0.0,[TCP:sport:60431]-|,1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-md5header:replace:cc942188cc6ccee6574a056b5fc59acd},)-|",1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:options-nop:replace:}-|,1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:29}(,tamper{TCP:load:replace:__DNS_REQUEST__})-|",1,['0']
0.0,[TCP:options-eol::1]-duplicate-|,1,['0']
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:True:5}(tamper{TCP:options-altchksum:replace:144},)-|",1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-sackok:corrupt}(tamper{TCP:sport:corrupt},),)-|",1,['0']
0.0,[TCP:dataofs:11]-|,1,['0']
0.0,"[TCP:options-nop:]-tamper{TCP:flags:replace:P}(tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False},),)-|",1,['0']
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:options-nop:corrupt},)-|",1,['0']
0.0,[TCP:dport:54801]-|,1,['0']
0.0,[TCP:load:]-tamper{TCP:options-sackok:corrupt}-|[TCP:options-sack:]-tamper{TCP:options-sack:replace:}-|,1,['0']
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False},),)-|",1,['0']
0.0,[TCP:options-eol:]-tamper{TCP:load:replace:nst1n3muzn}-|,1,['0']
0.0,"[TCP:options-eol:]-fragment{tcp:44:False}(,tamper{TCP:options-mss:replace:36054})-|",1,['0']
0.0,"[TCP:options-sackok:]-duplicate(,tamper{TCP:options-mss:replace:42197})-|",1,['0']
0.0,[TCP:options-sack:]-tamper{TCP:flags:corrupt}-|,1,['0']
0.0,"[TCP:options-nop::0]-fragment{tcp:-1:False}(,tamper{TCP:options-sackok:replace:})-|[TCP:options-eol:]-duplicate-|",1,['0']
0.0,[TCP:ack:1002018026:2]-|,1,['0']
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:options-altchksumopt:corrupt},)-|",1,['0']
0.0,"[TCP:options-eol::1]-fragment{tcp:-1:False}(duplicate,)-|",1,['0']
0.0,[TCP:flags:AEC:4]-|,1,['0']
0.0,[TCP:options-sackok:]-tamper{TCP:seq:corrupt}-|,1,['0']
0.0,"[TCP:options-sackok:]-duplicate(,fragment{tcp:-1:True})-|[TCP:options-nop:]-tamper{TCP:options-nop:corrupt}-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:sport:corrupt}(tamper{TCP:options-sack:replace:},)-|",1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False:29}(tamper{TCP:ack:corrupt},tamper{TCP:load:replace:__DNS_REQUEST__})-|",1,['0']
0.0,"[TCP:options-nop:]-tamper{TCP:flags:replace:P}(tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False},),)-|[TCP:options-eol:]-duplicate-|",1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:44:False}(tamper{TCP:options-altchksumopt:replace:},tamper{TCP:options-mss:replace:36054})-|",1,['0']
0.0,[TCP:flags:S:0]-tamper{TCP:options-mss:corrupt}-|,1,['0']
0.0,[TCP:sport:27888:1]-|,1,['0']
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False:2}(tamper{TCP:options-altchksum:replace:144},)-|",1,['0']
0.0,[TCP:options-sackok:]-tamper{TCP:load:replace:__DNS_REQUEST__}-|,1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:options-altchksum:replace:178},)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:True},)-|[TCP:options-sackok:]-fragment{tcp:-1:True}-|",1,['0']
0.0,"[TCP:options-eol::0]-tamper{TCP:dataofs:corrupt}(duplicate(drop,tamper{TCP:ack:corrupt}),)-|",1,['0']
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:-1:False},)-|",1,['0']
0.0,[TCP:options-eol:]-tamper{TCP:reserved:replace:6}-|,1,['0']
0.0,"[TCP:options-eol::0]-duplicate(,tamper{TCP:chksum:corrupt})-|",1,['0']
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:flags:corrupt},)-|",1,['0']
0.0,"[TCP:options-eol::0]-fragment{ip:-1:False}(duplicate,)-|",1,['0']
0.0,[TCP:options-sackok:]-tamper{TCP:options-sackok:replace:}-|,1,['0']
0.0,[TCP:load:]-tamper{TCP:urgptr:corrupt}-|[TCP:options-sack:]-|,1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-md5header:corrupt},)-|",1,['0']
0.0,[TCP:options-nop:]-fragment{tcp:-1:True}-|,1,['0']
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:sport:corrupt}(tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False},),)-|",1,['0']
0.0,[TCP:options-altchksumopt:]-tamper{TCP:options-nop:corrupt}-|,1,['0']
0.0,"[TCP:options-nop::0]-fragment{ip:-1:False}(,tamper{TCP:options-sackok:replace:})-|[TCP:options-eol:]-duplicate-|",1,['0']
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:window:corrupt},)-|",1,['0']
0.0,"[TCP:options-sack:]-fragment{tcp:52:True:9}(tamper{TCP:options-nop:replace:},)-|",1,['0']
0.0,"[TCP:options-eol:]-tamper{TCP:sport:replace:25275}(fragment{tcp:-1:True},)-|",1,['0']
0.0,[TCP:load:]-tamper{TCP:options-md5header:corrupt}-|[TCP:options-sack:]-|,1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-sackok:corrupt},)-|",1,['0']
0.0,[TCP:options-sack:]-tamper{TCP:options-altchksum:replace:81}-|,1,['0']
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-eol:corrupt}(fragment{tcp:-1:False},)-|",1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:-1:False}(duplicate,)-|[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(fragment{tcp:-1:False},)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(duplicate,)-|",1,['0']
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:options-nop:corrupt},fragment{tcp:-1:False})-|",1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:options-sack:corrupt}-|,1,['0']
0.0,[TCP:options-nop::1]-fragment{tcp:-1:True}-|,1,['0']
0.0,"[TCP:options-sackok::0]-tamper{TCP:seq:corrupt}(duplicate,)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-timestamp:replace:3024349839},)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:load:corrupt},drop)-|",1,['0']
0.0,"[TCP:options-eol:]-tamper{TCP:load:replace:nst1n3muzn}(tamper{TCP:seq:replace:2794124592},)-|",1,['0']
0.0,[TCP:options-sackok::0]-tamper{TCP:options-altchksumopt:corrupt}-|,1,['0']
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:options-altchksumopt:corrupt}(fragment{tcp:-1:False},),)-|",1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:seq:replace:4208019285}-|,1,['0']
0.0,"[TCP:load:]-tamper{TCP:options-altchksumopt:corrupt}-|[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False},)-|",1,['0']
0.0,[TCP:options-sackok::0]-tamper{TCP:options-altchksum:replace:230}-|,1,['0']
0.0,[TCP:options-sackok::0]-tamper{TCP:reserved:corrupt}-|,1,['0']
0.0,"[TCP:options-eol:]-duplicate(,fragment{tcp:-1:False})-|",1,['0']
0.0,"[TCP:options-eol:]-tamper{TCP:sport:replace:25275}(fragment{tcp:-1:True}(,tamper{TCP:seq:replace:15774760}),)-|",1,['0']
0.0,[TCP:load:]-|[TCP:options-sack:]-tamper{TCP:options-sack:replace:}-|,1,['0']
0.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:replace:208682213e61a649c77f66953d0fc627}(fragment{tcp:-1:True},)-|",1,['0']
0.0,[TCP:options-eol:]-tamper{TCP:window:replace:80}-|,1,['0']
0.0,"[TCP:flags:S:0]-tamper{TCP:options-mss:corrupt}(duplicate,)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-nop:corrupt},)-|",1,['0']
0.0,"[TCP:options-sackok::0]-tamper{TCP:flags:corrupt}(fragment{tcp:-1:False},)-|",1,['0']
0.0,[TCP:flags:S:0]-duplicate-|,1,['0']
0.0,[TCP:options-nop:]-tamper{TCP:urgptr:corrupt}-|,1,['0']
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:reserved:corrupt},)-|",1,['0']
0.0,"[TCP:options-sack:]-duplicate(duplicate,)-|",1,['0']
0.0,[TCP:options-sackok:]-duplicate-|[TCP:options-nop:]-tamper{TCP:flags:corrupt}-|,1,['0']
0.0,"[TCP:options-eol::0]-tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False}(tamper{TCP:options-sackok:corrupt}(duplicate,),),)-|",1,['0']
0.0,"[TCP:options-sackok:]-duplicate(drop,tamper{TCP:ack:corrupt})-|",1,['0']
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:corrupt}(fragment{tcp:45:False},)-|",1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:30:True:15}(tamper{TCP:options-altchksumopt:replace:},tamper{TCP:options-mss:replace:36054})-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(duplicate(tamper{TCP:options-mss:corrupt}(tamper{TCP:sport:corrupt},),tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True},)),)-|",1,['0']
0.0,[TCP:flags:S:0]-tamper{TCP:window:corrupt}-|,1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(fragment{tcp:7:False:26},)-|",1,['0']
0.0,"[TCP:options-eol::0]-tamper{TCP:dataofs:corrupt}(duplicate(tamper{TCP:ack:corrupt},drop),)-|",1,['0']
0.0,"[TCP:options-nop:]-fragment{ip:-1:False:5}(drop,)-|",1,['0']
0.0,"[TCP:options-eol::0]-tamper{TCP:dataofs:corrupt}(tamper{TCP:options-sackok:replace:},)-|",1,['0']
0.0,[TCP:options-nop::0]-fragment{tcp:22:False:11}-|,1,['0']
0.0,"[TCP:options-eol::0]-duplicate(,fragment{tcp:-1:True})-|",1,['0']
0.0,"[TCP:options-sackok::0]-duplicate(tamper{TCP:flags:corrupt},)-|[TCP:flags:PA]-tamper{TCP:options-timestamp:corrupt}-|",1,['0']
0.0,"[TCP:flags:A]-duplicate(duplicate,fragment{tcp:-1:True})-|",1,['0']
0.0,[TCP:flags:S]-drop-|,1,['0']
0.0,[TCP:options-altchksum:124]-tamper{TCP:options-sack:replace:}-|,1,['0']
0.0,"[TCP:options-nop:]-tamper{TCP:flags:replace:P}(tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:False},),)-|[TCP:options-eol:]-duplicate-|",1,['0']
0.0,[TCP:options-eol::0]-duplicate-|[TCP:options-sackok:]-tamper{TCP:window:corrupt}-|,1,['0']
0.0,"[TCP:options-sack:]-fragment{tcp:52:True:9}(tamper{TCP:urgptr:corrupt},)-|",1,['0']
0.0,"[TCP:load:]-|[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False}(,duplicate),)-|",1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:44:False}(tamper{TCP:options-altchksumopt:replace:},)-|",1,['0']
0.0,[TCP:options-altchksum:92]-tamper{TCP:options-mss:corrupt}-|,1,['0']
0.0,[TCP:options-sackok:]-tamper{TCP:flags:corrupt}-|,1,['0']
0.0,[TCP:dport:34424]-duplicate-|,1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:44:False}(tamper{TCP:options-altchksumopt:replace:}(duplicate,),tamper{TCP:options-mss:replace:36054})-|",1,['0']
0.0,"[TCP:options-eol::0]-tamper{TCP:options-uto:corrupt}(duplicate(drop,),)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(tamper{TCP:options-timestamp:corrupt},)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:sport:corrupt}(tamper{TCP:options-wscale:replace:125},)-|",1,['0']
0.0,"[TCP:options-nop::0]-tamper{TCP:urgptr:corrupt}(tamper{TCP:options-md5header:corrupt},)-|",1,['0']
0.0,[TCP:options-sack:]-fragment{ip:-1:True:5}-|,1,['0']
0.0,[TCP:options-altchksum:194]-fragment{tcp:-1:False}-|,1,['0']
0.0,[TCP:options-sackok:]-tamper{TCP:options-timestamp:corrupt}-|,1,['0']
0.0,"[TCP:load:]-tamper{TCP:load:corrupt}-|[TCP:options-sack:]-tamper{TCP:options-sack:corrupt}(fragment{tcp:-1:False},)-|",1,['0']
0.0,"[TCP:options-eol::0]-duplicate(tamper{TCP:options-sackok:corrupt},)-|",1,['0']
0.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:load:replace:nst1n3muzn}(tamper{TCP:seq:replace:2794124592},))-|",1,['0']
0.0,"[TCP:options-sack:]-duplicate(tamper{TCP:dataofs:replace:1},)-|",1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-wscale:replace:91},)-|",1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:reserved:replace:5}-|,1,['0']
0.0,"[TCP:load:]-tamper{TCP:options-md5header:corrupt}(duplicate,)-|[TCP:options-sack:]-tamper{TCP:sport:corrupt}-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-mss:corrupt},tamper{TCP:options-wscale:corrupt})-|",1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:options-uto:replace:85}-|,1,['0']
0.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:sport:replace:65057},)-|",1,['0']
0.0,"[TCP:options-eol::0]-tamper{TCP:options-sack:corrupt}(duplicate,)-|",1,['0']
0.0,"[TCP:options-nop:]-tamper{TCP:dataofs:corrupt}(duplicate,)-|",1,['0']
0.0,[TCP:options-sack:]-fragment{ip:-1:False}-|,1,['0']
0.0,"[TCP:options-eol::0]-fragment{tcp:44:False}(tamper{TCP:options-altchksumopt:replace:},tamper{TCP:dport:replace:164})-|",1,['0']
0.0,"[TCP:options-sackok::0]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|",1,['0']
0.0,[TCP:options-eol:]-tamper{TCP:options-timestamp:replace:2504654391}-|,1,['0']
0.0,[TCP:options-nop:]-tamper{TCP:window:corrupt}-|,1,['0']
0.0,[TCP:options-altchksumopt:]-tamper{TCP:sport:replace:25394}-|,1,['0']
0.0,"[TCP:options-altchksumopt:]-duplicate(tamper{TCP:dport:corrupt},fragment{tcp:-1:False})-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:sport:corrupt}(tamper{TCP:options-sack:replace:}(duplicate,),)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-wscale:replace:164},duplicate)-|",1,['0']
0.0,[TCP:options-sackok:]-fragment{tcp:44:True:22}-|,1,['0']
0.0,[TCP:options-sackok::0]-tamper{TCP:dataofs:corrupt}-|,1,['0']
0.0,"[TCP:options-eol:]-duplicate(,duplicate(,duplicate))-|",1,['0']
0.0,[TCP:load:]-|[TCP:options-sack:]-duplicate-|,1,['0']
0.0,[TCP:options-eol:]-fragment{ip:-1:True}-|,1,['0']
0.0,[TCP:options-nop:]-tamper{TCP:options-mss:corrupt}-|,1,['0']
0.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False:2}(tamper{TCP:urgptr:replace:10206},)-|",1,['0']
0.0,[TCP:options-sackok:]-fragment{tcp:12:False}-|,1,['0']
0.0,[TCP:options-altchksumopt:]-tamper{TCP:dport:corrupt}-|,1,['0']
0.0,[TCP:flags:S:0]-|,1,['0']
0.0,"[TCP:options-sackok::0]-tamper{TCP:options-eol:corrupt}(fragment{tcp:21:False},)-|",1,['0']
0.0,"[TCP:options-sack:]-tamper{TCP:dataofs:corrupt}(duplicate(duplicate,),)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-mss:corrupt})-|",1,['0']
0.0,[TCP:options-uto:176]-tamper{TCP:options-altchksumopt:replace:}-|,1,['0']
0.0,"[TCP:options-sackok:]-fragment{tcp:-1:True}(tamper{TCP:options-eol:replace:},)-|",1,['0']
0.0,[TCP:options-altchksumopt:]-tamper{TCP:window:replace:40}-|,1,['0']
0.0,[TCP:options-eol::0]-tamper{TCP:options-md5header:replace:ee233ab094980fccedc766844b6937c4}-|,1,['0']
0.0,[TCP:options-altchksumopt:]-tamper{TCP:seq:replace:4049104138}-|,1,['0']
0.0,"[TCP:options-eol:]-fragment{tcp:-1:True}(tamper{TCP:reserved:replace:7},)-|",1,['0']
0.0,[TCP:options-eol:]-tamper{TCP:seq:replace:2794124592}-|,1,['0']
0.0,"[TCP:options-eol:]-duplicate(,tamper{TCP:options-mss:replace:36935})-|",1,['0']
0.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(fragment{ip:-1:True}(drop,),)-|",1,['0']
0.0,[TCP:options-sackok:]-fragment{tcp:34:False:31}-|,1,['0']
0.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:36:False},)-|",1,['0']
0.0,"[TCP:options-eol:]-duplicate(tamper{TCP:seq:corrupt},drop)-|",1,['0']
