Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-10.0,[TCP:options-eol:]-fragment{tcp:-1:False}-|[TCP:urgptr:41431]-tamper{TCP:window:replace:20}-|,1,['-10']
-10.0,[TCP:dport:45608]-duplicate-|,1,['-10']
-10.0,[TCP:options-wscale:172]-tamper{TCP:dataofs:replace:2}-|,1,['-10']
-10.0,[TCP:options-md5header:0ccf1358ea3818601e47456434d481c6]-duplicate-|,1,['-10']
-10.0,[TCP:window:30:3]-duplicate-|,1,['-10']
-10.0,[TCP:sport:60431]-tamper{TCP:reserved:corrupt}-|,1,['-10']
-10.0,[TCP:flags:AEC:4]-tamper{TCP:ack:replace:1451384290}-|,1,['-10']
-10.0,[TCP:ack:1002018026:2]-duplicate-|,1,['-10']
-10.0,[TCP:options-md5header:0ccf1358ea3818601e47456434d481c6]-tamper{TCP:options-altchksum:corrupt}-|,1,['-10']
-10.0,[TCP:options-sackok::0]-tamper{TCP:window:corrupt}-|,1,['-10']
-10.0,"[TCP:options-altchksumopt:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:seq:corrupt},)-|[TCP:options-md5header:30bf02f2bb205b6164bf738e06fa7b1f]-tamper{TCP:options-md5header:replace:75b438f6ad5e5ac272d3f6a18af835fb}-|",1,['-10']
-10.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(duplicate,)-|[TCP:sport:63407]-duplicate-|",1,['-10']
-10.0,[TCP:sport:9343:3]-duplicate-|,1,['-10']
-10.0,[TCP:options-uto:249]-drop-|,1,['-10']
-10.0,[TCP:urgptr:18468:0]-duplicate-|,1,['-10']
-10.0,[TCP:dport:54801]-tamper{TCP:options-timestamp:replace:2511559234}-|,1,['-10']
-10.0,[TCP:options-md5header:4ad02cc513d114fda9a8bb9c0d67b465]-drop-|,1,['-10']
-10.0,[TCP:options-altchksum:37]-tamper{TCP:reserved:replace:4}-|,1,['-10']
-10.0,[TCP:options-wscale:131]-tamper{TCP:options-sack:corrupt}-|,1,['-10']
-10.0,[TCP:seq:3366715009]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:ack:886552198]-tamper{TCP:chksum:corrupt}-|,1,['-10']
-10.0,[TCP:load:__DNS_REQUEST__:3]-drop-|,1,['-10']
-10.0,"[TCP:options-sackok:]-tamper{TCP:options-sackok:corrupt}(tamper{TCP:sport:corrupt},)-|[TCP:window:150]-tamper{TCP:dataofs:corrupt}-|",1,['-10']
-10.0,[TCP:ack:1002018026:2]-|[TCP:options-altchksumopt::1]-tamper{TCP:options-uto:corrupt}-|,1,['-10']
-10.0,[TCP:options-wscale:182]-tamper{TCP:options-altchksumopt:replace:}-|,1,['-10']
-10.0,[TCP:sport:38298]-tamper{TCP:options-mss:replace:25446}-|,1,['-10']
-10.0,[TCP:ack:2641037749]-duplicate-|,1,['-10']
-10.0,[TCP:dport:44292]-tamper{TCP:chksum:corrupt}-|,1,['-10']
-10.0,[TCP:urgptr:20384]-tamper{TCP:options-nop:replace:}-|,1,['-10']
-10.0,[TCP:chksum:50067:4]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,[TCP:sport:36909:4]-duplicate-|,1,['-10']
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:flags:FRAE:4]-tamper{TCP:options-uto:corrupt}-|,1,['-10']
-10.0,"[TCP:dport:22157]-tamper{TCP:options-md5header:corrupt}(tamper{TCP:flags:corrupt}(fragment{tcp:-1:True},),)-|",1,['-10']
-10.0,[TCP:options-md5header:39f30d018842606dac5184847d085162]-tamper{TCP:dataofs:replace:3}-|,1,['-10']
-10.0,[TCP:options-wscale:210]-tamper{TCP:load:corrupt}-|,1,['-10']
-10.0,[TCP:sport:60431]-duplicate-|,1,['-10']
-10.0,[TCP:seq:2067197296]-tamper{TCP:dport:replace:46907}-|,1,['-10']
-10.0,[TCP:dport:64560]-tamper{TCP:sport:replace:40499}-|,1,['-10']
-10.0,[TCP:options-md5header:0ccf1358ea3818601e47456434d481c6]-tamper{TCP:options-sack:corrupt}-|,1,['-10']
-10.0,[TCP:flags:AEC:4]-drop-|,1,['-10']
-10.0,[TCP:options-timestamp:2232812704]-tamper{TCP:options-altchksum:replace:72}-|,1,['-10']
-10.0,[TCP:dport:54801]-tamper{TCP:options-sack:replace:}-|,1,['-10']
-10.0,[TCP:chksum:33753]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,[TCP:options-uto:66:3]-fragment{tcp:34:False:17}-|,1,['-10']
-10.0,[TCP:flags:AEC:4]-tamper{TCP:flags:replace:R}-|,1,['-10']
-10.0,[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}-|[TCP:dport:58162]-duplicate-|,1,['-10']
-10.0,[TCP:dport:54801]-tamper{TCP:sport:replace:52102}-|,1,['-10']
-10.0,[TCP:dataofs:11]-tamper{TCP:options-mss:replace:60869}-|,1,['-10']
-10.0,[TCP:reserved:4]-tamper{TCP:options-timestamp:replace:2998034176}-|,1,['-10']
-10.0,[TCP:chksum:26493]-tamper{TCP:options-timestamp:corrupt}-|,1,['-10']
-10.0,[TCP:ack:1002018026:2]-tamper{TCP:seq:replace:2599680326}-|,1,['-10']
-10.0,[TCP:dport:36475]-tamper{TCP:options-mss:corrupt}-|,1,['-10']
-10.0,[TCP:dataofs:5]-tamper{TCP:options-timestamp:corrupt}-|,1,['-10']
-10.0,[TCP:options-eol:]-fragment{tcp:-1:False}-|[TCP:options-mss:23283]-tamper{TCP:options-altchksum:replace:217}-|,1,['-10']
-10.0,[TCP:options-mss:17090]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:ack:579157396]-tamper{TCP:options-nop:replace:}-|,1,['-10']
-10.0,[TCP:dataofs:12]-tamper{TCP:sport:corrupt}-|,1,['-10']
-10.0,"[TCP:ack:3743973880:1]-duplicate(duplicate(tamper{TCP:load:corrupt},),)-|",1,['-10']
-10.0,[TCP:urgptr:1150:2]-duplicate-|,1,['-10']
-10.0,[TCP:chksum:44929]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,"[TCP:sport:20460]-duplicate(tamper{TCP:ack:replace:3281181641}(tamper{TCP:options-eol:corrupt},),)-|",1,['-10']
-10.0,[TCP:chksum:13745]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,[TCP:options-wscale:234]-tamper{TCP:chksum:corrupt}-|,1,['-10']
-10.0,[TCP:options-mss:32378]-tamper{TCP:load:replace:}-|,1,['-10']
-10.0,[TCP:options-sack:]-tamper{TCP:window:corrupt}-|[TCP:options-altchksum:119:0]-tamper{TCP:dport:corrupt}-|,1,['-10']
-10.0,[TCP:options-sackok::0]-|[TCP:ack:203996523:2]-tamper{TCP:options-uto:replace:255}-|,1,['-10']
-10.0,[TCP:chksum:44372]-duplicate-|,1,['-10']
-10.0,[TCP:options-sackok::0]-duplicate-|[TCP:options-timestamp:3386540428]-tamper{TCP:ack:replace:852626869}-|,1,['-10']
-10.0,[TCP:options-md5header:0e72e3e85204378522abb67e2207b632]-tamper{TCP:urgptr:corrupt}-|,1,['-10']
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True},)-|[TCP:dataofs:3]-tamper{TCP:chksum:corrupt}-|",1,['-10']
-10.0,[TCP:flags:A]-duplicate-|[TCP:chksum:41492]-duplicate-|,1,['-10']
-10.0,[TCP:options-eol:]-tamper{TCP:options-nop:corrupt}-|[TCP:load:6quhzuq2ad]-tamper{TCP:options-md5header:corrupt}-|,1,['-10']
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-sackok:corrupt},)-|[TCP:options-uto:207]-fragment{tcp:-1:True}-|",1,['-10']
-10.0,"[TCP:options-eol::0]-fragment{tcp:-1:False}(duplicate,)-|[TCP:options-sackok:]-tamper{TCP:dataofs:corrupt}-|[TCP:options-altchksum:155]-fragment{tcp:-1:True}-|",1,['-10']
-10.0,[TCP:options-sackok::0]-|[TCP:seq:2340551023]-duplicate-|,1,['-10']
-10.0,[TCP:options-sackok::0]-|[TCP:options-timestamp:2697059586]-duplicate-|,1,['-10']
-10.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,)-|[TCP:options-uto:142:3]-fragment{tcp:-1:False}-|",1,['-10']
-10.0,"[TCP:options-sackok::0]-duplicate(fragment{tcp:-1:True},)-|[TCP:chksum:48655]-tamper{TCP:dataofs:corrupt}-|",1,['-10']
-10.0,"[TCP:load:]-tamper{TCP:options-altchksumopt:corrupt}-|[TCP:options-sack:]-tamper{TCP:options-sack:replace:}(fragment{tcp:-1:False},)-|[TCP:options-timestamp:2374353844:4]-tamper{TCP:options-wscale:corrupt}-|",1,['-10']
-10.0,"[TCP:flags:A]-tamper{TCP:flags:replace:P}(tamper{TCP:dataofs:corrupt}(fragment{tcp:-1:False},),)-|[TCP:ack:3339756752:4]-duplicate-|",1,['-10']
-10.0,"[TCP:sport:27888:1]-duplicate(tamper{TCP:options-altchksumopt:corrupt}(fragment{tcp:46:True},),)-|",1,['-10']
-10.0,[TCP:options-uto:41:1]-tamper{TCP:options-altchksum:corrupt}-|,1,['-10']
-10.0,"[TCP:options-altchksumopt:]-duplicate(duplicate,)-|[TCP:chksum:45152:0]-drop-|",1,['-10']
-10.0,[TCP:ack:579157396]-duplicate-|,1,['-10']
-10.0,[TCP:dataofs:5]-duplicate-|,1,['-10']
-10.0,"[TCP:options-sack:]-tamper{TCP:urgptr:corrupt}(duplicate,)-|[TCP:window:150:0]-duplicate-|",1,['-10']
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:options-altchksumopt::0]-drop-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:seq:replace:4049104138}-|[TCP:sport:20366]-drop-|,1,['-10']
-10.0,"[TCP:options-altchksumopt:]-fragment{tcp:-1:False:2}(tamper{TCP:urgptr:replace:10206},)-|[TCP:options-uto:210:4]-duplicate-|",1,['-10']
-10.0,[TCP:window:50]-duplicate-|,1,['-10']
-10.0,[TCP:load:]-duplicate-|[TCP:options-sack:]-tamper{TCP:sport:corrupt}-|[TCP:options-md5header:e5573a68e71b58b9c4dc4ad8df694f92]-tamper{TCP:options-wscale:corrupt}-|,1,['-10']
-10.0,[TCP:flags:S:0]-|[TCP:options-mss:48154]-tamper{TCP:urgptr:corrupt}-|,1,['-10']
-10.0,[TCP:options-eol:]-tamper{TCP:options-mss:corrupt}-|[TCP:ack:256896642:3]-tamper{TCP:options-eol:corrupt}-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:window:replace:40}-|[TCP:load:__HTTP_REQUEST__]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,"[TCP:options-sack:]-tamper{TCP:options-md5header:replace:a772d2f65a81647e0ba3f0e1f20bcb60}(duplicate,)-|[TCP:options-wscale:146]-duplicate-|",1,['-10']
-10.0,"[TCP:options-eol::0]-fragment{tcp:44:False}(tamper{TCP:options-altchksumopt:replace:},)-|[TCP:load:__HTTP_REQUEST__]-tamper{TCP:options-uto:replace:32}-|",1,['-10']
-10.0,[TCP:options-eol:]-duplicate-|[TCP:chksum:33159]-tamper{TCP:options-sackok:corrupt}-|,1,['-10']
-10.0,[TCP:options-sackok:]-fragment{tcp:58:False}-|[TCP:options-uto:215]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,"[TCP:options-nop:]-fragment{tcp:-1:False}(drop,)-|[TCP:options-uto:120:4]-tamper{TCP:sport:corrupt}-|",1,['-10']
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:options-altchksum:37]-duplicate-|,1,['-10']
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(tamper{TCP:options-wscale:replace:91},)-|[TCP:window:30:3]-tamper{TCP:seq:corrupt}-|",1,['-10']
-10.0,[TCP:options-sack:]-duplicate-|[TCP:options-altchksum:226:1]-tamper{TCP:options-md5header:corrupt}-|,1,['-10']
-10.0,"[TCP:options-altchksumopt:]-duplicate(,duplicate(drop,))-|[TCP:urgptr:32179]-fragment{tcp:-1:True}-|",1,['-10']
-10.0,[TCP:options-eol:]-tamper{TCP:options-mss:corrupt}-|[TCP:options-timestamp:3005139001:0]-tamper{TCP:dport:corrupt}-|,1,['-10']
-10.0,"[TCP:options-eol:]-tamper{TCP:options-md5header:replace:208682213e61a649c77f66953d0fc627}(fragment{tcp:-1:True},)-|[TCP:load:__DNS_REQUEST__]-tamper{TCP:chksum:corrupt}-|",1,['-10']
-10.0,[TCP:options-eol::0]-fragment{tcp:-1:True}-|[TCP:options-wscale:175]-tamper{TCP:seq:replace:545054386}-|,1,['-10']
-10.0,[TCP:load:]-|[TCP:options-sack:]-tamper{TCP:options-uto:corrupt}-|[TCP:options-md5header:59cc8473bafbc710609fcdb0a80c5d9c:0]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,[TCP:options-eol::0]-fragment{tcp:-1:True:38}-|[TCP:options-mss:49570]-duplicate-|,1,['-10']
-10.0,[TCP:options-eol:]-fragment{tcp:-1:False:36}-|[TCP:options-altchksum:197]-tamper{TCP:options-altchksum:corrupt}-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:reserved:replace:2}-|[TCP:options-wscale:245]-duplicate-|,1,['-10']
-10.0,[TCP:options-sackok::0]-|[TCP:urgptr:50980]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-sackok::0]-|[TCP:ack:27748235]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,"[TCP:options-sackok:]-duplicate(duplicate,)-|[TCP:options-mss:35156]-duplicate-|",1,['-10']
-10.0,[TCP:options-altchksum:194]-duplicate-|[TCP:options-md5header:a6ca6e1a3421a23942db9276a11e2246]-tamper{TCP:load:corrupt}-|,1,['-10']
-10.0,[TCP:options-sack:]-tamper{TCP:options-md5header:replace:205386e34b85b99edd6a2e838ee75262}-|[TCP:seq:3827656892]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-nop::0]-duplicate-|[TCP:flags:R:2]-tamper{TCP:options-altchksumopt:corrupt}-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:load:__HTTP_REQUEST__]-tamper{TCP:options-wscale:corrupt}-|,1,['-10']
-10.0,[TCP:options-eol::0]-tamper{TCP:options-eol:corrupt}-|[TCP:chksum:34096:2]-duplicate-|,1,['-10']
-10.0,"[TCP:options-eol:]-duplicate(duplicate(tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True},),tamper{TCP:options-mss:corrupt}(tamper{TCP:sport:corrupt},)),)-|[TCP:options-md5header:3dcca7b1e9b0365f57f60ba64a5aef0d]-drop-|",1,['-10']
-10.0,[TCP:options-sackok:]-tamper{TCP:options-wscale:replace:91}-|[TCP:options-mss:53883]-tamper{TCP:options-eol:replace:}-|,1,['-10']
-10.0,[TCP:options-eol::0]-tamper{TCP:reserved:corrupt}-|[TCP:load:__HTTP_REQUEST__]-tamper{TCP:seq:replace:46000642}-|,1,['-10']
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(duplicate,),)-|[TCP:options-uto:208:1]-tamper{TCP:options-md5header:corrupt}-|",1,['-10']
-10.0,[TCP:options-eol::0]-|[TCP:options-md5header:da1f06613627496b8e4f8f7023c82dbd]-drop-|,1,['-10']
-10.0,[TCP:options-eol::0]-fragment{tcp:-1:True}-|[TCP:options-md5header:26febe298b5133f489dca06e6fd84b8d]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:flags:A]-tamper{TCP:options-eol:replace:}-|[TCP:ack:3926168098]-duplicate-|,1,['-10']
-10.0,"[TCP:options-eol::0]-fragment{tcp:30:True:15}(tamper{TCP:options-altchksumopt:replace:},tamper{TCP:options-uto:replace:48})-|[TCP:options-timestamp:2643248273]-tamper{TCP:reserved:replace:5}-|",1,['-10']
-10.0,"[TCP:options-sack:]-duplicate(,duplicate)-|[TCP:dport:48717]-duplicate-|",1,['-10']
-10.0,"[TCP:options-sack:]-duplicate(,duplicate)-|[TCP:options-altchksum:85]-fragment{tcp:-1:True}-|",1,['-10']
-10.0,[TCP:options-eol::0]-fragment{tcp:-1:True}-|[TCP:options-mss:19434]-tamper{TCP:options-eol:replace:}-|,1,['-10']
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:chksum:26665]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,"[TCP:options-eol:]-duplicate(duplicate(tamper{TCP:options-mss:corrupt},),)-|[TCP:options-timestamp:3083941381]-fragment{tcp:-1:True}-|",1,['-10']
-10.0,[TCP:options-sack:]-tamper{TCP:load:corrupt}-|[TCP:dataofs:4]-duplicate-|,1,['-10']
-10.0,"[TCP:options-eol::0]-duplicate(drop,)-|[TCP:ack:2549369959]-duplicate-|",1,['-10']
-10.0,[TCP:options-sack::0]-fragment{tcp:-1:False}-|[TCP:options-uto:176:3]-tamper{TCP:dport:replace:30436}-|,1,['-10']
-10.0,"[TCP:options-sack:]-tamper{TCP:load:replace:__HTTP_REQUEST__}(tamper{TCP:dport:corrupt},)-|[TCP:ack:1908859859:0]-tamper{TCP:urgptr:replace:17641}-|",1,['-10']
-10.0,"[TCP:options-sackok:]-duplicate(tamper{TCP:options-altchksumopt:replace:},)-|[TCP:dataofs:5]-fragment{tcp:-1:True}-|",1,['-10']
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:options-wscale:65:1]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:dport:51128:3]-tamper{TCP:options-altchksum:corrupt}-|,1,['-10']
-10.0,"[TCP:options-nop::0]-fragment{tcp:-1:True}(tamper{TCP:options-eol:corrupt},fragment{tcp:-1:False})-|[TCP:seq:2264712500:0]-tamper{TCP:options-altchksum:corrupt}-|",1,['-10']
-10.0,[TCP:options-eol:]-fragment{ip:-1:True}-|[TCP:options-wscale:44:0]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-eol::0]-fragment{tcp:-1:True}-|[TCP:options-altchksum:122:2]-tamper{TCP:options-altchksum:replace:73}-|,1,['-10']
-10.0,[TCP:options-sackok::0]-duplicate-|[TCP:ack:1486546406]-tamper{TCP:options-altchksum:corrupt}-|,1,['-10']
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:options-wscale:243]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,"[TCP:options-eol::0]-duplicate(,tamper{TCP:seq:corrupt})-|[TCP:options-wscale:101]-duplicate-|",1,['-10']
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:sport:2868]-tamper{TCP:urgptr:replace:24256}-|,1,['-10']
-10.0,[TCP:options-sack:]-tamper{TCP:window:replace:60}-|[TCP:dport:6026:3]-tamper{TCP:options-mss:corrupt}-|,1,['-10']
-10.0,"[TCP:options-sackok:]-fragment{tcp:36:True}(tamper{TCP:options-timestamp:replace:481310806},)-|[TCP:urgptr:52007]-drop-|",1,['-10']
-10.0,"[TCP:flags:S:0]-tamper{TCP:options-mss:corrupt}(tamper{TCP:dataofs:corrupt}(tamper{TCP:options-sackok:replace:}(drop,),),)-|[TCP:window:110]-drop-|",1,['-10']
-10.0,"[TCP:options-sackok::0]-tamper{TCP:options-wscale:corrupt}(tamper{TCP:options-timestamp:corrupt},)-|[TCP:chksum:46406]-drop-|",1,['-10']
-10.0,[TCP:options-sack:]-duplicate-|[TCP:chksum:13751]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,[TCP:options-sack:]-tamper{TCP:urgptr:replace:10206}-|[TCP:chksum:60629]-tamper{TCP:options-sackok:replace:}-|,1,['-10']
-10.0,[TCP:options-sack::0]-tamper{TCP:options-altchksumopt:replace:}-|[TCP:dport:44780:1]-duplicate-|,1,['-10']
-10.0,[TCP:options-sackok:]-tamper{TCP:ack:corrupt}-|[TCP:seq:1170647215]-tamper{TCP:options-mss:replace:14130}-|,1,['-10']
-10.0,[TCP:options-altchksum:92]-|[TCP:options-mss:4751]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,"[TCP:flags:A]-duplicate(duplicate(,duplicate),)-|[TCP:options-uto:174]-duplicate-|",1,['-10']
-10.0,[TCP:options-sackok::0]-|[TCP:options-uto:47]-duplicate-|,1,['-10']
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:sport:32999]-tamper{TCP:options-sack:replace:}-|,1,['-10']
-10.0,"[TCP:options-uto:87]-tamper{TCP:options-timestamp:corrupt}(duplicate,)-|[TCP:options-md5header:0642448cb5dc439f60da8a65893cd7e1]-tamper{TCP:dataofs:replace:14}-|",1,['-10']
-10.0,"[TCP:options-uto:176]-fragment{tcp:-1:False}(,tamper{TCP:window:replace:80})-|[TCP:chksum:5208]-tamper{TCP:options-sackok:corrupt}-|",1,['-10']
-10.0,"[TCP:options-sackok:]-tamper{TCP:chksum:corrupt}(tamper{TCP:options-md5header:corrupt},)-|[TCP:options-md5header:274f28973e3f6b1bb3c71cd8aaa2df8b]-tamper{TCP:reserved:corrupt}-|",1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}-|[TCP:options-md5header:169bf433374cb981846d98d2938ea2f6]-drop-|,1,['-10']
-10.0,"[TCP:options-sack::0]-tamper{TCP:dport:corrupt}(fragment{tcp:-1:False}(duplicate,),)-|[TCP:dataofs:11:3]-tamper{TCP:dport:replace:16906}-|",1,['-10']
-10.0,[TCP:options-sackok:]-tamper{TCP:options-mss:corrupt}-|[TCP:reserved:1]-tamper{TCP:options-mss:corrupt}-|,1,['-10']
-10.0,[TCP:options-eol::0]-duplicate-|[TCP:dport:2682]-tamper{TCP:ack:replace:452406776}-|,1,['-10']
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:True:29}(,duplicate)-|[TCP:chksum:37822]-drop-|",1,['-10']
-10.0,[TCP:options-eol::0]-|[TCP:sport:51594]-drop-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:dport:replace:49536}-|[TCP:dport:50223]-drop-|,1,['-10']
-10.0,"[TCP:options-sack:]-tamper{TCP:window:corrupt}(drop,)-|[TCP:options-nop:]-duplicate-|[TCP:reserved:4]-duplicate-|",1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-md5header:corrupt}-|[TCP:options-wscale:192]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,[TCP:options-sack::0]-duplicate-|[TCP:options-md5header:5accafbb075adef05b5d7d862afd6f2e]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:flags:corrupt}-|[TCP:options-timestamp:2338729191:2]-duplicate-|,1,['-10']
-10.0,"[TCP:options-eol:]-duplicate(tamper{TCP:load:replace:},)-|[TCP:options-nop:]-drop-|[TCP:ack:152971550]-drop-|",1,['-10']
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:replace:42319}(fragment{tcp:54:True:15}(fragment{tcp:-1:True}(,tamper{TCP:options-eol:corrupt}(tamper{TCP:chksum:corrupt},)),),)-|[TCP:window:80:1]-duplicate-|",1,['-10']
-10.0,"[TCP:options-sack::0]-tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:True}(duplicate(tamper{TCP:options-eol:corrupt},),fragment{tcp:-1:True}),)-|[TCP:options-md5header:745ad914bf5c3c552dd99f74a419d688]-fragment{tcp:-1:True}-|",1,['-10']
-10.0,[TCP:options-altchksumopt:]-fragment{tcp:15:False:5}-|[TCP:options-uto:56]-tamper{TCP:options-md5header:replace:fcf258ab96ce46b269081c663585ef46}-|,1,['-10']
-10.0,[TCP:dport:3003:1]-duplicate-|[TCP:window:20:4]-tamper{TCP:options-sack:corrupt}-|,1,['-10']
-10.0,[TCP:options-sack::0]-tamper{TCP:options-md5header:replace:e65b2717f471b034ba47abbbd59962b8}-|[TCP:options-altchksum:97]-tamper{TCP:options-sack:replace:}-|,1,['-10']
-10.0,[TCP:options-sack::0]-tamper{TCP:options-md5header:corrupt}-|[TCP:sport:33091:4]-tamper{TCP:dataofs:corrupt}-|,1,['-10']
-10.0,"[TCP:options-eol:]-duplicate(duplicate(duplicate,),)-|[TCP:seq:713350350]-tamper{TCP:options-sack:replace:}-|",1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:dport:replace:49536}-|[TCP:reserved:2]-tamper{TCP:reserved:corrupt}-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:dport:replace:49536}-|[TCP:window:40]-tamper{TCP:options-sackok:corrupt}-|,1,['-10']
-10.0,[TCP:flags:A]-tamper{TCP:options-timestamp:replace:2151205785}-|[TCP:dport:49544]-tamper{TCP:window:corrupt}-|,1,['-10']
-10.0,[TCP:flags:A]-|[TCP:urgptr:12909]-duplicate-|,1,['-10']
-10.0,"[TCP:load:]-duplicate(tamper{TCP:ack:replace:2022927184},)-|[TCP:options-sack:]-tamper{TCP:options-nop:replace:}-|[TCP:load:w0gt4752vc:4]-tamper{TCP:options-wscale:corrupt}-|",1,['-10']
-10.0,"[TCP:options-sackok:]-duplicate(fragment{tcp:-1:False},)-|[TCP:sport:62918]-duplicate-|",1,['-10']
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:options-md5header:aaccdfd7d363624636f3fbf111c3281e]-tamper{TCP:options-sack:corrupt}-|,1,['-10']
-10.0,"[TCP:options-altchksumopt:]-duplicate(,tamper{TCP:options-mss:corrupt}(fragment{tcp:-1:False:17}(,duplicate(drop,)),))-|[TCP:options-mss:11176]-tamper{TCP:options-altchksum:replace:87}-|",1,['-10']
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:chksum:44467]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-tamper{TCP:options-wscale:replace:118}-|[TCP:seq:67371164]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-sack::0]-duplicate-|[TCP:options-mss:5743]-drop-|,1,['-10']
-10.0,[TCP:options-sack::0]-fragment{tcp:-1:True}-|[TCP:chksum:20411]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-sack::0]-|[TCP:options-mss:34907]-duplicate-|,1,['-10']
-10.0,[TCP:options-sackok:]-duplicate-|[TCP:dport:30217]-drop-|,1,['-10']
-10.0,[TCP:options-sackok::0]-|[TCP:options-eol::0]-tamper{TCP:seq:replace:2087361714}-|,1,['-10']
-10.0,[TCP:options-sack:]-duplicate-|[TCP:options-md5header:c3235f3619725263beca90f1b7cb9873]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,"[TCP:ack:2596114050]-duplicate(,duplicate)-|[TCP:dport:58179]-fragment{tcp:-1:True}-|",1,['-10']
-10.0,[TCP:options-altchksum:223]-tamper{TCP:dataofs:replace:13}-|[TCP:urgptr:8201:0]-drop-|,1,['-10']
-10.0,[TCP:options-eol:]-duplicate-|[TCP:options-uto:7]-fragment{tcp:-1:False}-|,1,['-10']
-10.0,[TCP:options-altchksumopt:]-duplicate-|[TCP:seq:195677627]-tamper{TCP:flags:replace:SRE}-|,1,['-10']
-10.0,"[TCP:options-sackok:]-fragment{tcp:-1:False}(,tamper{TCP:urgptr:replace:36263})-|[TCP:options-timestamp:1669602286:0]-fragment{tcp:-1:True}-|",1,['-10']
-10.0,[TCP:options-sackok:]-tamper{TCP:options-md5header:corrupt}-|[TCP:urgptr:1659]-duplicate-|,1,['-10']
-10.0,"[TCP:options-eol::0]-tamper{TCP:options-eol:corrupt}(duplicate(duplicate(fragment{tcp:-1:True},tamper{TCP:load:corrupt}),),)-|[TCP:options-md5header:ef8b723df535f76c4e522c8c20c1b368]-duplicate-|",1,['-10']
-10.0,[TCP:options-sack:]-duplicate-|[TCP:options-uto:57]-tamper{TCP:seq:corrupt}-|,1,['-10']
