Avg. Fitness,Strategy DNA,Evaluation Num,Evaluations
-1000.0,"[TCP:window:120]-fragment{tcp:-1:False}(duplicate,duplicate)-|[TCP:options-eol:]-|",1,['-1000']
-1000.0,[TCP:reserved:0]-drop-|,1,['-1000']
-1000.0,"[TCP:options-sack:]-tamper{TCP:options-timestamp:corrupt}(tamper{TCP:options-md5header:corrupt}(drop,),)-|",1,['-1000']
-1000.0,"[TCP:options-sackok:]-tamper{TCP:options-altchksumopt:replace:}(tamper{TCP:options-timestamp:replace:1434089886}(drop,),)-|",1,['-1000']
-1000.0,"[TCP:options-sack:]-tamper{TCP:dport:replace:21940}(drop,)-|",1,['-1000']
-1000.0,[TCP:options-eol:]-|[TCP:reserved:4]-tamper{TCP:reserved:corrupt}-|,1,['-1000']
-1000.0,"[TCP:options-eol::0]-tamper{TCP:options-timestamp:replace:2963430205}(tamper{TCP:options-nop:replace:},)-|[TCP:options-altchksumopt:]-tamper{TCP:options-sackok:replace:}(drop,)-|",1,['-1000']
-1000.0,"[TCP:options-eol:]-duplicate(tamper{TCP:options-sack:replace:}(drop,),tamper{TCP:options-altchksum:corrupt}(drop,))-|",1,['-1000']
-1000.0,[TCP:options-sack:]-|[TCP:flags:RPUEN:1]-tamper{TCP:options-uto:replace:58}-|,1,['-1000']
-1000.0,"[TCP:options-nop:]-tamper{TCP:options-sack:replace:}(drop,)-|",1,['-1000']
-1000.0,[TCP:options-sackok:]-|[TCP:options-eol:]-|,1,['-1000']
-1000.0,[TCP:options-altchksumopt:]-|[TCP:options-altchksumopt::0]-duplicate-|,1,['-1000']
-20.0,"[TCP:options-altchksum:6]-duplicate(,tamper{TCP:options-md5header:corrupt})-|[TCP:dataofs:4]-drop-|",1,['-20']
-20.0,[TCP:options-md5header:8df94cb514b7e17bc2b931d0acd97b41]-tamper{TCP:reserved:replace:2}-|[TCP:options-timestamp:1175014215]-tamper{TCP:options-eol:replace:}-|,1,['-20']
-20.0,"[TCP:options-md5header:5dd9b400d2a6a71bfa145bbf28c38b4e:3]-tamper{TCP:options-wscale:replace:43}(tamper{TCP:dataofs:corrupt},)-|[TCP:ack:3089303006]-duplicate-|",1,['-20']
-20.0,"[TCP:options-uto:121]-tamper{TCP:seq:replace:3853636556}(duplicate,)-|[TCP:sport:45747]-duplicate-|",1,['-20']
-20.0,"[TCP:dport:38268:1]-fragment{tcp:-1:False}(,fragment{tcp:-1:True})-|[TCP:options-uto:221]-fragment{tcp:-1:False}-|",1,['-20']
-20.0,"[TCP:dataofs:9]-tamper{TCP:options-sackok:replace:}(tamper{TCP:window:replace:80},)-|[TCP:options-altchksum:107]-tamper{TCP:dport:corrupt}-|",1,['-20']
-20.0,"[TCP:flags:R]-duplicate(tamper{TCP:window:corrupt},)-|[TCP:flags:FPAEN]-tamper{TCP:options-wscale:corrupt}-|",1,['-20']
-20.0,"[TCP:sport:6922]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|[TCP:load:__DNS_REQUEST__:4]-tamper{TCP:chksum:corrupt}-|",1,['-20']
-20.0,"[TCP:reserved:1]-duplicate(tamper{TCP:urgptr:replace:7532},)-|[TCP:sport:36792]-tamper{TCP:options-wscale:replace:52}-|",1,['-20']
-20.0,"[TCP:flags:SAU]-duplicate(drop,)-|[TCP:urgptr:45125]-duplicate-|",1,['-20']
-20.0,"[TCP:load:__DNS_REQUEST__]-tamper{TCP:options-md5header:replace:e94d530a2f47ba5cabb6c38c3cf034f4}(duplicate,)-|[TCP:chksum:59125]-fragment{tcp:-1:False}-|",1,['-20']
-20.0,"[TCP:dport:46081]-duplicate(,fragment{tcp:-1:True})-|[TCP:options-timestamp:1985401234:3]-tamper{TCP:dport:replace:59664}-|",1,['-20']
-20.0,"[TCP:options-timestamp:3588981281]-fragment{tcp:-1:False}(duplicate,)-|[TCP:chksum:54662:2]-fragment{tcp:-1:False}-|",1,['-20']
-20.0,"[TCP:load:__DNS_REQUEST__]-duplicate(duplicate,)-|[TCP:dport:16065:0]-tamper{TCP:options-altchksum:corrupt}-|",1,['-20']
-20.0,"[TCP:dport:63964:2]-fragment{tcp:-1:True}(fragment{tcp:-1:False},)-|[TCP:dport:20118:3]-fragment{tcp:-1:False}-|",1,['-20']
-20.0,"[TCP:options-wscale:226]-tamper{TCP:options-eol:corrupt}(duplicate,)-|[TCP:options-mss:46960]-tamper{TCP:sport:corrupt}-|",1,['-20']
-20.0,"[TCP:options-altchksum:32]-tamper{TCP:sport:replace:47328}(duplicate,)-|[TCP:seq:2818883215]-tamper{TCP:options-sack:replace:}-|",1,['-20']
-20.0,[TCP:chksum:18676]-drop-|[TCP:reserved:6]-duplicate-|,1,['-20']
-20.0,"[TCP:load:__DNS_REQUEST__]-duplicate(tamper{TCP:chksum:corrupt},)-|[TCP:options-altchksum:233]-tamper{TCP:sport:corrupt}-|",1,['-20']
-20.0,[TCP:options-uto:148]-|[TCP:chksum:51714]-duplicate-|,1,['-20']
-20.0,"[TCP:window:120]-fragment{tcp:-1:False}(duplicate,)-|[TCP:options-timestamp:1764461587:1]-tamper{TCP:options-wscale:corrupt}-|",1,['-20']
-20.0,[TCP:load:__HTTP_REQUEST__]-|[TCP:options-altchksum:199]-fragment{tcp:-1:False}-|,1,['-20']
-10.0,[TCP:chksum:23941]-fragment{tcp:-1:True}-|,1,['-10']
-10.0,"[TCP:options-wscale:224]-duplicate(tamper{TCP:seq:replace:2308407583}(tamper{TCP:options-sackok:corrupt},),)-|",1,['-10']
-10.0,"[TCP:seq:1528105550]-tamper{TCP:seq:corrupt}(tamper{TCP:options-mss:corrupt},)-|",1,['-10']
-10.0,"[TCP:options-wscale:165]-duplicate(duplicate,tamper{TCP:options-timestamp:replace:1003288030})-|",1,['-10']
-10.0,"[TCP:options-md5header:ace1fc500463d180adf6994cb2420256]-tamper{TCP:chksum:replace:9408}(drop,)-|",1,['-10']
-10.0,"[TCP:seq:3844783716]-duplicate(duplicate,)-|",1,['-10']
-10.0,[TCP:options-uto:211:3]-drop-|,1,['-10']
-10.0,"[TCP:urgptr:22596]-duplicate(,drop)-|",1,['-10']
-10.0,"[TCP:options-uto:182]-tamper{TCP:options-sackok:replace:}(tamper{TCP:dport:replace:31397},)-|",1,['-10']
-10.0,"[TCP:seq:3300329738]-tamper{TCP:options-eol:corrupt}(duplicate,)-|[TCP:load:]-duplicate-|",1,['-10']
-10.0,[TCP:sport:42466]-tamper{TCP:ack:corrupt}-|,1,['-10']
